Platoon_Trip_ID,Trucks_in_Platoon,Inter_Vehicle_Spacing_m,Highway_Speed_kmh,Aerodynamic_Drag_Reduction_pct,Diesel_Fuel_Savings_pct,Platooning_Status
SCANIA-PLT-2902,4,31.3,78.0,22.7,13.3,Standard Extended Following
SCANIA-PLT-2903,2,20.3,93.2,19.4,10.4,Standard Extended Following
SCANIA-PLT-2904,4,20.7,75.8,30.2,16.1,Standard Extended Following
SCANIA-PLT-2905,4,27.0,76.8,26.1,14.1,Standard Extended Following
SCANIA-PLT-2906,2,17.2,75.2,22.8,12.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2907,3,38.7,93.1,18.1,10.3,Standard Extended Following
SCANIA-PLT-2908,3,13.0,78.6,29.9,15.9,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2909,3,10.9,94.2,28.6,15.9,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2910,4,36.2,90.3,21.9,11.4,Standard Extended Following
SCANIA-PLT-2911,2,23.6,75.1,17.7,9.6,Standard Extended Following
SCANIA-PLT-2912,4,42.7,81.9,19.5,11.2,Standard Extended Following
SCANIA-PLT-2913,2,32.4,77.1,11.8,7.2,Standard Extended Following
SCANIA-PLT-2914,2,17.6,94.7,23.4,12.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2915,2,24.6,81.4,17.3,9.3,Standard Extended Following
SCANIA-PLT-2916,3,40.7,82.9,15.2,8.5,Standard Extended Following
SCANIA-PLT-2917,3,20.8,78.2,22.9,12.1,Standard Extended Following
SCANIA-PLT-2918,3,36.1,76.9,22.6,11.5,Standard Extended Following
SCANIA-PLT-2919,4,32.5,94.2,20.7,11.9,Standard Extended Following
SCANIA-PLT-2920,3,42.0,89.6,11.5,7.6,Standard Extended Following
SCANIA-PLT-2921,3,40.3,92.5,19.2,10.2,Standard Extended Following
SCANIA-PLT-2922,2,28.2,83.4,16.1,9.6,Standard Extended Following
SCANIA-PLT-2923,2,29.6,83.0,17.3,9.7,Standard Extended Following
SCANIA-PLT-2924,2,38.3,80.9,11.2,6.3,Standard Extended Following
SCANIA-PLT-2925,2,28.1,75.6,17.7,10.0,Standard Extended Following
SCANIA-PLT-2926,2,20.1,76.6,21.5,11.7,Standard Extended Following
SCANIA-PLT-2927,2,15.6,84.5,22.0,12.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2928,2,27.7,75.0,18.3,9.8,Standard Extended Following
SCANIA-PLT-2929,3,12.8,76.4,32.1,17.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2930,2,21.3,76.0,21.4,11.4,Standard Extended Following
SCANIA-PLT-2931,4,10.9,82.3,32.5,18.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2932,3,40.7,92.6,15.1,7.8,Standard Extended Following
SCANIA-PLT-2933,4,30.4,88.8,24.3,14.0,Standard Extended Following
SCANIA-PLT-2934,2,30.4,89.2,18.4,9.1,Standard Extended Following
SCANIA-PLT-2935,2,28.4,91.3,19.0,9.9,Standard Extended Following
SCANIA-PLT-2936,2,42.9,77.6,10.8,5.7,Standard Extended Following
SCANIA-PLT-2937,3,17.6,86.2,26.4,14.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2938,2,12.4,93.2,24.7,13.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2939,2,13.9,84.1,23.2,12.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2940,2,36.6,91.9,14.1,7.9,Standard Extended Following
SCANIA-PLT-2941,2,29.7,94.8,16.1,9.2,Standard Extended Following
SCANIA-PLT-2942,3,21.6,75.9,24.1,13.8,Standard Extended Following
SCANIA-PLT-2943,2,14.6,86.8,23.2,12.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2944,3,21.7,91.1,27.7,14.5,Standard Extended Following
SCANIA-PLT-2945,4,15.1,91.0,29.6,16.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2946,3,25.3,90.9,22.6,11.9,Standard Extended Following
SCANIA-PLT-2947,2,18.0,81.8,22.4,12.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2948,2,9.7,87.3,25.7,14.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2949,3,30.2,87.7,22.4,12.0,Standard Extended Following
SCANIA-PLT-2950,2,8.0,89.1,30.1,14.9,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2951,3,21.2,88.6,24.4,13.9,Standard Extended Following
SCANIA-PLT-2952,4,10.5,76.4,34.3,18.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2953,2,12.5,84.7,28.1,14.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2954,4,31.8,90.7,23.5,13.3,Standard Extended Following
SCANIA-PLT-2955,3,9.7,79.2,30.2,16.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2956,2,18.9,88.6,21.4,12.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2957,4,25.4,87.7,27.2,15.0,Standard Extended Following
SCANIA-PLT-2958,2,20.1,90.5,21.0,11.4,Standard Extended Following
SCANIA-PLT-2959,2,9.6,84.1,29.1,15.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2960,3,27.3,87.6,22.0,11.7,Standard Extended Following
SCANIA-PLT-2961,2,33.4,75.6,15.3,8.9,Standard Extended Following
SCANIA-PLT-2962,4,35.5,92.9,25.2,13.1,Standard Extended Following
SCANIA-PLT-2963,2,27.1,82.3,20.3,9.7,Standard Extended Following
SCANIA-PLT-2964,2,26.5,84.8,15.1,9.2,Standard Extended Following
SCANIA-PLT-2965,3,19.9,86.5,25.0,13.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2966,3,9.3,94.0,33.5,16.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2967,4,28.1,88.3,26.5,14.6,Standard Extended Following
SCANIA-PLT-2968,2,43.3,86.3,10.5,5.6,Standard Extended Following
SCANIA-PLT-2969,2,23.5,76.9,20.9,10.3,Standard Extended Following
SCANIA-PLT-2970,3,33.5,82.0,19.6,10.0,Standard Extended Following
SCANIA-PLT-2971,2,18.1,80.1,19.0,11.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2972,3,42.9,89.0,18.1,9.4,Standard Extended Following
SCANIA-PLT-2973,2,28.3,92.0,19.3,10.4,Standard Extended Following
SCANIA-PLT-2974,2,26.4,83.5,20.3,10.7,Standard Extended Following
SCANIA-PLT-2975,3,36.1,93.5,15.8,8.8,Standard Extended Following
SCANIA-PLT-2976,4,20.0,80.8,28.0,15.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2977,2,44.2,81.5,11.4,6.1,Standard Extended Following
SCANIA-PLT-2978,3,41.6,83.8,15.5,8.3,Standard Extended Following
SCANIA-PLT-2979,2,23.1,79.6,23.9,11.6,Standard Extended Following
SCANIA-PLT-2980,3,38.7,79.5,16.3,9.2,Standard Extended Following
SCANIA-PLT-2981,4,36.7,85.2,27.3,13.3,Standard Extended Following
SCANIA-PLT-2982,2,22.3,89.4,21.4,11.4,Standard Extended Following
SCANIA-PLT-2983,2,11.5,92.2,23.8,13.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2984,3,42.5,79.9,13.7,8.5,Standard Extended Following
SCANIA-PLT-2985,2,10.4,94.0,22.8,12.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2986,3,11.9,82.6,32.4,17.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2987,4,21.6,91.8,25.8,13.3,Standard Extended Following
SCANIA-PLT-2988,3,27.7,90.0,27.9,14.8,Standard Extended Following
SCANIA-PLT-2989,3,31.5,89.5,16.6,9.1,Standard Extended Following
SCANIA-PLT-2990,3,23.2,81.9,23.6,12.5,Standard Extended Following
SCANIA-PLT-2991,2,35.8,79.4,14.9,8.2,Standard Extended Following
SCANIA-PLT-2992,3,12.0,91.7,32.1,16.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2993,3,28.5,86.6,24.3,13.1,Standard Extended Following
SCANIA-PLT-2994,4,33.0,94.4,22.5,12.3,Standard Extended Following
SCANIA-PLT-2995,2,20.3,78.7,20.6,10.6,Standard Extended Following
SCANIA-PLT-2996,2,15.6,82.2,20.3,11.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2997,2,24.3,94.9,18.8,10.4,Standard Extended Following
SCANIA-PLT-2998,2,32.4,81.7,18.5,10.3,Standard Extended Following
SCANIA-PLT-2999,2,9.0,86.5,25.7,13.9,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3000,2,12.5,83.7,26.5,13.9,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3001,3,22.9,88.9,23.5,13.2,Standard Extended Following
SCANIA-PLT-3002,3,11.5,76.8,31.3,16.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3003,3,11.2,94.4,27.8,14.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3004,3,17.9,84.2,25.6,13.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3005,4,19.6,85.0,29.4,17.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3006,3,14.2,93.9,27.5,14.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3007,2,23.8,92.4,15.4,9.4,Standard Extended Following
SCANIA-PLT-3008,2,13.3,77.1,22.1,13.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3009,2,36.0,87.1,14.7,8.4,Standard Extended Following
SCANIA-PLT-3010,2,37.9,86.6,15.2,7.4,Standard Extended Following
SCANIA-PLT-3011,2,23.9,87.7,20.2,11.0,Standard Extended Following
SCANIA-PLT-3012,2,15.1,88.8,23.0,11.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3013,3,24.2,80.3,25.5,13.9,Standard Extended Following
SCANIA-PLT-3014,2,32.2,77.4,15.9,8.5,Standard Extended Following
SCANIA-PLT-3015,2,20.3,89.9,22.9,12.1,Standard Extended Following
SCANIA-PLT-3016,2,24.3,75.6,20.8,10.7,Standard Extended Following
SCANIA-PLT-3017,2,40.9,93.6,14.9,7.3,Standard Extended Following
SCANIA-PLT-3018,3,31.6,88.0,19.0,10.3,Standard Extended Following
SCANIA-PLT-3019,3,12.8,86.0,27.0,16.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3020,2,29.8,85.0,18.8,10.2,Standard Extended Following
SCANIA-PLT-3021,2,11.5,91.6,24.9,12.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3022,4,24.3,89.7,23.0,13.5,Standard Extended Following
SCANIA-PLT-3023,3,29.4,94.3,18.1,10.3,Standard Extended Following
SCANIA-PLT-3024,2,11.3,78.4,24.7,13.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3025,3,24.7,92.2,22.0,13.6,Standard Extended Following
SCANIA-PLT-3026,2,16.9,89.3,20.9,11.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3027,4,9.6,77.9,34.4,17.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3028,2,39.6,89.3,11.2,6.0,Standard Extended Following
SCANIA-PLT-3029,3,16.6,90.8,22.5,14.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3030,3,32.1,81.9,19.2,9.9,Standard Extended Following
SCANIA-PLT-3031,3,41.5,88.5,12.7,7.2,Standard Extended Following
SCANIA-PLT-3032,2,10.1,88.1,24.8,14.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3033,3,12.3,87.1,30.6,16.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3034,2,43.3,81.0,12.9,6.4,Standard Extended Following
SCANIA-PLT-3035,3,26.7,83.2,23.4,12.2,Standard Extended Following
SCANIA-PLT-3036,2,18.9,77.6,27.1,13.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3037,4,44.7,84.5,20.0,10.0,Standard Extended Following
SCANIA-PLT-3038,3,13.4,76.2,29.0,16.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3039,3,11.1,85.1,32.6,16.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3040,4,18.7,77.1,29.4,15.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3041,2,32.1,88.8,13.2,7.2,Standard Extended Following
SCANIA-PLT-3042,2,42.5,91.2,13.2,7.2,Standard Extended Following
SCANIA-PLT-3043,3,9.2,84.1,31.8,16.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3044,4,21.2,92.2,30.0,15.4,Standard Extended Following
SCANIA-PLT-3045,2,40.7,75.5,10.3,5.2,Standard Extended Following
SCANIA-PLT-3046,2,15.2,83.6,23.6,12.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3047,2,34.3,83.4,15.4,7.8,Standard Extended Following
SCANIA-PLT-3048,2,42.8,88.4,9.8,5.6,Standard Extended Following
SCANIA-PLT-3049,2,23.5,93.6,20.5,11.3,Standard Extended Following
SCANIA-PLT-3050,3,19.4,94.8,27.6,14.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3051,3,16.0,84.7,24.3,13.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3052,3,42.0,78.8,15.2,8.5,Standard Extended Following
SCANIA-PLT-3053,3,36.1,75.5,17.5,10.8,Standard Extended Following
SCANIA-PLT-3054,2,20.7,79.1,23.2,11.7,Standard Extended Following
SCANIA-PLT-3055,2,13.0,76.4,24.4,13.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3056,2,40.1,79.5,13.9,7.2,Standard Extended Following
SCANIA-PLT-3057,2,19.2,87.5,24.9,12.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3058,3,17.9,88.8,25.2,13.9,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3059,3,42.0,92.3,16.3,7.7,Standard Extended Following
SCANIA-PLT-3060,3,30.0,90.2,19.3,10.9,Standard Extended Following
SCANIA-PLT-3061,3,24.1,91.6,21.0,11.8,Standard Extended Following
SCANIA-PLT-3062,3,34.6,86.5,16.7,9.1,Standard Extended Following
SCANIA-PLT-3063,3,43.5,78.4,14.8,7.6,Standard Extended Following
SCANIA-PLT-3064,2,31.8,75.2,13.3,7.5,Standard Extended Following
SCANIA-PLT-3065,4,32.6,77.9,23.6,11.8,Standard Extended Following
SCANIA-PLT-3066,4,22.0,84.2,29.8,15.5,Standard Extended Following
SCANIA-PLT-3067,2,13.7,83.7,25.4,14.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3068,4,9.0,82.4,35.6,19.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3069,4,8.0,76.5,36.3,19.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3070,3,19.1,91.8,28.1,15.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3071,2,26.9,89.1,15.7,9.0,Standard Extended Following
SCANIA-PLT-3072,2,41.2,82.3,11.5,7.1,Standard Extended Following
SCANIA-PLT-3073,3,10.7,91.2,29.4,15.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3074,2,44.1,88.2,10.5,5.6,Standard Extended Following
SCANIA-PLT-3075,2,29.0,78.1,16.5,8.8,Standard Extended Following
SCANIA-PLT-3076,2,25.9,80.6,19.6,10.1,Standard Extended Following
SCANIA-PLT-3077,2,29.0,89.5,18.7,8.5,Standard Extended Following
SCANIA-PLT-3078,3,43.6,80.3,15.5,7.8,Standard Extended Following
SCANIA-PLT-3079,2,14.4,81.7,25.6,13.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3080,4,9.5,94.0,35.8,18.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3081,2,43.0,78.5,12.1,6.6,Standard Extended Following
SCANIA-PLT-3082,3,25.8,93.2,20.3,12.3,Standard Extended Following
SCANIA-PLT-3083,4,35.6,83.2,22.9,11.2,Standard Extended Following
SCANIA-PLT-3084,2,22.2,83.2,17.6,9.7,Standard Extended Following
SCANIA-PLT-3085,3,36.3,93.8,16.7,9.6,Standard Extended Following
SCANIA-PLT-3086,3,29.4,85.1,23.5,11.5,Standard Extended Following
SCANIA-PLT-3087,3,18.1,90.9,28.9,16.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3088,2,31.4,85.5,16.3,8.8,Standard Extended Following
SCANIA-PLT-3089,3,11.9,87.0,26.1,14.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3090,2,41.8,94.4,10.4,5.7,Standard Extended Following
SCANIA-PLT-3091,2,11.9,83.7,25.2,13.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3092,4,9.9,86.8,34.1,18.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3093,2,24.1,81.7,21.0,11.6,Standard Extended Following
SCANIA-PLT-3094,3,29.4,82.0,21.3,11.7,Standard Extended Following
SCANIA-PLT-3095,3,23.7,75.7,21.6,12.2,Standard Extended Following
SCANIA-PLT-3096,2,15.0,91.2,25.8,14.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3097,3,39.3,92.2,14.7,8.8,Standard Extended Following
SCANIA-PLT-3098,4,38.8,85.2,20.7,11.5,Standard Extended Following
SCANIA-PLT-3099,3,25.8,82.7,23.7,12.8,Standard Extended Following
SCANIA-PLT-3100,4,35.8,89.6,25.2,12.8,Standard Extended Following
SCANIA-PLT-3101,3,18.8,76.7,27.7,14.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3102,2,28.1,83.3,18.6,9.6,Standard Extended Following
SCANIA-PLT-3103,2,13.9,78.9,25.3,13.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3104,3,30.4,76.6,21.5,11.7,Standard Extended Following
SCANIA-PLT-3105,3,24.9,83.6,24.0,13.0,Standard Extended Following
SCANIA-PLT-3106,2,37.5,92.6,12.4,8.3,Standard Extended Following
SCANIA-PLT-3107,2,37.9,77.0,14.5,7.4,Standard Extended Following
SCANIA-PLT-3108,3,15.7,83.3,31.2,15.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3109,2,19.7,75.6,22.7,11.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3110,2,29.9,85.8,13.9,8.1,Standard Extended Following
SCANIA-PLT-3111,2,25.6,81.7,15.6,9.2,Standard Extended Following
SCANIA-PLT-3112,3,39.7,92.3,18.6,9.5,Standard Extended Following
SCANIA-PLT-3113,2,22.9,83.0,22.7,11.5,Standard Extended Following
SCANIA-PLT-3114,3,41.4,76.4,15.5,8.4,Standard Extended Following
SCANIA-PLT-3115,2,14.5,76.2,26.0,13.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3116,2,44.8,89.2,10.9,5.8,Standard Extended Following
SCANIA-PLT-3117,3,24.0,78.1,25.4,13.6,Standard Extended Following
SCANIA-PLT-3118,2,31.4,84.5,16.7,9.1,Standard Extended Following
SCANIA-PLT-3119,4,9.4,80.7,34.7,19.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3120,3,24.1,77.9,21.9,12.7,Standard Extended Following
SCANIA-PLT-3121,3,20.8,90.8,23.7,13.0,Standard Extended Following
SCANIA-PLT-3122,2,24.1,80.3,17.5,9.7,Standard Extended Following
SCANIA-PLT-3123,3,38.8,91.6,14.7,9.1,Standard Extended Following
SCANIA-PLT-3124,2,43.3,78.1,10.0,5.9,Standard Extended Following
SCANIA-PLT-3125,4,32.0,81.8,24.7,12.4,Standard Extended Following
SCANIA-PLT-3126,4,42.0,88.1,22.9,11.1,Standard Extended Following
SCANIA-PLT-3127,2,12.8,77.9,24.4,12.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3128,3,28.6,79.7,21.8,11.5,Standard Extended Following
SCANIA-PLT-3129,3,24.7,82.3,24.3,13.0,Standard Extended Following
SCANIA-PLT-3130,3,35.0,86.7,19.6,10.6,Standard Extended Following
SCANIA-PLT-3131,2,38.0,93.7,14.2,7.7,Standard Extended Following
SCANIA-PLT-3132,3,33.0,89.2,17.0,8.8,Standard Extended Following
SCANIA-PLT-3133,2,35.0,75.1,18.5,8.7,Standard Extended Following
SCANIA-PLT-3134,4,28.4,76.1,29.4,15.4,Standard Extended Following
SCANIA-PLT-3135,4,25.7,84.5,28.2,14.5,Standard Extended Following
SCANIA-PLT-3136,4,21.1,85.6,25.8,15.2,Standard Extended Following
SCANIA-PLT-3137,3,40.3,87.5,19.2,10.6,Standard Extended Following
SCANIA-PLT-3138,2,34.8,91.4,13.5,6.9,Standard Extended Following
SCANIA-PLT-3139,2,23.2,79.2,22.0,11.2,Standard Extended Following
SCANIA-PLT-3140,2,23.9,76.6,17.7,9.9,Standard Extended Following
SCANIA-PLT-3141,3,9.0,79.4,28.9,15.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3142,3,19.8,88.4,28.2,14.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3143,4,15.8,79.9,28.0,16.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3144,3,10.9,93.1,30.2,16.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3145,3,15.4,87.1,27.4,13.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3146,2,20.0,89.2,18.0,11.6,Standard Extended Following
SCANIA-PLT-3147,2,37.4,86.7,9.6,5.9,Standard Extended Following
SCANIA-PLT-3148,3,10.5,93.6,31.5,16.9,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3149,2,21.7,79.3,20.1,11.6,Standard Extended Following
SCANIA-PLT-3150,4,22.6,93.6,29.0,16.0,Standard Extended Following
SCANIA-PLT-3151,3,23.2,76.6,25.6,13.3,Standard Extended Following
SCANIA-PLT-3152,4,41.1,81.5,20.0,10.2,Standard Extended Following
SCANIA-PLT-3153,4,29.4,92.5,25.1,13.6,Standard Extended Following
SCANIA-PLT-3154,3,19.5,86.8,24.5,12.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3155,2,14.5,76.7,23.0,13.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3156,3,21.8,94.9,25.3,13.6,Standard Extended Following
SCANIA-PLT-3157,2,15.1,84.2,22.2,12.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3158,2,20.2,77.3,23.0,12.2,Standard Extended Following
SCANIA-PLT-3159,2,27.4,92.9,19.4,10.7,Standard Extended Following
SCANIA-PLT-3160,4,11.7,79.0,36.4,19.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3161,4,28.6,88.9,24.0,12.5,Standard Extended Following
SCANIA-PLT-3162,2,19.5,79.2,24.0,12.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3163,3,35.1,93.3,20.0,10.9,Standard Extended Following
SCANIA-PLT-3164,3,24.8,84.2,24.0,12.8,Standard Extended Following
SCANIA-PLT-3165,2,29.2,89.1,16.5,8.8,Standard Extended Following
SCANIA-PLT-3166,3,36.7,79.4,17.9,9.9,Standard Extended Following
SCANIA-PLT-3167,2,9.1,92.9,27.7,15.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3168,4,37.9,87.1,26.9,12.3,Standard Extended Following
SCANIA-PLT-3169,4,12.5,85.3,34.8,19.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3170,3,36.9,92.5,20.6,10.8,Standard Extended Following
SCANIA-PLT-3171,3,19.1,80.1,25.6,14.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3172,2,14.9,92.1,21.6,11.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3173,3,25.5,83.7,23.4,13.2,Standard Extended Following
SCANIA-PLT-3174,2,33.7,88.2,15.8,7.9,Standard Extended Following
SCANIA-PLT-3175,4,35.8,80.8,22.3,12.7,Standard Extended Following
SCANIA-PLT-3176,4,41.3,86.7,17.6,10.3,Standard Extended Following
SCANIA-PLT-3177,2,42.1,79.5,10.4,5.7,Standard Extended Following
SCANIA-PLT-3178,3,39.7,86.9,14.9,8.7,Standard Extended Following
SCANIA-PLT-3179,2,8.7,79.0,22.8,13.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3180,3,23.3,85.9,25.5,13.5,Standard Extended Following
SCANIA-PLT-3181,4,13.5,83.8,29.1,16.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3182,3,33.5,85.9,19.0,10.5,Standard Extended Following
SCANIA-PLT-3183,2,32.4,81.9,17.8,9.9,Standard Extended Following
SCANIA-PLT-3184,4,9.8,81.3,33.9,18.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3185,3,30.5,87.1,18.9,10.8,Standard Extended Following
SCANIA-PLT-3186,2,43.8,91.8,10.3,5.8,Standard Extended Following
SCANIA-PLT-3187,3,14.4,89.4,28.0,14.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3188,4,42.0,81.2,23.7,11.8,Standard Extended Following
SCANIA-PLT-3189,4,8.3,78.7,36.9,19.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3190,3,10.7,76.6,31.4,16.9,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3191,3,29.9,92.2,18.2,10.4,Standard Extended Following
SCANIA-PLT-3192,2,33.4,81.8,17.9,9.4,Standard Extended Following
SCANIA-PLT-3193,4,15.9,92.5,29.2,16.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3194,3,37.3,77.8,18.5,9.4,Standard Extended Following
SCANIA-PLT-3195,2,40.0,89.3,13.6,7.6,Standard Extended Following
SCANIA-PLT-3196,2,11.4,78.5,27.4,14.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3197,2,12.1,83.0,24.3,13.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3198,3,42.4,78.7,15.0,8.1,Standard Extended Following
SCANIA-PLT-3199,2,15.2,78.7,22.4,11.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3200,2,18.5,82.4,22.3,12.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3201,3,24.9,79.5,21.3,12.8,Standard Extended Following
SCANIA-PLT-3202,3,31.4,76.7,21.7,11.3,Standard Extended Following
SCANIA-PLT-3203,2,38.5,86.6,14.9,7.6,Standard Extended Following
SCANIA-PLT-3204,2,17.3,76.3,24.2,12.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3205,2,33.6,88.5,14.2,8.8,Standard Extended Following
SCANIA-PLT-3206,3,40.5,91.4,17.5,9.3,Standard Extended Following
SCANIA-PLT-3207,3,17.8,90.0,26.2,14.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3208,2,17.7,88.1,22.2,11.9,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3209,4,35.8,82.2,23.6,12.1,Standard Extended Following
SCANIA-PLT-3210,4,17.0,85.6,31.9,16.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3211,2,39.9,80.5,13.0,6.3,Standard Extended Following
SCANIA-PLT-3212,3,24.0,87.9,25.1,12.7,Standard Extended Following
SCANIA-PLT-3213,2,16.1,86.2,27.0,14.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3214,2,34.8,88.2,13.2,7.7,Standard Extended Following
SCANIA-PLT-3215,2,11.2,80.0,24.0,13.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-3216,3,38.7,82.5,16.5,8.1,Standard Extended Following
