Thermal_Run_ID,Ambient_Temp_C,Refrigerant_Discharge_Bar,Condenser_Subcooling_K,Heating_Coefficient_COP,Cabin_Heat_Range_Penalty_pct,Heat_Pump_State
DENSO-HP-2586,4.7,22.9,6.2,3.38,11.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2587,7.3,27.3,8.1,3.8,9.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2588,-16.9,15.1,8.3,3.13,12.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2589,0.5,23.6,5.2,2.88,15.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2590,7.7,27.0,4.6,3.0,14.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2591,0.2,20.5,5.9,3.07,14.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2592,1.9,26.4,5.5,3.15,15.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2593,11.3,26.9,5.4,3.28,12.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2594,-11.8,19.2,8.2,3.3,12.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2595,-9.9,17.0,7.0,2.97,13.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2596,3.5,23.3,10.0,3.8,11.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2597,-11.0,17.8,4.2,2.49,17.2,Standard PTC Resistive Assist
DENSO-HP-2598,5.9,25.5,9.7,3.8,8.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2599,-17.8,13.7,5.0,2.29,18.5,Standard PTC Resistive Assist
DENSO-HP-2600,-17.4,16.3,4.2,2.21,19.3,Standard PTC Resistive Assist
DENSO-HP-2601,-13.0,16.1,5.9,2.83,14.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2602,10.8,26.6,4.9,3.35,9.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2603,1.1,23.7,8.8,3.51,11.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2604,-14.8,14.3,9.6,3.54,11.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2605,2.7,25.3,7.5,3.58,10.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2606,-9.6,18.6,7.9,3.17,14.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2607,7.8,27.0,8.6,3.8,8.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2608,-10.7,17.2,4.0,2.47,17.2,Standard PTC Resistive Assist
DENSO-HP-2609,6.9,24.8,8.1,3.8,7.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2610,-8.3,17.7,7.3,3.1,11.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2611,10.9,27.6,6.1,3.48,12.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2612,-3.7,22.1,8.1,3.47,12.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2613,4.4,25.1,7.0,3.5,11.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2614,-5.5,20.1,9.5,3.8,7.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2615,-12.6,16.4,8.8,3.3,12.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2616,4.9,27.0,6.1,3.42,13.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2617,-1.2,23.0,8.1,3.49,12.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2618,14.6,29.5,8.4,3.8,9.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2619,-13.8,18.5,4.1,2.32,19.0,Standard PTC Resistive Assist
DENSO-HP-2620,9.1,28.4,4.8,3.12,14.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2621,-3.6,23.9,6.8,3.16,13.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2622,13.4,28.6,9.3,3.8,9.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2623,3.6,25.1,7.0,3.41,13.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2624,-1.8,21.3,9.3,3.66,10.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2625,5.4,26.4,4.3,2.9,15.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2626,-11.0,17.5,7.7,2.91,16.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2627,12.7,28.8,6.8,3.67,11.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2628,13.8,29.2,9.2,3.8,9.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2629,-0.3,24.1,4.0,2.82,14.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2630,7.6,24.1,7.2,3.8,8.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2631,-3.0,21.6,9.9,3.8,10.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2632,-17.6,14.9,6.6,2.81,16.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2633,-11.9,17.5,4.7,2.31,17.2,Standard PTC Resistive Assist
DENSO-HP-2634,5.9,24.7,7.1,3.77,9.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2635,10.6,28.7,8.2,3.8,9.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2636,-2.6,20.6,9.4,3.74,11.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2637,3.4,27.5,8.0,3.8,11.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2638,-6.0,20.6,5.0,2.74,18.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2639,-5.7,21.3,6.8,3.06,15.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2640,-7.0,19.4,6.8,3.0,15.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2641,13.9,27.7,8.1,3.8,10.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2642,6.4,27.8,3.9,2.92,15.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2643,-0.9,23.3,9.9,3.8,8.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2644,-2.0,23.3,4.2,2.8,14.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2645,-15.8,13.9,7.0,2.9,16.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2646,-17.4,16.6,9.3,3.31,13.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2647,-9.7,18.5,9.8,3.66,11.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2648,8.4,26.3,7.7,3.8,8.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2649,-2.1,24.0,8.6,3.79,11.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2650,-12.6,19.0,8.9,3.35,12.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2651,1.9,24.6,9.5,3.8,11.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2652,4.8,27.1,9.0,3.8,9.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2653,-5.8,21.0,7.9,3.16,15.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2654,5.2,25.8,6.1,3.28,10.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2655,3.0,25.6,6.6,3.18,13.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2656,-17.4,17.0,7.0,2.85,19.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2657,5.7,26.2,9.8,3.8,10.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2658,-13.6,15.5,4.7,2.44,17.6,Standard PTC Resistive Assist
DENSO-HP-2659,-16.3,16.2,9.4,3.55,10.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2660,-17.7,16.2,5.9,2.58,17.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2661,14.1,30.2,7.0,3.79,10.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2662,-3.8,20.7,7.0,3.33,10.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2663,-11.5,18.1,4.6,2.63,15.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2664,-10.1,17.0,7.8,3.28,14.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2665,7.7,26.6,4.5,3.0,12.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2666,3.9,23.4,5.2,3.23,12.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2667,-12.4,17.7,8.6,3.24,15.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2668,-16.8,16.0,3.7,1.94,19.8,Standard PTC Resistive Assist
DENSO-HP-2669,-2.6,21.9,8.5,3.61,11.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2670,9.7,27.8,6.3,3.58,9.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2671,7.1,24.2,9.5,3.8,11.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2672,7.8,25.4,7.3,3.8,10.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2673,4.9,25.0,4.8,3.21,14.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2674,7.1,26.4,4.7,3.15,13.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2675,14.2,30.3,3.6,3.24,14.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2676,-10.3,19.1,10.0,3.8,9.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2677,-10.1,16.0,6.7,2.95,17.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2678,-4.2,21.9,9.2,3.8,12.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2679,8.0,26.1,9.1,3.8,8.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2680,-0.5,23.4,9.5,3.67,10.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2681,-3.6,18.9,3.5,2.48,16.3,Standard PTC Resistive Assist
DENSO-HP-2682,-17.4,16.4,8.8,3.27,12.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2683,-4.4,21.9,6.8,3.31,11.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2684,5.4,27.0,4.1,3.01,15.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2685,5.2,25.1,6.2,3.24,12.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2686,-1.6,22.8,5.5,3.0,13.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2687,-5.9,21.0,6.5,3.05,16.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2688,-9.7,20.7,10.0,3.66,9.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2689,5.8,26.4,6.5,3.43,11.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2690,-8.0,16.8,6.5,3.22,10.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2691,-12.6,17.0,4.5,2.57,16.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2692,-6.4,18.7,5.5,2.87,16.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2693,-1.4,23.8,4.9,2.97,12.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2694,-13.9,16.2,4.9,2.53,15.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2695,-11.8,17.4,7.4,2.96,15.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2696,-16.1,12.6,8.3,3.27,14.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2697,4.4,24.5,4.0,2.85,15.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2698,7.2,26.9,6.7,3.43,12.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2699,-3.0,21.8,4.3,2.55,15.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2700,9.1,25.9,4.8,3.22,14.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2701,-4.7,22.0,4.6,2.77,15.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2702,-14.7,15.4,5.9,2.53,16.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2703,-3.5,20.6,9.1,3.8,7.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2704,9.3,25.4,4.1,3.09,11.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2705,9.8,27.9,5.8,3.25,14.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2706,-9.0,19.3,6.6,2.95,15.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2707,-3.1,21.0,7.1,3.12,12.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2708,11.5,28.1,9.1,3.8,10.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2709,4.0,27.1,5.9,3.27,13.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2710,-12.7,18.2,6.5,2.96,15.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2711,4.5,26.0,4.2,2.81,17.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2712,11.9,29.1,7.0,3.64,12.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2713,-10.6,18.5,8.9,3.49,11.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2714,-0.0,24.2,5.9,3.2,13.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2715,-5.8,19.8,7.7,3.24,11.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2716,-6.9,17.4,8.9,3.55,12.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2717,8.7,27.3,9.3,3.8,12.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2718,6.6,23.4,6.5,3.43,13.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2719,-2.1,23.6,3.7,2.62,18.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2720,9.2,25.3,5.7,3.45,11.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2721,-12.8,17.3,7.2,2.9,14.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2722,-12.9,16.9,5.1,2.52,18.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2723,-12.6,15.9,5.1,2.56,15.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2724,9.7,26.2,7.1,3.74,11.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2725,-8.7,19.7,5.1,2.73,18.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2726,-2.4,21.2,9.1,3.8,9.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2727,-15.4,17.8,7.5,2.96,15.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2728,-9.6,19.2,5.1,2.63,14.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2729,-15.7,16.3,4.8,2.66,18.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2730,14.0,27.0,8.1,3.8,8.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2731,-15.8,17.1,9.7,3.48,11.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2732,-6.3,17.7,7.7,3.36,12.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2733,-14.7,18.0,9.3,3.31,12.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2734,12.2,30.3,5.2,3.22,14.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2735,-5.5,18.4,8.0,3.4,11.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2736,-3.0,23.4,6.6,3.15,13.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2737,-9.6,17.8,5.8,2.78,14.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2738,7.9,25.4,6.8,3.49,10.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2739,-8.9,19.9,4.9,2.57,17.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2740,-2.5,20.0,8.6,3.68,10.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2741,7.9,26.5,4.7,3.04,14.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2742,1.8,25.1,9.4,3.8,12.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2743,-4.8,21.0,6.4,3.25,11.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2744,-11.5,19.0,3.8,2.4,17.3,Standard PTC Resistive Assist
DENSO-HP-2745,1.6,24.5,3.6,2.58,17.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2746,14.2,30.3,7.1,3.76,9.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2747,6.3,27.3,4.0,2.77,17.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2748,-11.1,18.8,3.6,2.05,18.5,Standard PTC Resistive Assist
DENSO-HP-2749,-5.7,20.7,7.3,3.29,14.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2750,-13.5,18.2,4.9,2.51,17.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2751,-11.5,17.8,4.9,2.7,18.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2752,-3.7,21.2,3.6,2.56,16.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2753,6.3,24.8,5.9,3.38,13.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2754,1.4,22.8,6.7,3.28,12.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2755,14.5,27.7,6.3,3.57,10.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2756,-14.2,16.1,7.9,3.19,13.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2757,14.3,28.2,9.6,3.8,9.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2758,-15.5,18.3,7.8,2.97,17.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2759,3.3,24.5,4.4,2.78,14.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2760,-13.5,18.0,8.8,3.46,11.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2761,-11.2,19.1,9.9,3.61,12.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2762,2.1,22.6,5.3,2.9,13.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2763,-5.8,22.4,4.6,2.68,17.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2764,-0.4,24.6,8.3,3.68,10.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2765,-15.8,15.2,8.6,3.3,12.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2766,8.1,26.8,8.4,3.8,10.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2767,7.3,25.6,8.5,3.8,10.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2768,-13.3,19.7,5.3,2.31,16.9,Standard PTC Resistive Assist
DENSO-HP-2769,-5.8,22.4,9.5,3.74,9.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2770,12.6,28.2,9.4,3.8,10.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2771,6.5,25.4,6.6,3.45,12.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2772,11.3,28.7,8.0,3.8,11.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2773,-15.3,16.2,6.2,2.76,18.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2774,-1.3,22.7,7.3,3.46,11.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2775,-3.4,23.0,8.3,3.68,11.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2776,-17.7,15.9,6.8,2.73,15.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2777,-4.6,19.8,6.1,3.13,14.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2778,-6.6,19.3,8.0,3.47,11.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2779,-6.4,19.6,3.9,2.51,16.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2780,-11.2,16.8,7.8,3.0,15.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2781,3.1,24.9,4.0,2.63,17.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2782,-2.4,24.1,9.0,3.8,10.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2783,2.1,22.4,8.3,3.51,12.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2784,3.1,24.9,6.2,3.17,13.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2785,1.2,21.0,3.9,2.81,14.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2786,-8.5,21.3,5.6,3.08,15.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2787,-4.7,19.6,7.9,3.51,9.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2788,14.3,29.4,6.9,3.8,9.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2789,7.6,26.7,6.3,3.44,13.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2790,-10.7,16.5,4.6,2.23,18.2,Standard PTC Resistive Assist
DENSO-HP-2791,-12.9,17.0,8.9,3.39,12.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2792,-5.2,20.8,9.7,3.78,8.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2793,6.6,27.7,8.8,3.8,8.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2794,-0.2,23.1,5.1,2.99,13.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2795,12.8,29.5,7.7,3.53,10.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2796,12.7,30.2,4.2,3.14,11.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2797,5.7,25.5,8.7,3.8,11.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2798,14.6,26.9,7.7,3.8,11.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2799,-7.1,19.6,6.8,3.15,12.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2800,-0.8,22.0,7.6,3.61,12.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2801,-8.7,16.7,4.9,2.63,16.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2802,-9.6,19.3,8.4,3.5,11.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2803,8.6,27.0,6.4,3.32,13.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2804,9.3,26.8,5.0,3.09,13.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2805,14.8,30.0,8.5,3.8,10.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2806,-5.3,22.8,7.1,3.06,14.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2807,12.2,28.8,4.9,3.36,12.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2808,-12.8,15.4,8.3,3.28,13.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2809,14.7,29.4,4.2,3.15,14.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2810,-4.1,19.7,8.9,3.53,11.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2811,14.4,28.8,5.8,3.35,14.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2812,5.5,25.8,9.9,3.8,9.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2813,7.2,25.6,8.2,3.79,12.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2814,-4.4,20.8,9.3,3.47,13.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2815,5.1,26.2,8.6,3.8,9.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2816,3.7,22.4,5.1,3.21,12.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2817,-17.7,16.8,9.3,3.37,11.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2818,2.0,25.8,6.1,3.27,16.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2819,10.4,28.0,7.3,3.6,9.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2820,-2.2,21.4,5.6,3.13,12.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2821,-1.4,20.2,9.8,3.8,10.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2822,-10.0,17.4,8.8,3.36,15.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2823,6.5,24.9,8.7,3.8,9.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2824,-9.7,17.7,4.5,2.54,15.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2825,-0.6,22.8,9.2,3.6,10.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2826,-3.8,22.3,8.6,3.8,9.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2827,-9.0,21.3,9.4,3.61,10.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2828,9.0,26.7,5.6,3.45,13.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2829,-9.1,18.7,4.3,2.44,18.7,Standard PTC Resistive Assist
DENSO-HP-2830,-12.4,18.6,3.9,2.11,21.5,Standard PTC Resistive Assist
DENSO-HP-2831,-7.4,18.7,9.4,3.8,12.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2832,6.4,25.6,5.7,3.31,13.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2833,8.9,29.8,9.2,3.8,10.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2834,-8.1,19.8,3.9,2.31,20.4,Standard PTC Resistive Assist
DENSO-HP-2835,12.0,28.4,7.2,3.6,10.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2836,-9.4,20.2,6.5,2.82,17.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2837,-17.1,14.6,7.2,2.96,14.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2838,6.5,26.9,7.4,3.58,11.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2839,-2.8,22.0,5.7,3.38,12.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2840,-8.2,19.1,5.1,2.56,16.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2841,-1.3,22.0,9.7,3.8,8.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2842,7.0,27.1,4.8,2.95,15.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2843,-7.4,21.2,8.7,3.62,13.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2844,9.5,27.2,6.6,3.58,11.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2845,7.0,27.3,7.6,3.65,8.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2846,-16.6,16.8,5.0,2.29,18.2,Standard PTC Resistive Assist
DENSO-HP-2847,1.0,26.0,4.0,2.73,16.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2848,11.2,29.5,9.7,3.8,9.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2849,8.3,26.3,7.1,3.66,11.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2850,13.0,27.2,7.2,3.78,9.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2851,-1.7,24.4,6.5,3.29,13.3,High-Efficiency Subcooling (COP >2.5)
