Monocoque_Scan_ID,Ultrasonic_Probe_Freq_MHz,Acoustic_Attenuation_dB_mm,Resin_Void_Content_pct,Chassis_Torsional_Rigidity_kNm_deg,Composite_Quality
PAGANI-UTOPIA-2439,9.6,0.62,0.43,52.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2440,4.8,0.56,0.35,54.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2441,7.1,0.78,0.54,50.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2442,6.3,0.65,0.46,50.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2443,7.9,0.52,0.39,52.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2444,10.6,0.75,0.57,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2445,6.7,0.49,0.2,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2446,6.9,0.54,0.26,53.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2447,9.8,0.8,0.69,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2448,11.4,0.55,0.36,53.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2449,11.6,0.97,0.53,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2450,5.8,1.29,0.91,49.7,Composite Micro-Delamination Defect
PAGANI-UTOPIA-2451,5.6,0.47,0.29,53.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2452,4.0,0.94,0.83,50.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2453,10.5,0.59,0.35,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2454,8.1,0.53,0.38,53.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2455,9.5,0.63,0.53,51.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2456,4.4,0.76,0.45,52.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2457,5.2,0.53,0.52,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2458,7.1,0.55,0.47,51.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2459,3.7,0.6,0.23,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2460,5.4,0.62,0.29,53.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2461,5.8,0.48,0.31,51.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2462,4.3,1.73,1.11,48.3,Composite Micro-Delamination Defect
PAGANI-UTOPIA-2463,9.8,0.58,0.34,53.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2464,11.3,0.79,0.57,50.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2465,3.7,0.88,0.52,51.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2466,10.2,0.59,0.41,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2467,8.7,0.53,0.47,52.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2468,5.3,0.67,0.45,50.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2469,7.9,0.55,0.34,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2470,9.7,0.59,0.46,51.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2471,11.2,0.46,0.38,52.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2472,10.1,0.92,0.69,51.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2473,10.7,0.64,0.54,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2474,6.5,0.61,0.41,52.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2475,5.2,0.59,0.46,52.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2476,7.2,0.47,0.42,51.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2477,3.8,0.5,0.45,53.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2478,7.9,0.64,0.46,51.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2479,8.6,0.52,0.42,51.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2480,7.7,0.62,0.33,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2481,9.0,0.47,0.32,52.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2482,7.1,0.67,0.32,52.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2483,5.5,0.52,0.36,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2484,9.6,0.45,0.42,51.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2485,11.2,0.63,0.37,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2486,6.3,0.86,0.65,50.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2487,5.9,0.53,0.27,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2488,7.3,0.51,0.32,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2489,10.2,0.48,0.21,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2490,4.0,0.5,0.28,51.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2491,4.7,0.8,0.51,50.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2492,7.7,0.75,0.6,50.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2493,11.4,0.48,0.35,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2494,11.4,0.62,0.54,52.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2495,3.9,1.02,0.7,50.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2496,10.3,0.66,0.43,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2497,7.9,0.55,0.23,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2498,7.2,0.64,0.44,52.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2499,6.1,0.71,0.46,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2500,11.5,0.5,0.38,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2501,10.2,0.48,0.31,53.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2502,4.5,0.55,0.28,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2503,7.9,0.49,0.43,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2504,11.1,0.56,0.47,50.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2505,10.7,0.74,0.54,51.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2506,6.7,0.59,0.54,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2507,10.0,0.49,0.22,54.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2508,8.0,0.99,0.77,50.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2509,11.2,0.45,0.25,53.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2510,11.9,0.47,0.27,53.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2511,4.2,1.41,0.71,50.5,Composite Micro-Delamination Defect
PAGANI-UTOPIA-2512,4.7,0.53,0.18,53.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2513,7.7,0.78,0.49,51.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2514,5.0,0.51,0.23,52.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2515,5.5,0.52,0.47,51.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2516,3.7,0.46,0.26,51.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2517,7.4,0.54,0.29,53.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2518,6.3,0.5,0.29,53.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2519,8.5,1.03,0.63,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2520,6.5,0.94,0.59,52.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2521,7.0,0.47,0.37,52.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2522,9.5,0.58,0.52,51.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2523,7.8,0.54,0.47,51.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2524,10.1,0.59,0.41,52.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2525,10.8,0.61,0.56,51.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2526,11.6,0.7,0.31,54.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2527,6.3,0.54,0.3,50.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2528,8.3,1.1,0.7,48.7,Composite Micro-Delamination Defect
PAGANI-UTOPIA-2529,9.6,0.5,0.3,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2530,8.3,0.67,0.41,51.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2531,3.7,0.51,0.27,51.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2532,11.6,0.57,0.17,51.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2533,6.2,0.52,0.35,52.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2534,7.3,0.55,0.41,53.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2535,11.8,0.45,0.34,53.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2536,3.7,0.79,0.38,52.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2537,9.8,0.47,0.25,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2538,7.9,0.64,0.57,50.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2539,5.5,0.62,0.37,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2540,10.6,0.56,0.44,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2541,4.7,0.53,0.37,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2542,5.0,0.56,0.31,51.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2543,3.8,0.74,0.47,50.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2544,10.6,0.75,0.63,51.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2545,3.7,0.45,0.32,51.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2546,9.1,0.73,0.45,52.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2547,9.5,0.84,0.48,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2548,6.2,0.48,0.25,52.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2549,10.5,0.91,0.6,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2550,8.7,0.5,0.36,51.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2551,3.8,0.96,0.56,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2552,10.9,1.05,0.71,50.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2553,9.6,0.47,0.42,50.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2554,5.6,0.55,0.33,53.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2555,9.8,0.61,0.32,52.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2556,6.3,0.66,0.51,51.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2557,7.5,0.52,0.31,54.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2558,5.9,0.63,0.5,51.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2559,4.3,0.61,0.39,53.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2560,4.0,0.6,0.49,51.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2561,8.7,0.5,0.36,52.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2562,10.2,0.47,0.25,53.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2563,8.7,0.62,0.4,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2564,6.1,0.93,0.64,52.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2565,5.2,0.64,0.44,51.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2566,8.5,0.74,0.38,52.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2567,7.7,0.5,0.29,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2568,11.3,0.54,0.45,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2569,7.9,0.72,0.32,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2570,3.7,0.51,0.37,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2571,9.1,0.88,0.58,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2572,4.8,0.76,0.51,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2573,5.1,0.47,0.25,53.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2574,6.0,0.72,0.44,51.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2575,3.5,0.58,0.33,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2576,5.3,0.78,0.54,51.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2577,11.5,0.53,0.3,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2578,8.1,0.53,0.43,52.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2579,10.6,0.48,0.26,53.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2580,11.9,0.69,0.44,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2581,11.9,0.5,0.23,53.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2582,9.3,0.53,0.45,52.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2583,6.1,0.76,0.55,50.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2584,7.5,0.56,0.41,50.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2585,8.6,0.48,0.25,53.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2586,6.5,0.48,0.36,51.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2587,4.8,0.68,0.43,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2588,3.8,0.68,0.58,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2589,8.9,0.8,0.46,50.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2590,10.9,0.67,0.47,51.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2591,11.5,0.73,0.42,52.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2592,8.1,0.86,0.54,50.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2593,4.4,0.59,0.35,53.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2594,3.9,0.8,0.46,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2595,9.3,0.77,0.61,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2596,8.4,0.55,0.39,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2597,4.1,0.88,0.64,51.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2598,4.7,0.48,0.34,54.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2599,8.5,0.95,0.73,50.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2600,3.8,0.66,0.53,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2601,11.8,0.46,0.3,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2602,9.5,0.52,0.24,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2603,8.5,0.52,0.48,52.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2604,7.2,0.73,0.49,51.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2605,10.2,0.79,0.63,52.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2606,9.3,0.83,0.47,53.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2607,8.6,0.53,0.39,53.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2608,5.3,0.54,0.49,52.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2609,7.6,0.95,0.52,50.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2610,4.0,1.06,0.62,50.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2611,6.3,1.22,0.87,50.7,Composite Micro-Delamination Defect
PAGANI-UTOPIA-2612,6.0,0.99,0.51,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2613,4.6,0.72,0.45,51.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2614,11.5,0.98,0.6,50.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2615,8.3,0.84,0.53,50.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2616,9.7,0.68,0.38,52.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2617,11.4,0.57,0.28,53.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2618,11.5,0.46,0.24,53.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2619,7.0,0.58,0.33,52.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2620,7.8,1.16,0.84,49.8,Composite Micro-Delamination Defect
PAGANI-UTOPIA-2621,10.8,0.81,0.68,53.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2622,11.1,0.86,0.7,51.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2623,8.9,0.57,0.2,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2624,4.2,0.54,0.28,52.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2625,3.5,0.56,0.2,53.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2626,4.1,0.55,0.35,50.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2627,9.7,0.54,0.21,53.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2628,3.8,0.67,0.53,52.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2629,10.1,0.45,0.25,52.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2630,5.6,0.57,0.33,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2631,3.8,0.47,0.35,53.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2632,10.0,0.5,0.31,53.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2633,10.3,0.79,0.63,52.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2634,11.0,0.64,0.44,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2635,11.2,0.83,0.66,50.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2636,10.4,0.61,0.47,50.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2637,11.3,0.73,0.48,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2638,7.7,0.69,0.37,51.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2639,6.9,0.68,0.48,52.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2640,11.2,0.66,0.44,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2641,8.5,0.72,0.49,50.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2642,11.4,0.46,0.18,53.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2643,11.7,0.49,0.39,50.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2644,3.7,0.49,0.38,51.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2645,11.3,0.6,0.42,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2646,5.0,0.68,0.5,49.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2647,4.2,0.75,0.45,52.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2648,5.9,0.71,0.45,52.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2649,10.6,0.55,0.33,53.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2650,11.6,0.5,0.47,51.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2651,6.6,0.74,0.36,52.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2652,5.3,0.93,0.62,51.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2653,4.6,0.51,0.45,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2654,7.8,0.56,0.22,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2655,7.2,0.72,0.4,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2656,11.2,0.74,0.48,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2657,6.1,0.6,0.43,52.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2658,9.5,0.47,0.23,52.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2659,11.4,0.65,0.38,51.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2660,7.0,0.86,0.42,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2661,6.6,0.47,0.41,53.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2662,9.3,0.49,0.28,53.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2663,7.4,0.65,0.44,52.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2664,6.8,0.77,0.6,52.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2665,8.4,0.5,0.45,52.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2666,6.7,0.57,0.4,52.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2667,10.1,0.81,0.52,52.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2668,11.3,0.84,0.52,50.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2669,10.4,0.58,0.33,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2670,6.1,0.53,0.42,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2671,5.4,0.88,0.48,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2672,9.4,0.85,0.49,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2673,7.7,0.71,0.46,51.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2674,10.1,0.57,0.39,52.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2675,7.6,0.57,0.29,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2676,9.8,0.47,0.34,53.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2677,10.0,0.65,0.31,52.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2678,5.8,0.55,0.29,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
