Trip_ID,Hard_Braking_Count,Acceleration_Smoothness,Cornering_Force_G,Average_Speed_kmh,Cluster,Driver_Category
TRIP-12291,1,2.21,0.365,66.5,0,Eco-Friendly (Safe)
TRIP-12292,0,1.46,0.139,48.8,2,High-Risk (Aggressive)
TRIP-12293,2,2.54,0.269,85.5,0,Eco-Friendly (Safe)
TRIP-12294,2,2.66,0.272,63.8,0,Eco-Friendly (Safe)
TRIP-12295,2,3.01,0.239,92.2,0,Eco-Friendly (Safe)
TRIP-12296,3,1.8,0.255,67.2,0,Eco-Friendly (Safe)
TRIP-12297,1,0.9,0.258,59.2,2,High-Risk (Aggressive)
TRIP-12298,0,1.11,0.168,58.2,2,High-Risk (Aggressive)
TRIP-12299,8,3.35,0.63,99.7,1,Standard Commuter
TRIP-12300,5,2.15,0.309,52.3,0,Eco-Friendly (Safe)
TRIP-12301,4,2.24,0.328,64.1,0,Eco-Friendly (Safe)
TRIP-12302,2,0.65,0.207,62.3,2,High-Risk (Aggressive)
TRIP-12303,1,1.17,0.168,54.5,2,High-Risk (Aggressive)
TRIP-12304,2,0.69,0.186,50.7,2,High-Risk (Aggressive)
TRIP-12305,7,1.62,0.342,54.7,0,Eco-Friendly (Safe)
TRIP-12306,3,2.84,0.332,70.2,0,Eco-Friendly (Safe)
TRIP-12307,10,5.13,0.535,64.1,1,Standard Commuter
TRIP-12308,0,2.61,0.226,80.7,0,Eco-Friendly (Safe)
TRIP-12309,1,1.84,0.22,47.8,2,High-Risk (Aggressive)
TRIP-12310,3,1.59,0.275,72.7,0,Eco-Friendly (Safe)
TRIP-12311,1,2.03,0.343,59.5,0,Eco-Friendly (Safe)
TRIP-12312,3,2.81,0.263,64.7,0,Eco-Friendly (Safe)
TRIP-12313,0,1.05,0.118,55.3,2,High-Risk (Aggressive)
TRIP-12314,5,2.93,0.663,127.5,1,Standard Commuter
TRIP-12315,0,0.87,0.172,51.3,2,High-Risk (Aggressive)
TRIP-12316,6,5.49,0.678,82.4,1,Standard Commuter
TRIP-12317,1,1.05,0.261,58.9,2,High-Risk (Aggressive)
TRIP-12318,0,1.3,0.227,57.9,2,High-Risk (Aggressive)
TRIP-12319,4,2.47,0.658,86.3,1,Standard Commuter
TRIP-12320,1,1.38,0.141,72.5,2,High-Risk (Aggressive)
TRIP-12321,3,2.26,0.393,72.4,0,Eco-Friendly (Safe)
TRIP-12322,0,1.25,0.183,35.3,2,High-Risk (Aggressive)
TRIP-12323,7,4.39,0.544,86.5,1,Standard Commuter
TRIP-12324,2,1.87,0.287,69.8,0,Eco-Friendly (Safe)
TRIP-12325,4,5.6,0.575,98.2,1,Standard Commuter
TRIP-12326,3,2.24,0.213,79.1,0,Eco-Friendly (Safe)
TRIP-12327,4,4.08,0.571,82.8,1,Standard Commuter
TRIP-12328,1,2.31,0.387,63.8,0,Eco-Friendly (Safe)
TRIP-12329,2,1.88,0.302,68.8,0,Eco-Friendly (Safe)
TRIP-12330,2,3.3,0.49,73.7,0,Eco-Friendly (Safe)
TRIP-12331,3,1.47,0.311,82.9,0,Eco-Friendly (Safe)
TRIP-12332,3,3.26,0.217,65.3,0,Eco-Friendly (Safe)
TRIP-12333,2,2.68,0.375,65.4,0,Eco-Friendly (Safe)
TRIP-12334,0,3.19,0.334,73.2,0,Eco-Friendly (Safe)
TRIP-12335,1,1.28,0.185,49.8,2,High-Risk (Aggressive)
TRIP-12336,4,2.78,0.241,57.4,0,Eco-Friendly (Safe)
TRIP-12337,9,1.93,0.466,98.3,1,Standard Commuter
TRIP-12338,3,3.34,0.669,100.0,1,Standard Commuter
TRIP-12339,2,1.22,0.08,46.4,2,High-Risk (Aggressive)
TRIP-12340,5,4.79,0.586,101.2,1,Standard Commuter
TRIP-12341,2,4.41,0.593,88.9,1,Standard Commuter
TRIP-12342,7,3.52,0.626,121.2,1,Standard Commuter
TRIP-12343,6,5.96,0.616,59.7,1,Standard Commuter
TRIP-12344,1,4.23,0.619,99.7,1,Standard Commuter
TRIP-12345,8,4.2,0.515,111.6,1,Standard Commuter
TRIP-12346,3,2.79,0.334,68.7,0,Eco-Friendly (Safe)
TRIP-12347,5,4.61,0.614,78.1,1,Standard Commuter
TRIP-12348,1,2.63,0.373,65.0,0,Eco-Friendly (Safe)
TRIP-12349,5,2.13,0.388,48.8,0,Eco-Friendly (Safe)
TRIP-12350,0,0.99,0.145,47.2,2,High-Risk (Aggressive)
TRIP-12351,3,2.47,0.358,84.5,0,Eco-Friendly (Safe)
TRIP-12352,0,0.75,0.182,44.3,2,High-Risk (Aggressive)
TRIP-12353,2,2.15,0.172,62.8,2,High-Risk (Aggressive)
TRIP-12354,5,4.8,0.667,82.2,1,Standard Commuter
TRIP-12355,2,2.84,0.354,67.1,0,Eco-Friendly (Safe)
TRIP-12356,0,2.67,0.263,78.4,0,Eco-Friendly (Safe)
TRIP-12357,1,3.18,0.228,70.8,0,Eco-Friendly (Safe)
TRIP-12358,1,1.48,0.183,56.1,2,High-Risk (Aggressive)
TRIP-12359,3,2.72,0.261,69.7,0,Eco-Friendly (Safe)
TRIP-12360,4,4.64,0.311,79.0,0,Eco-Friendly (Safe)
TRIP-12361,0,1.18,0.192,47.1,2,High-Risk (Aggressive)
TRIP-12362,2,3.15,0.409,83.4,0,Eco-Friendly (Safe)
TRIP-12363,4,0.65,0.187,66.6,2,High-Risk (Aggressive)
TRIP-12364,3,2.67,0.332,62.4,0,Eco-Friendly (Safe)
TRIP-12365,3,5.59,0.451,96.6,1,Standard Commuter
TRIP-12366,6,5.1,0.427,126.9,1,Standard Commuter
TRIP-12367,2,1.22,0.222,54.5,2,High-Risk (Aggressive)
TRIP-12368,4,5.11,0.789,72.8,1,Standard Commuter
TRIP-12369,7,5.15,0.753,112.2,1,Standard Commuter
TRIP-12370,2,1.34,0.17,57.5,2,High-Risk (Aggressive)
TRIP-12371,5,3.34,0.62,97.2,1,Standard Commuter
TRIP-12372,0,0.93,0.141,45.7,2,High-Risk (Aggressive)
TRIP-12373,0,1.33,0.152,57.7,2,High-Risk (Aggressive)
TRIP-12374,0,1.15,0.155,55.7,2,High-Risk (Aggressive)
TRIP-12375,5,2.64,0.275,54.7,0,Eco-Friendly (Safe)
TRIP-12376,0,1.28,0.214,56.4,2,High-Risk (Aggressive)
TRIP-12377,9,2.71,0.522,92.0,1,Standard Commuter
TRIP-12378,2,0.76,0.214,48.9,2,High-Risk (Aggressive)
TRIP-12379,0,1.44,0.248,64.9,2,High-Risk (Aggressive)
TRIP-12380,6,3.64,0.455,101.1,1,Standard Commuter
TRIP-12381,0,1.04,0.179,53.8,2,High-Risk (Aggressive)
TRIP-12382,1,1.27,0.136,51.7,2,High-Risk (Aggressive)
TRIP-12383,4,3.89,0.763,75.1,1,Standard Commuter
TRIP-12384,1,2.55,0.37,72.8,0,Eco-Friendly (Safe)
TRIP-12385,2,2.28,0.358,88.0,0,Eco-Friendly (Safe)
TRIP-12386,8,5.35,0.578,83.2,1,Standard Commuter
TRIP-12387,4,3.46,0.252,50.6,0,Eco-Friendly (Safe)
TRIP-12388,2,2.01,0.32,61.1,0,Eco-Friendly (Safe)
TRIP-12389,3,2.81,0.293,70.9,0,Eco-Friendly (Safe)
TRIP-12390,0,1.43,0.138,65.2,2,High-Risk (Aggressive)
TRIP-12391,2,2.39,0.326,64.7,0,Eco-Friendly (Safe)
TRIP-12392,1,1.2,0.216,51.9,2,High-Risk (Aggressive)
TRIP-12393,3,1.77,0.365,55.9,0,Eco-Friendly (Safe)
TRIP-12394,4,5.61,0.461,62.5,1,Standard Commuter
TRIP-12395,1,1.58,0.201,53.5,2,High-Risk (Aggressive)
TRIP-12396,1,2.39,0.262,70.9,0,Eco-Friendly (Safe)
TRIP-12397,1,1.12,0.172,61.0,2,High-Risk (Aggressive)
TRIP-12398,2,3.25,0.433,35.6,0,Eco-Friendly (Safe)
TRIP-12399,2,2.29,0.325,77.9,0,Eco-Friendly (Safe)
