V2G_Event_ID,Utility_Voltage_V,Power_Export_kW,Total_Harmonic_Distortion_pct,Phase_Angle_Jitter_deg,Grid_Synchronization
FORD-PRO-2669,235.3,6.29,2.25,0.03,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2670,229.1,3.39,1.8,0.1,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2671,221.1,5.69,2.07,0.53,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2672,229.4,5.3,1.83,0.45,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2673,238.9,5.06,2.44,0.52,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2674,222.5,2.47,1.55,0.37,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2675,222.1,7.75,2.6,0.2,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2676,232.0,4.97,2.55,0.57,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2677,221.0,7.02,2.42,0.21,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2678,233.4,7.81,2.56,0.58,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2679,247.7,2.42,1.44,0.25,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2680,246.0,4.45,2.94,0.24,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2681,244.2,4.47,2.01,0.86,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2682,224.1,9.01,2.8,0.84,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2683,239.8,3.27,1.5,0.53,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2684,226.4,5.85,2.66,0.98,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2685,225.6,6.76,2.43,0.86,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2686,246.6,4.95,2.4,1.01,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2687,237.8,2.79,2.25,1.07,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2688,226.3,2.43,1.95,0.52,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2689,241.5,7.34,2.96,1.25,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2690,231.5,4.35,2.05,0.47,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2691,220.8,7.06,2.34,0.16,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2692,232.9,2.95,2.12,0.47,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2693,224.0,9.31,2.94,1.19,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2694,241.4,6.67,2.11,0.41,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2695,226.1,6.9,2.52,0.52,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2696,237.3,4.57,1.66,0.46,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2697,240.6,8.02,2.89,0.37,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2698,242.9,4.37,2.45,0.79,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2699,231.9,3.75,2.21,0.05,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2700,228.5,3.45,1.89,0.22,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2701,232.9,6.19,2.3,0.09,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2702,220.6,7.68,3.29,0.36,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2703,220.3,4.41,1.68,0.24,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2704,239.1,8.67,3.07,0.0,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2705,228.1,2.86,1.87,1.01,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2706,232.2,6.08,2.19,0.19,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2707,243.3,8.47,2.55,0.2,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2708,237.2,7.06,2.15,0.02,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2709,237.3,3.28,1.91,0.6,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2710,235.6,3.67,1.99,0.28,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2711,240.3,4.33,2.66,0.45,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2712,223.2,4.93,2.44,0.22,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2713,228.6,4.15,1.85,0.42,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2714,228.0,5.48,2.38,0.33,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2715,228.6,5.92,2.02,0.55,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2716,222.7,8.77,3.03,0.8,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2717,247.5,6.25,2.34,0.2,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2718,224.3,8.17,3.34,0.43,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2719,222.0,5.44,2.57,0.16,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2720,230.7,7.93,2.61,0.46,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2721,227.9,8.6,3.1,0.53,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2722,240.3,7.37,2.69,0.28,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2723,227.3,8.3,3.04,1.07,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2724,226.7,6.98,2.11,1.33,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2725,243.2,5.72,2.55,0.25,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2726,241.1,7.74,2.62,0.44,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2727,243.9,5.72,1.49,1.2,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2728,238.1,7.79,2.63,0.36,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2729,226.1,7.56,3.05,0.21,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2730,237.8,6.94,2.54,0.17,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2731,232.5,8.53,2.89,0.36,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2732,220.6,3.52,1.57,0.02,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2733,226.7,7.76,2.79,0.01,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2734,240.8,5.25,1.74,0.28,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2735,245.7,2.48,2.12,0.62,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2736,223.6,7.13,3.27,0.43,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2737,240.7,3.89,1.38,0.77,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2738,236.3,3.85,2.3,0.05,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2739,243.8,5.31,2.15,0.14,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2740,225.0,3.02,1.74,0.47,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2741,226.7,2.97,2.12,0.65,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2742,221.8,2.71,1.32,0.32,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2743,220.1,5.89,2.01,0.04,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2744,226.4,6.42,2.28,0.58,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2745,238.1,5.34,1.93,0.4,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2746,238.3,4.91,2.21,0.92,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2747,238.5,8.83,2.96,0.04,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2748,232.8,7.22,2.61,0.22,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2749,246.7,4.73,2.29,0.11,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2750,222.6,8.84,3.25,0.02,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2751,246.7,3.39,2.12,0.39,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2752,233.9,5.92,1.85,0.11,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2753,222.6,5.22,1.81,0.58,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2754,245.9,3.59,1.92,0.7,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2755,235.2,2.56,1.71,0.03,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2756,234.9,5.23,2.55,0.11,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2757,225.5,6.76,2.17,0.22,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2758,239.0,4.72,2.77,0.58,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2759,229.0,4.79,1.67,0.44,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2760,220.5,5.38,2.44,0.11,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2761,238.7,5.5,2.22,0.28,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2762,244.8,5.35,2.29,0.05,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2763,235.0,7.91,1.61,1.61,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2764,234.1,9.11,2.57,0.09,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2765,232.2,2.81,1.19,0.15,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2766,231.4,8.22,3.07,0.93,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2767,221.1,8.35,2.42,1.57,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2768,227.2,8.91,2.44,1.08,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2769,236.0,9.46,2.87,1.37,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2770,245.0,3.6,1.56,0.06,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2771,229.3,8.14,2.48,0.17,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2772,220.3,7.8,2.9,0.67,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2773,242.3,5.3,2.44,0.41,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2774,246.2,7.11,3.08,0.37,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2775,224.8,2.46,1.69,0.32,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2776,229.5,7.74,2.63,0.19,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2777,221.1,7.47,2.45,0.05,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2778,236.6,5.56,2.31,0.56,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2779,228.8,6.71,2.44,1.61,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2780,224.2,4.59,2.37,0.09,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2781,231.3,2.95,2.23,0.38,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2782,237.6,8.25,2.72,0.19,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2783,232.2,5.4,2.41,0.99,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2784,230.4,9.57,3.5,0.09,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2785,247.4,2.83,1.34,0.44,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2786,236.6,5.22,1.73,0.25,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2787,225.4,2.41,1.5,0.44,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2788,247.5,5.68,2.1,0.05,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2789,245.4,4.66,2.26,0.99,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2790,237.2,5.06,1.72,0.24,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2791,232.7,7.19,2.86,0.95,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2792,231.2,4.64,2.3,0.46,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2793,246.6,3.65,1.52,1.08,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2794,239.8,8.29,2.87,1.19,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2795,246.8,9.38,2.68,0.33,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2796,247.7,7.33,2.54,0.71,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2797,229.9,5.1,2.25,0.89,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2798,247.7,5.02,2.24,0.96,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2799,227.3,7.03,2.2,0.08,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2800,232.1,5.21,1.87,0.03,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2801,230.4,3.2,2.1,0.58,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2802,226.2,3.13,1.87,0.04,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2803,234.8,3.73,2.06,0.71,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2804,220.2,6.63,2.39,1.03,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2805,225.8,4.35,2.32,0.45,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2806,224.7,3.35,2.22,0.05,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2807,222.3,2.91,1.88,0.09,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2808,233.5,9.52,2.23,0.28,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2809,245.7,8.6,2.09,0.11,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2810,233.2,7.11,2.95,0.2,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2811,227.6,3.89,1.9,2.19,Harmonic Filter Compensation Active
FORD-PRO-2812,244.1,3.38,1.85,0.36,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2813,221.6,7.78,2.68,0.5,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2814,239.4,5.23,2.69,0.1,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2815,234.7,2.84,1.76,0.02,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2816,225.3,3.02,1.9,0.07,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2817,232.8,9.39,3.17,0.82,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2818,238.8,8.16,3.31,0.78,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2819,238.9,3.94,1.54,0.31,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2820,221.3,4.12,1.57,0.25,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2821,221.9,8.12,2.89,0.06,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2822,239.3,5.19,2.21,0.27,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2823,225.0,5.63,2.24,0.08,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2824,222.2,5.42,1.63,0.18,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2825,222.7,6.3,1.75,0.52,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2826,221.5,4.29,1.73,0.92,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2827,242.1,5.75,2.42,0.03,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2828,241.3,5.42,2.71,0.31,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2829,233.9,7.66,2.92,0.23,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2830,227.2,9.14,2.82,0.56,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2831,226.3,8.15,2.51,0.24,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2832,243.8,9.53,2.96,0.05,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2833,224.3,5.64,2.37,0.11,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2834,245.5,4.57,1.42,0.46,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2835,231.1,4.72,1.76,0.75,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2836,243.8,5.68,2.29,1.05,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2837,237.8,6.28,2.42,0.22,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2838,233.5,7.21,2.43,0.06,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2839,228.6,4.78,2.04,0.74,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2840,242.4,2.79,1.11,0.18,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2841,231.7,8.32,3.1,0.45,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2842,244.6,4.84,2.06,0.55,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2843,220.4,5.71,3.08,0.96,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2844,224.5,3.94,2.09,1.19,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2845,227.9,5.5,1.63,0.52,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2846,235.1,5.17,2.29,1.21,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2847,237.2,4.09,1.85,0.24,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2848,224.8,7.5,2.37,0.7,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2849,221.2,7.51,2.6,0.59,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2850,220.1,8.24,3.1,0.98,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2851,244.2,9.54,3.28,0.2,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2852,244.4,4.34,2.03,0.36,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2853,231.5,4.01,1.91,0.02,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2854,235.2,8.78,2.84,0.61,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2855,241.8,4.19,2.23,0.0,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2856,228.8,4.65,2.11,0.81,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2857,243.4,5.32,1.97,0.19,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2858,236.1,8.15,2.79,0.32,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2859,229.0,3.1,1.81,0.15,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2860,225.5,6.06,2.43,0.0,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2861,242.9,6.87,2.7,0.36,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2862,224.5,3.38,1.47,0.12,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2863,228.6,8.89,2.99,1.23,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2864,243.6,3.31,1.32,0.99,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2865,238.5,5.87,2.94,0.03,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2866,236.2,4.73,2.22,0.33,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2867,247.7,6.28,2.21,0.76,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2868,245.8,3.93,1.42,0.4,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2869,224.8,4.71,2.73,0.53,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2870,247.9,6.32,2.51,0.43,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2871,225.1,9.5,3.15,1.66,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2872,228.1,5.84,2.2,0.71,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2873,242.1,5.22,1.75,0.62,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2874,234.3,5.4,1.81,2.04,Harmonic Filter Compensation Active
FORD-PRO-2875,244.3,2.98,1.59,0.12,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2876,232.2,5.51,1.9,0.79,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2877,242.0,6.11,2.67,0.03,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2878,238.3,4.56,2.24,0.16,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2879,245.4,7.64,2.49,0.07,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2880,221.2,3.32,1.71,0.46,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2881,234.5,4.41,1.77,0.07,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2882,228.0,2.43,1.48,0.06,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2883,243.0,5.17,2.09,0.74,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2884,246.6,7.24,2.33,0.34,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2885,240.9,5.1,2.03,0.12,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2886,229.2,9.47,3.74,0.27,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2887,247.8,6.09,2.63,0.56,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2888,232.9,8.84,2.62,0.69,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2889,233.6,5.59,2.21,0.19,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2890,234.6,9.12,2.83,0.73,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2891,232.3,7.37,2.56,0.18,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2892,221.5,2.61,1.94,0.19,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2893,220.8,9.29,2.88,1.3,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2894,243.4,2.59,2.14,0.35,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2895,220.4,9.58,2.91,0.42,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2896,228.7,2.55,1.28,0.97,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2897,237.1,6.66,2.18,1.48,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2898,230.8,9.16,2.73,1.9,Harmonic Filter Compensation Active
FORD-PRO-2899,244.6,2.5,1.76,0.11,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2900,238.3,5.67,2.17,1.01,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2901,235.5,5.9,2.55,0.34,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2902,221.5,8.6,2.84,0.54,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2903,228.7,3.35,1.96,0.69,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2904,230.7,7.56,2.67,0.04,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2905,238.3,3.89,2.16,0.14,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2906,222.1,7.24,2.36,0.76,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2907,236.8,6.13,2.48,0.28,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2908,221.8,3.6,1.93,0.72,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2909,221.3,4.84,2.58,0.24,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2910,229.9,5.2,2.82,0.46,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2911,230.8,6.18,2.71,0.06,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2912,245.8,9.11,2.71,2.83,Harmonic Filter Compensation Active
FORD-PRO-2913,244.7,8.3,2.53,0.51,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2914,244.0,7.85,2.6,0.0,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2915,246.6,4.22,2.27,0.37,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2916,243.1,2.99,1.93,0.77,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2917,225.9,7.68,2.5,1.0,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2918,245.4,7.49,2.54,0.19,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2919,223.3,2.57,2.15,0.03,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2920,243.5,7.01,2.16,0.61,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2921,228.8,7.77,2.23,0.11,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2922,231.5,9.18,2.79,0.62,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2923,223.9,7.68,2.17,1.13,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2924,245.5,7.32,2.24,0.26,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2925,225.5,5.43,2.22,0.46,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2926,233.0,2.73,1.87,0.22,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2927,220.9,8.42,2.77,0.5,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2928,239.3,2.55,2.33,0.1,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2929,224.0,5.77,2.46,0.54,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2930,232.1,3.87,2.23,0.07,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2931,243.8,2.43,1.96,0.21,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2932,246.1,7.62,2.64,0.24,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2933,240.9,3.66,1.2,0.09,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2934,224.4,7.62,2.39,0.21,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2935,238.3,3.4,1.95,0.18,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2936,246.5,3.03,2.1,0.45,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2937,240.8,2.65,1.91,0.02,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2938,237.9,9.1,3.41,0.13,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2939,234.9,3.07,1.52,0.89,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2940,235.6,4.87,2.11,0.22,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2941,231.3,5.98,2.5,0.15,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2942,238.8,4.41,2.43,0.35,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2943,236.6,4.33,2.44,0.17,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2944,239.7,5.79,2.19,1.07,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2945,222.4,9.35,3.03,0.07,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2946,239.8,9.0,3.1,1.01,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2947,244.5,9.55,2.97,0.12,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2948,222.1,3.45,2.14,0.04,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2949,242.0,7.19,2.81,0.05,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2950,223.2,5.67,2.26,0.01,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2951,236.7,7.67,2.47,0.22,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2952,235.1,7.71,2.39,1.16,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2953,227.2,7.36,2.31,0.11,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2954,225.5,5.98,1.71,0.14,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2955,222.2,8.79,2.04,0.69,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2956,237.8,7.04,3.12,0.14,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2957,227.1,8.98,2.74,0.11,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2958,240.9,7.85,2.47,0.87,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2959,238.7,3.33,2.48,0.06,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2960,247.7,8.56,2.58,0.21,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2961,241.4,8.24,2.66,0.87,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2962,245.7,8.97,3.01,1.21,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2963,227.5,5.67,1.95,1.34,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2964,220.4,4.62,1.99,0.18,Clean Utility Grid Sync (<3% THD)
