Fleet_ID,Truck_Model,Cargo_Weight_kg,Wind_Resistance_Cd,Tire_Pressure_PSI,Hill_Elevation_m,Average_Speed_MPH,Fuel_Economy_MPG
TRUCK-6944,AeroTruck V6,13782,0.659,107.3,83.2,58.2,5.09
TRUCK-6945,AeroTruck V6,11736,0.539,112.4,215.8,56.6,6.99
TRUCK-6946,AeroTruck V6,3471,0.65,115.9,85.4,64.4,8.12
TRUCK-6947,TransHaul Heavy 8,15643,0.456,99.0,42.5,69.3,5.36
TRUCK-6948,AeroTruck V6,14498,0.641,111.7,88.1,57.1,5.78
TRUCK-6949,EcoVan 2500,6858,0.352,122.4,248.2,63.1,8.73
TRUCK-6950,UrbanDelivery 4x2,3186,0.413,106.3,173.5,50.3,8.97
TRUCK-6951,AeroTruck V6,17182,0.436,89.4,53.2,65.9,5.32
TRUCK-6952,AeroTruck V6,15650,0.512,108.5,89.5,66.8,5.31
TRUCK-6953,AeroTruck V6,4480,0.646,116.5,280.3,55.8,8.2
TRUCK-6954,EcoVan 2500,14411,0.405,94.1,231.5,58.8,5.91
TRUCK-6955,TransHaul Heavy 8,9136,0.391,118.7,141.2,73.0,7.8
TRUCK-6956,TransHaul Heavy 8,3023,0.526,116.3,41.6,59.2,9.45
TRUCK-6957,UrbanDelivery 4x2,8269,0.666,101.1,705.5,70.2,5.17
TRUCK-6958,EcoVan 2500,8767,0.394,94.5,568.8,62.3,6.49
TRUCK-6959,EcoVan 2500,11325,0.419,115.8,127.8,65.3,6.95
TRUCK-6960,AeroTruck V6,3543,0.505,118.1,369.3,64.3,8.97
TRUCK-6961,UrbanDelivery 4x2,5825,0.618,109.8,68.1,54.9,7.44
TRUCK-6962,AeroTruck V6,14488,0.419,110.2,95.9,63.0,6.71
TRUCK-6963,AeroTruck V6,17010,0.353,119.0,91.7,55.9,6.17
TRUCK-6964,AeroTruck V6,3010,0.5,106.0,33.3,60.7,8.86
TRUCK-6965,EcoVan 2500,14678,0.351,95.2,81.3,56.4,6.15
TRUCK-6966,TransHaul Heavy 8,14409,0.67,108.4,28.0,57.1,5.38
TRUCK-6967,TransHaul Heavy 8,11698,0.654,99.9,225.6,60.2,5.22
TRUCK-6968,TransHaul Heavy 8,13826,0.415,101.5,1859.0,68.5,4.5
TRUCK-6969,TransHaul Heavy 8,11249,0.523,108.2,78.2,61.3,6.53
TRUCK-6970,TransHaul Heavy 8,17894,0.513,110.0,1229.9,70.5,4.5
TRUCK-6971,EcoVan 2500,12189,0.631,103.6,238.7,63.0,5.69
TRUCK-6972,AeroTruck V6,10234,0.574,115.3,76.7,70.6,6.67
TRUCK-6973,TransHaul Heavy 8,9733,0.412,104.0,596.4,59.1,7.08
TRUCK-6974,EcoVan 2500,14317,0.673,99.9,60.2,57.9,4.94
TRUCK-6975,UrbanDelivery 4x2,3071,0.688,115.7,2.7,68.1,7.77
TRUCK-6976,EcoVan 2500,4321,0.398,102.9,314.7,60.4,8.5
TRUCK-6977,TransHaul Heavy 8,5920,0.366,86.9,30.2,73.9,6.76
TRUCK-6978,EcoVan 2500,17910,0.518,99.5,228.3,62.3,4.76
TRUCK-6979,UrbanDelivery 4x2,6606,0.402,105.0,325.7,61.1,7.87
TRUCK-6980,UrbanDelivery 4x2,17953,0.41,103.1,368.5,50.2,5.48
TRUCK-6981,TransHaul Heavy 8,13806,0.389,112.1,619.7,63.6,6.26
TRUCK-6982,AeroTruck V6,17630,0.571,106.6,1535.9,53.5,4.5
TRUCK-6983,AeroTruck V6,3234,0.429,110.5,375.6,66.4,8.28
TRUCK-6984,AeroTruck V6,16329,0.601,110.8,960.1,68.7,4.77
TRUCK-6985,EcoVan 2500,13075,0.62,104.6,73.2,53.9,5.8
TRUCK-6986,AeroTruck V6,12219,0.533,104.4,594.1,69.2,5.04
TRUCK-6987,TransHaul Heavy 8,2040,0.654,95.1,298.2,70.3,6.06
TRUCK-6988,EcoVan 2500,12211,0.466,109.1,307.6,65.0,5.82
TRUCK-6989,AeroTruck V6,15178,0.495,106.4,41.9,63.5,6.09
TRUCK-6990,AeroTruck V6,8316,0.542,105.0,312.1,58.9,7.62
TRUCK-6991,AeroTruck V6,11763,0.446,108.8,247.6,59.3,7.34
TRUCK-6992,TransHaul Heavy 8,15196,0.57,105.2,55.3,71.7,4.53
TRUCK-6993,UrbanDelivery 4x2,14029,0.544,97.4,20.8,54.8,6.12
TRUCK-6994,TransHaul Heavy 8,15550,0.403,94.5,485.9,63.8,5.42
TRUCK-6995,EcoVan 2500,11418,0.597,99.5,124.7,71.9,4.79
TRUCK-6996,AeroTruck V6,16198,0.449,93.2,1801.5,63.0,4.5
TRUCK-6997,UrbanDelivery 4x2,12825,0.45,103.4,390.3,55.3,6.35
TRUCK-6998,TransHaul Heavy 8,11918,0.408,109.3,60.9,63.8,7.17
TRUCK-6999,TransHaul Heavy 8,14483,0.471,112.0,190.6,68.2,5.87
TRUCK-7000,UrbanDelivery 4x2,2252,0.421,104.5,1225.2,61.2,7.74
TRUCK-7001,EcoVan 2500,17646,0.599,112.8,480.6,60.1,4.81
TRUCK-7002,EcoVan 2500,16991,0.536,100.9,516.2,51.1,5.04
TRUCK-7003,UrbanDelivery 4x2,2464,0.584,110.2,560.5,58.6,7.98
TRUCK-7004,EcoVan 2500,3074,0.681,103.3,67.0,63.3,7.43
TRUCK-7005,TransHaul Heavy 8,8452,0.438,96.5,42.8,66.4,6.53
TRUCK-7006,TransHaul Heavy 8,3576,0.611,95.1,486.7,64.4,6.6
TRUCK-7007,EcoVan 2500,2522,0.443,109.9,629.9,59.8,8.4
TRUCK-7008,EcoVan 2500,2499,0.578,114.9,400.5,61.0,8.72
TRUCK-7009,EcoVan 2500,3722,0.56,98.9,104.9,56.1,8.33
TRUCK-7010,TransHaul Heavy 8,11308,0.626,96.5,227.5,58.7,5.89
TRUCK-7011,UrbanDelivery 4x2,2011,0.588,105.2,109.1,58.4,8.02
TRUCK-7012,EcoVan 2500,10080,0.526,109.2,72.9,50.1,6.8
TRUCK-7013,TransHaul Heavy 8,14137,0.718,110.4,126.6,66.0,5.13
TRUCK-7014,UrbanDelivery 4x2,14481,0.657,107.4,586.2,49.5,4.59
TRUCK-7015,UrbanDelivery 4x2,17271,0.396,99.6,326.1,73.7,4.86
TRUCK-7016,UrbanDelivery 4x2,12757,0.353,112.8,35.1,61.3,8.03
TRUCK-7017,UrbanDelivery 4x2,11244,0.597,95.7,551.0,62.0,5.56
TRUCK-7018,AeroTruck V6,9046,0.647,108.8,149.1,66.9,6.29
TRUCK-7019,TransHaul Heavy 8,10782,0.44,117.2,955.5,65.6,7.16
TRUCK-7020,UrbanDelivery 4x2,2789,0.649,104.4,987.0,58.3,7.35
TRUCK-7021,TransHaul Heavy 8,3314,0.614,130.4,192.9,50.6,9.09
TRUCK-7022,TransHaul Heavy 8,15646,0.553,103.6,237.9,53.6,4.5
TRUCK-7023,AeroTruck V6,10995,0.48,101.4,296.8,63.4,6.38
TRUCK-7024,UrbanDelivery 4x2,11461,0.692,103.8,43.3,54.3,5.48
TRUCK-7025,EcoVan 2500,8099,0.711,108.4,307.0,49.8,6.11
TRUCK-7026,TransHaul Heavy 8,4670,0.7,103.9,686.4,64.2,6.94
TRUCK-7027,TransHaul Heavy 8,17868,0.538,89.7,613.5,60.6,4.5
TRUCK-7028,TransHaul Heavy 8,13479,0.681,110.6,1044.9,59.1,5.46
TRUCK-7029,AeroTruck V6,11635,0.588,112.4,1429.3,62.0,5.9
TRUCK-7030,AeroTruck V6,5486,0.667,100.4,67.5,74.2,5.47
TRUCK-7031,AeroTruck V6,2339,0.637,97.5,81.5,59.8,7.75
TRUCK-7032,EcoVan 2500,4614,0.624,104.4,118.7,64.7,6.96
TRUCK-7033,UrbanDelivery 4x2,15759,0.39,116.1,182.5,55.9,6.33
TRUCK-7034,UrbanDelivery 4x2,14820,0.461,96.2,60.0,48.2,5.78
TRUCK-7035,TransHaul Heavy 8,9651,0.428,107.8,299.9,64.7,7.16
TRUCK-7036,TransHaul Heavy 8,16671,0.508,104.6,49.2,60.3,5.1
TRUCK-7037,EcoVan 2500,12900,0.497,105.1,1136.4,47.8,4.93
TRUCK-7038,TransHaul Heavy 8,13761,0.671,101.3,237.9,62.3,5.0
TRUCK-7039,TransHaul Heavy 8,3851,0.369,112.3,296.1,49.1,8.86
TRUCK-7040,TransHaul Heavy 8,16298,0.451,101.3,19.9,47.7,5.48
TRUCK-7041,UrbanDelivery 4x2,12805,0.632,98.7,69.7,57.0,5.41
TRUCK-7042,UrbanDelivery 4x2,17661,0.632,108.2,269.1,63.6,4.61
TRUCK-7043,EcoVan 2500,7844,0.677,85.0,160.3,59.6,6.08
TRUCK-7044,AeroTruck V6,16898,0.37,110.6,385.0,69.0,5.84
TRUCK-7045,AeroTruck V6,13466,0.59,106.1,226.3,56.3,6.12
TRUCK-7046,TransHaul Heavy 8,16553,0.384,109.7,77.1,53.8,6.2
TRUCK-7047,AeroTruck V6,14025,0.718,102.1,76.2,75.6,4.5
TRUCK-7048,EcoVan 2500,8649,0.612,100.7,364.3,61.5,7.1
TRUCK-7049,EcoVan 2500,2200,0.718,107.6,564.1,50.8,7.38
TRUCK-7050,TransHaul Heavy 8,5436,0.398,103.1,61.3,59.8,8.63
TRUCK-7051,TransHaul Heavy 8,11814,0.637,106.5,57.9,65.2,6.02
TRUCK-7052,UrbanDelivery 4x2,11033,0.643,107.4,119.3,71.9,6.18
TRUCK-7053,UrbanDelivery 4x2,3116,0.383,104.1,695.6,52.0,8.34
TRUCK-7054,AeroTruck V6,15140,0.355,110.1,330.5,58.7,6.65
TRUCK-7055,UrbanDelivery 4x2,2754,0.53,114.7,19.3,71.1,8.29
TRUCK-7056,TransHaul Heavy 8,13128,0.414,103.7,621.2,60.5,5.68
TRUCK-7057,UrbanDelivery 4x2,8373,0.393,107.1,8.7,73.7,6.26
TRUCK-7058,EcoVan 2500,7095,0.594,111.0,861.8,60.5,7.04
TRUCK-7059,AeroTruck V6,9583,0.571,98.5,202.1,69.0,5.85
TRUCK-7060,TransHaul Heavy 8,7453,0.501,118.1,573.0,62.4,7.27
TRUCK-7061,EcoVan 2500,15319,0.72,88.9,146.6,72.2,4.5
TRUCK-7062,AeroTruck V6,17843,0.487,117.8,312.1,63.7,5.51
TRUCK-7063,UrbanDelivery 4x2,2064,0.354,99.3,168.8,59.9,9.08
TRUCK-7064,AeroTruck V6,8749,0.619,109.8,433.6,68.0,6.38
TRUCK-7065,AeroTruck V6,6025,0.401,99.8,476.7,48.0,7.3
TRUCK-7066,EcoVan 2500,6381,0.472,107.3,854.4,57.4,6.95
TRUCK-7067,EcoVan 2500,16599,0.467,112.7,738.8,59.2,5.61
TRUCK-7068,UrbanDelivery 4x2,17834,0.39,118.5,637.1,50.0,6.19
TRUCK-7069,EcoVan 2500,7477,0.563,100.3,504.4,60.1,6.5
TRUCK-7070,TransHaul Heavy 8,10451,0.588,107.9,440.3,66.1,5.83
TRUCK-7071,TransHaul Heavy 8,10012,0.655,109.0,494.3,53.6,6.62
TRUCK-7072,TransHaul Heavy 8,14821,0.531,108.6,563.3,67.9,4.84
TRUCK-7073,AeroTruck V6,15025,0.638,108.8,1215.6,73.1,4.5
TRUCK-7074,EcoVan 2500,9521,0.525,114.0,10.4,57.8,7.78
TRUCK-7075,EcoVan 2500,8462,0.646,100.3,107.5,58.9,6.5
TRUCK-7076,UrbanDelivery 4x2,11446,0.554,91.1,279.5,55.0,5.66
TRUCK-7077,UrbanDelivery 4x2,10188,0.415,94.6,111.8,64.5,5.86
TRUCK-7078,EcoVan 2500,11149,0.412,105.0,6.6,62.3,7.45
TRUCK-7079,AeroTruck V6,9271,0.638,111.6,168.9,58.3,6.26
TRUCK-7080,AeroTruck V6,7115,0.465,109.3,42.3,51.8,8.08
TRUCK-7081,AeroTruck V6,8193,0.381,107.2,32.5,49.0,7.66
TRUCK-7082,EcoVan 2500,6994,0.499,116.0,658.9,66.5,6.39
TRUCK-7083,EcoVan 2500,16487,0.691,102.7,276.1,62.7,4.5
TRUCK-7084,TransHaul Heavy 8,9737,0.693,105.2,223.4,54.6,6.98
TRUCK-7085,AeroTruck V6,17307,0.355,117.0,807.4,64.7,5.82
TRUCK-7086,AeroTruck V6,17199,0.557,100.3,133.5,62.7,5.1
TRUCK-7087,AeroTruck V6,8249,0.714,107.5,33.0,56.6,6.42
TRUCK-7088,EcoVan 2500,11174,0.571,107.7,91.5,63.0,6.26
TRUCK-7089,TransHaul Heavy 8,9434,0.357,100.0,533.8,56.8,7.48
TRUCK-7090,UrbanDelivery 4x2,8020,0.683,111.0,171.1,56.2,7.08
TRUCK-7091,TransHaul Heavy 8,4228,0.364,104.5,1724.7,61.6,7.42
TRUCK-7092,UrbanDelivery 4x2,13534,0.509,112.7,130.8,66.1,6.14
TRUCK-7093,UrbanDelivery 4x2,6230,0.358,108.1,184.3,68.4,7.01
TRUCK-7094,EcoVan 2500,8493,0.669,107.0,179.4,67.1,6.38
TRUCK-7095,AeroTruck V6,11307,0.65,108.8,551.9,67.1,5.93
TRUCK-7096,UrbanDelivery 4x2,4442,0.695,102.1,282.2,60.4,6.87
TRUCK-7097,TransHaul Heavy 8,11006,0.501,102.9,173.1,57.9,6.04
TRUCK-7098,TransHaul Heavy 8,6004,0.634,117.1,67.5,52.7,8.01
TRUCK-7099,UrbanDelivery 4x2,8480,0.599,103.9,349.2,68.0,6.58
TRUCK-7100,EcoVan 2500,14652,0.578,105.8,585.6,65.5,4.93
TRUCK-7101,AeroTruck V6,4470,0.452,111.1,102.5,60.2,8.39
TRUCK-7102,TransHaul Heavy 8,4989,0.669,93.0,93.1,61.0,7.27
TRUCK-7103,TransHaul Heavy 8,6904,0.408,100.0,124.8,62.7,7.27
TRUCK-7104,UrbanDelivery 4x2,8710,0.715,115.7,323.4,52.4,6.89
TRUCK-7105,TransHaul Heavy 8,13061,0.458,99.3,30.8,64.6,5.62
TRUCK-7106,AeroTruck V6,2356,0.544,117.6,533.2,56.6,9.02
TRUCK-7107,EcoVan 2500,12389,0.692,110.0,87.8,62.1,5.77
TRUCK-7108,AeroTruck V6,12599,0.387,95.2,1581.0,66.3,4.61
TRUCK-7109,UrbanDelivery 4x2,12801,0.538,102.5,244.8,60.7,6.71
TRUCK-7110,UrbanDelivery 4x2,11954,0.418,115.2,16.1,61.3,7.24
TRUCK-7111,AeroTruck V6,5420,0.713,108.2,291.2,55.9,7.41
TRUCK-7112,UrbanDelivery 4x2,15378,0.368,121.4,222.5,57.5,6.9
TRUCK-7113,EcoVan 2500,12652,0.502,98.7,157.9,61.6,5.2
TRUCK-7114,UrbanDelivery 4x2,9023,0.46,98.6,212.4,63.2,6.63
TRUCK-7115,UrbanDelivery 4x2,12784,0.699,98.8,294.5,60.1,5.49
TRUCK-7116,UrbanDelivery 4x2,12585,0.517,94.6,733.8,75.4,4.77
TRUCK-7117,EcoVan 2500,16379,0.448,107.2,72.8,51.3,6.18
TRUCK-7118,EcoVan 2500,17596,0.678,111.5,647.4,75.6,4.5
TRUCK-7119,EcoVan 2500,17991,0.701,108.1,273.6,55.8,4.5
TRUCK-7120,UrbanDelivery 4x2,7652,0.618,107.9,189.1,75.1,5.73
TRUCK-7121,TransHaul Heavy 8,17754,0.468,105.2,548.1,59.4,5.55
TRUCK-7122,AeroTruck V6,13973,0.563,86.3,30.4,57.0,4.84
TRUCK-7123,TransHaul Heavy 8,5749,0.7,114.4,164.6,56.6,7.39
TRUCK-7124,TransHaul Heavy 8,7269,0.48,101.5,52.4,73.6,6.91
TRUCK-7125,TransHaul Heavy 8,6013,0.572,114.9,14.8,65.2,8.15
TRUCK-7126,UrbanDelivery 4x2,13580,0.522,101.4,97.6,74.4,4.67
TRUCK-7127,AeroTruck V6,9239,0.477,103.9,267.2,67.1,6.27
TRUCK-7128,AeroTruck V6,11802,0.565,102.0,307.0,48.2,6.38
TRUCK-7129,EcoVan 2500,17392,0.681,95.5,551.4,64.9,4.5
TRUCK-7130,EcoVan 2500,12167,0.653,116.0,160.8,54.9,6.09
TRUCK-7131,AeroTruck V6,4257,0.396,122.7,684.7,63.0,8.45
TRUCK-7132,UrbanDelivery 4x2,2557,0.684,114.4,329.6,42.1,8.04
TRUCK-7133,EcoVan 2500,13821,0.467,91.0,739.1,71.7,4.5
TRUCK-7134,TransHaul Heavy 8,15489,0.523,104.5,438.0,64.7,5.11
TRUCK-7135,EcoVan 2500,3566,0.427,78.4,461.2,49.1,7.67
TRUCK-7136,UrbanDelivery 4x2,9305,0.687,107.8,170.4,46.3,6.6
TRUCK-7137,UrbanDelivery 4x2,7335,0.501,106.8,362.5,60.5,7.52
TRUCK-7138,AeroTruck V6,16155,0.582,120.3,272.7,61.3,5.76
TRUCK-7139,AeroTruck V6,12814,0.646,118.1,123.9,50.6,6.73
TRUCK-7140,UrbanDelivery 4x2,17129,0.456,104.8,108.1,59.0,5.69
TRUCK-7141,TransHaul Heavy 8,10963,0.673,106.3,488.5,64.8,5.25
TRUCK-7142,TransHaul Heavy 8,11724,0.574,114.0,74.2,58.0,6.29
TRUCK-7143,TransHaul Heavy 8,4473,0.561,109.3,195.4,67.5,7.98
TRUCK-7144,AeroTruck V6,11033,0.535,118.0,339.7,72.2,7.06
TRUCK-7145,UrbanDelivery 4x2,7955,0.368,109.2,66.7,52.4,8.18
TRUCK-7146,TransHaul Heavy 8,7900,0.425,99.0,79.4,67.4,6.15
TRUCK-7147,EcoVan 2500,17257,0.51,99.4,235.7,71.5,4.5
TRUCK-7148,TransHaul Heavy 8,5985,0.606,110.7,720.2,65.3,7.43
TRUCK-7149,TransHaul Heavy 8,13558,0.487,123.0,565.7,59.1,6.4
TRUCK-7150,TransHaul Heavy 8,10898,0.492,114.6,90.8,60.8,6.69
TRUCK-7151,TransHaul Heavy 8,6386,0.38,98.6,574.8,60.8,7.98
TRUCK-7152,UrbanDelivery 4x2,8382,0.679,105.0,616.6,64.2,5.84
TRUCK-7153,TransHaul Heavy 8,11053,0.49,122.8,308.1,72.9,6.62
TRUCK-7154,UrbanDelivery 4x2,9411,0.422,105.9,546.3,66.9,7.16
TRUCK-7155,UrbanDelivery 4x2,4386,0.654,96.0,364.9,67.8,6.38
TRUCK-7156,AeroTruck V6,11846,0.528,111.1,253.7,47.1,6.22
TRUCK-7157,UrbanDelivery 4x2,10611,0.603,112.3,922.0,64.0,5.73
TRUCK-7158,EcoVan 2500,14573,0.406,101.8,233.5,64.5,5.31
TRUCK-7159,UrbanDelivery 4x2,7222,0.705,111.7,439.2,62.8,7.06
TRUCK-7160,UrbanDelivery 4x2,13490,0.625,120.0,150.4,58.3,6.45
TRUCK-7161,UrbanDelivery 4x2,10560,0.437,113.3,57.6,64.1,6.44
TRUCK-7162,UrbanDelivery 4x2,12922,0.612,120.2,304.1,66.6,6.25
TRUCK-7163,UrbanDelivery 4x2,6060,0.527,119.5,134.9,60.3,8.46
TRUCK-7164,EcoVan 2500,8482,0.585,106.7,272.2,56.2,6.54
TRUCK-7165,AeroTruck V6,4863,0.671,113.4,283.9,45.5,7.38
TRUCK-7166,AeroTruck V6,3976,0.452,95.1,254.0,56.3,8.52
TRUCK-7167,UrbanDelivery 4x2,9820,0.423,110.3,17.9,69.3,6.85
TRUCK-7168,EcoVan 2500,12870,0.392,98.6,235.2,57.6,6.18
TRUCK-7169,AeroTruck V6,11140,0.486,96.8,27.0,62.6,6.41
TRUCK-7170,AeroTruck V6,10759,0.388,116.8,269.6,57.7,7.98
TRUCK-7171,UrbanDelivery 4x2,13784,0.569,112.5,21.5,66.1,6.09
TRUCK-7172,TransHaul Heavy 8,3685,0.713,107.1,107.0,62.2,7.29
TRUCK-7173,EcoVan 2500,17947,0.621,105.4,114.8,67.2,4.6
TRUCK-7174,AeroTruck V6,17326,0.388,100.1,562.0,67.2,4.6
TRUCK-7175,UrbanDelivery 4x2,13225,0.641,99.0,381.8,65.3,4.53
TRUCK-7176,AeroTruck V6,13669,0.677,106.2,370.3,64.6,4.92
TRUCK-7177,TransHaul Heavy 8,12948,0.572,97.1,16.4,52.5,6.24
TRUCK-7178,UrbanDelivery 4x2,6066,0.471,103.6,418.4,48.4,7.22
TRUCK-7179,UrbanDelivery 4x2,16999,0.568,103.9,212.8,62.9,4.5
TRUCK-7180,EcoVan 2500,13115,0.359,121.4,303.5,65.4,7.22
TRUCK-7181,UrbanDelivery 4x2,6417,0.56,99.1,212.2,59.5,6.59
TRUCK-7182,EcoVan 2500,11925,0.578,97.8,277.0,65.7,5.63
TRUCK-7183,UrbanDelivery 4x2,4940,0.613,101.5,795.3,65.7,6.44
TRUCK-7184,UrbanDelivery 4x2,3523,0.495,89.0,69.7,56.2,8.15
TRUCK-7185,TransHaul Heavy 8,6875,0.656,99.5,28.7,56.8,6.83
TRUCK-7186,AeroTruck V6,6311,0.709,105.7,8.7,64.1,6.27
TRUCK-7187,UrbanDelivery 4x2,9771,0.525,103.3,366.5,65.8,6.85
TRUCK-7188,AeroTruck V6,9294,0.594,102.4,692.1,63.9,6.2
TRUCK-7189,EcoVan 2500,10105,0.545,115.3,258.2,61.8,6.91
TRUCK-7190,UrbanDelivery 4x2,3679,0.431,105.6,584.9,65.2,7.5
TRUCK-7191,TransHaul Heavy 8,12311,0.565,104.8,1001.2,68.6,4.71
TRUCK-7192,UrbanDelivery 4x2,13374,0.364,109.8,557.0,56.9,6.95
TRUCK-7193,TransHaul Heavy 8,6314,0.693,115.2,234.1,55.4,7.5
TRUCK-7194,AeroTruck V6,10177,0.626,103.9,311.2,56.6,6.27
TRUCK-7195,TransHaul Heavy 8,7402,0.551,91.2,349.3,69.7,5.39
TRUCK-7196,UrbanDelivery 4x2,6653,0.585,117.1,348.1,58.8,7.82
TRUCK-7197,AeroTruck V6,5991,0.713,102.0,119.9,71.0,6.37
TRUCK-7198,TransHaul Heavy 8,7501,0.494,98.7,82.3,75.3,5.14
TRUCK-7199,EcoVan 2500,17518,0.661,89.1,3.8,52.5,4.5
TRUCK-7200,EcoVan 2500,13526,0.674,110.9,423.7,61.1,5.67
TRUCK-7201,EcoVan 2500,6246,0.358,101.5,280.3,62.4,8.76
TRUCK-7202,EcoVan 2500,6642,0.436,105.3,116.4,75.4,6.78
TRUCK-7203,UrbanDelivery 4x2,3116,0.496,109.7,11.6,68.8,8.4
TRUCK-7204,UrbanDelivery 4x2,16685,0.469,110.2,867.4,57.4,5.68
TRUCK-7205,UrbanDelivery 4x2,11795,0.405,97.4,143.0,63.9,6.2
TRUCK-7206,AeroTruck V6,8810,0.693,99.9,151.1,67.4,5.8
TRUCK-7207,EcoVan 2500,14554,0.606,99.4,248.6,64.9,5.14
TRUCK-7208,EcoVan 2500,8102,0.512,103.5,61.5,61.8,6.84
TRUCK-7209,AeroTruck V6,5015,0.615,112.5,444.7,57.8,7.97
TRUCK-7210,TransHaul Heavy 8,3463,0.589,108.0,156.0,68.2,7.19
TRUCK-7211,EcoVan 2500,7310,0.631,105.4,1383.3,64.3,5.43
TRUCK-7212,UrbanDelivery 4x2,5247,0.354,105.4,249.4,57.8,8.65
TRUCK-7213,TransHaul Heavy 8,6301,0.603,107.1,180.4,71.9,7.47
TRUCK-7214,EcoVan 2500,13740,0.573,108.4,180.0,58.3,5.77
TRUCK-7215,AeroTruck V6,11538,0.409,106.7,357.8,56.5,7.34
TRUCK-7216,TransHaul Heavy 8,14203,0.565,92.2,61.7,62.2,4.7
TRUCK-7217,AeroTruck V6,9381,0.389,108.4,91.2,76.0,6.2
TRUCK-7218,EcoVan 2500,17161,0.428,105.5,718.5,63.1,5.36
TRUCK-7219,UrbanDelivery 4x2,15226,0.672,114.7,78.1,62.8,5.39
TRUCK-7220,TransHaul Heavy 8,8258,0.479,101.4,66.3,65.5,6.21
TRUCK-7221,EcoVan 2500,7751,0.369,104.7,167.4,58.4,7.57
TRUCK-7222,AeroTruck V6,4942,0.717,108.7,134.1,62.3,7.04
TRUCK-7223,UrbanDelivery 4x2,7238,0.575,105.4,438.2,73.9,5.66
TRUCK-7224,EcoVan 2500,5036,0.368,116.9,809.5,58.7,8.76
TRUCK-7225,UrbanDelivery 4x2,6511,0.53,98.9,486.1,60.1,7.1
TRUCK-7226,TransHaul Heavy 8,10764,0.62,109.4,78.8,69.2,6.12
TRUCK-7227,TransHaul Heavy 8,13546,0.402,93.5,725.3,65.1,5.49
TRUCK-7228,UrbanDelivery 4x2,9509,0.67,98.5,358.0,67.7,5.04
TRUCK-7229,UrbanDelivery 4x2,3666,0.663,105.5,60.4,67.9,7.63
TRUCK-7230,AeroTruck V6,3894,0.565,106.6,217.2,57.8,8.13
TRUCK-7231,UrbanDelivery 4x2,9305,0.488,104.3,123.3,58.6,7.34
TRUCK-7232,TransHaul Heavy 8,8156,0.646,110.9,417.7,57.1,7.26
TRUCK-7233,UrbanDelivery 4x2,7557,0.619,91.9,12.6,64.9,6.7
TRUCK-7234,AeroTruck V6,13422,0.506,110.4,691.1,71.9,4.93
TRUCK-7235,UrbanDelivery 4x2,14369,0.512,101.2,540.8,65.3,5.54
TRUCK-7236,UrbanDelivery 4x2,12265,0.617,103.4,338.2,68.5,5.73
TRUCK-7237,AeroTruck V6,12937,0.716,102.6,1905.1,66.7,4.5
TRUCK-7238,TransHaul Heavy 8,11466,0.433,90.2,148.9,55.8,5.83
TRUCK-7239,UrbanDelivery 4x2,10545,0.602,96.9,158.4,58.9,6.17
TRUCK-7240,TransHaul Heavy 8,2048,0.386,97.2,18.7,68.8,8.72
TRUCK-7241,AeroTruck V6,3252,0.665,103.7,22.1,50.8,8.09
TRUCK-7242,AeroTruck V6,4127,0.663,105.5,24.6,62.5,7.77
TRUCK-7243,TransHaul Heavy 8,8098,0.567,99.5,84.2,68.7,6.39
TRUCK-7244,TransHaul Heavy 8,17466,0.618,102.3,370.6,57.7,4.5
TRUCK-7245,AeroTruck V6,16616,0.424,104.9,203.4,62.2,5.61
TRUCK-7246,EcoVan 2500,10271,0.401,104.4,93.8,67.6,6.54
TRUCK-7247,TransHaul Heavy 8,14103,0.546,106.2,20.0,62.7,6.47
TRUCK-7248,AeroTruck V6,3594,0.669,90.3,2.3,65.1,6.96
TRUCK-7249,UrbanDelivery 4x2,6932,0.65,98.2,414.3,58.1,7.25
TRUCK-7250,EcoVan 2500,6651,0.626,108.1,381.3,58.5,7.38
TRUCK-7251,UrbanDelivery 4x2,17630,0.359,86.2,133.9,49.6,4.93
TRUCK-7252,UrbanDelivery 4x2,14234,0.371,96.6,545.3,58.7,6.51
TRUCK-7253,EcoVan 2500,8953,0.481,106.4,26.2,58.2,8.21
TRUCK-7254,EcoVan 2500,2971,0.705,108.0,203.0,62.7,7.59
TRUCK-7255,TransHaul Heavy 8,17969,0.683,115.0,386.9,75.1,4.5
TRUCK-7256,UrbanDelivery 4x2,15609,0.557,112.1,288.2,65.6,5.06
TRUCK-7257,EcoVan 2500,15820,0.458,109.4,35.2,54.1,6.75
TRUCK-7258,AeroTruck V6,5632,0.699,97.2,168.7,62.9,6.46
TRUCK-7259,AeroTruck V6,4004,0.477,110.9,25.6,69.8,8.6
TRUCK-7260,AeroTruck V6,10170,0.416,100.8,56.5,58.7,7.08
TRUCK-7261,EcoVan 2500,6079,0.35,99.8,546.7,60.3,7.8
TRUCK-7262,UrbanDelivery 4x2,8096,0.659,114.6,21.6,65.9,7.29
TRUCK-7263,UrbanDelivery 4x2,9526,0.508,111.0,766.8,53.3,7.28
TRUCK-7264,AeroTruck V6,16144,0.465,113.0,81.1,70.2,6.08
TRUCK-7265,UrbanDelivery 4x2,14090,0.52,101.9,32.2,74.5,5.3
TRUCK-7266,TransHaul Heavy 8,7691,0.719,103.3,692.9,63.0,5.7
TRUCK-7267,TransHaul Heavy 8,4683,0.49,121.1,49.9,57.8,9.4
