Chassis_Telemetry_ID,Lateral_Acceleration_G,Hydraulic_Circuit_Pressure_Bar,Vehicle_Body_Roll_deg,Straightaway_Compliance_pct,PCC_Active_State
MCLAREN-750S-2582,0.57,47.8,1.56,85.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2583,0.6,56.0,1.61,85.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2584,0.69,61.2,1.49,83.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2585,0.84,62.5,1.45,76.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2586,1.08,76.6,0.89,72.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2587,1.34,83.8,0.76,69.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2588,0.15,34.7,2.06,92.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2589,0.63,53.6,1.58,87.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2590,0.48,43.6,1.85,91.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2591,0.2,39.6,2.0,94.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2592,0.76,63.7,1.45,84.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2593,0.76,63.3,1.45,83.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2594,0.4,41.3,1.86,92.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2595,0.96,73.6,1.1,81.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2596,1.26,85.7,0.91,72.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2597,1.14,79.5,1.08,73.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2598,1.32,86.8,0.92,70.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2599,0.59,55.4,1.56,88.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2600,0.2,36.1,2.08,93.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2601,1.19,77.7,0.95,76.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2602,0.7,60.5,1.37,84.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2603,0.87,66.7,1.33,78.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2604,0.77,61.3,1.43,80.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2605,1.45,95.1,0.75,70.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2606,0.5,47.7,1.65,87.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2607,0.68,55.7,1.52,79.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2608,1.25,86.8,0.83,71.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2609,0.63,53.1,1.5,84.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2610,0.74,60.5,1.56,83.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2611,0.13,33.9,2.15,93.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2612,0.4,43.3,1.91,86.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2613,0.84,70.4,1.14,83.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2614,0.53,50.2,1.57,84.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2615,0.97,70.3,1.34,80.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2616,0.36,42.7,1.8,89.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2617,0.12,31.0,2.04,94.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2618,0.21,38.9,2.05,92.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2619,0.28,41.3,1.89,92.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2620,0.81,61.7,1.46,80.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2621,0.69,65.2,1.27,83.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2622,0.73,59.1,1.45,86.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2623,0.78,67.0,1.43,82.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2624,1.1,78.4,0.96,75.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2625,0.83,64.0,1.34,81.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2626,1.42,94.9,0.57,71.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2627,1.0,77.8,0.99,80.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2628,0.94,61.0,1.31,78.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2629,0.16,28.8,2.31,93.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2630,0.18,37.9,2.1,93.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2631,1.27,82.4,0.85,73.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2632,1.03,77.7,0.98,74.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2633,0.73,57.3,1.64,83.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2634,1.17,83.6,0.88,74.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2635,0.95,72.7,1.2,81.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2636,0.14,25.4,2.23,93.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2637,0.92,68.7,1.18,82.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2638,1.38,90.1,0.82,72.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2639,0.42,47.3,1.64,92.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2640,0.59,51.3,1.63,84.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2641,0.41,43.5,1.84,89.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2642,1.25,87.7,0.67,74.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2643,0.89,68.5,1.25,81.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2644,0.83,64.7,1.49,81.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2645,0.73,63.2,1.46,83.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2646,0.99,71.1,1.28,78.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2647,1.13,80.4,1.19,77.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2648,1.32,86.8,0.91,74.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2649,0.7,58.8,1.56,85.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2650,0.72,60.8,1.65,83.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2651,0.41,46.5,1.82,89.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2652,0.23,37.7,2.0,93.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2653,1.2,78.6,0.76,73.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2654,0.43,48.5,1.81,88.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2655,1.48,104.0,0.68,69.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2656,1.43,91.3,0.73,74.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2657,1.37,91.7,0.86,70.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2658,0.73,60.3,1.51,81.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2659,0.47,47.4,1.81,89.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2660,0.8,59.5,1.49,78.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2661,1.0,75.8,1.14,80.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2662,0.78,62.3,1.39,82.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2663,1.28,79.5,1.02,71.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2664,0.9,63.1,1.34,80.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2665,1.41,95.8,0.63,73.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2666,1.31,91.1,0.8,76.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2667,0.61,50.3,1.77,84.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2668,1.36,92.4,0.63,74.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2669,0.55,51.0,1.72,89.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2670,1.47,93.4,0.81,69.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2671,1.15,76.0,1.19,76.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2672,1.0,75.6,0.95,76.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2673,1.21,83.6,1.04,75.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2674,1.16,78.0,1.19,73.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2675,1.49,102.3,0.74,70.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2676,0.44,47.3,1.8,89.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2677,1.32,91.4,1.05,73.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2678,0.47,47.5,1.61,84.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2679,0.86,66.6,1.49,83.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2680,1.0,71.0,1.29,78.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2681,0.83,64.7,1.5,81.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2682,1.35,88.7,0.78,68.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2683,1.03,71.5,1.27,76.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2684,1.14,77.4,1.09,73.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2685,0.39,46.4,1.87,86.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2686,1.13,74.1,1.18,76.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2687,0.59,53.9,1.88,83.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2688,1.02,73.0,1.12,75.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2689,0.9,72.2,1.32,80.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2690,0.72,60.1,1.49,81.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2691,1.09,77.4,1.13,76.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2692,0.56,54.8,1.4,83.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2693,0.54,49.8,1.62,90.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2694,0.27,31.7,1.99,89.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2695,0.28,37.9,2.05,90.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2696,0.48,50.7,1.79,87.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2697,0.17,31.3,2.12,97.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2698,0.12,28.2,2.24,92.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2699,1.34,86.4,0.94,72.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2700,1.23,89.5,0.87,73.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2701,1.45,95.3,0.69,67.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2702,1.34,83.2,0.98,74.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2703,0.26,37.6,1.96,91.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2704,0.14,27.2,2.23,92.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2705,0.94,70.5,1.16,79.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2706,0.2,37.1,1.84,92.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2707,0.99,72.9,1.41,80.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2708,0.87,71.6,1.3,79.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2709,0.2,36.6,1.86,93.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2710,0.9,68.7,1.24,79.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2711,0.84,64.7,1.39,81.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2712,0.12,26.3,2.31,89.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2713,0.26,41.7,1.88,90.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2714,1.38,88.2,0.92,69.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2715,0.74,59.0,1.51,80.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2716,0.56,56.9,1.65,86.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2717,1.21,84.3,0.99,74.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2718,0.46,50.3,1.61,85.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2719,1.06,73.0,0.99,76.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2720,0.55,47.6,1.72,87.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2721,0.96,77.2,1.24,80.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2722,0.52,48.2,1.81,88.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2723,1.08,77.1,0.95,78.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2724,1.14,78.3,1.18,73.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2725,0.8,63.0,1.3,80.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2726,1.19,80.3,0.91,75.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2727,1.21,79.8,1.25,73.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2728,1.13,76.1,1.09,74.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2729,0.61,57.6,1.51,84.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2730,0.3,37.6,1.9,87.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2731,0.45,45.6,1.86,86.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2732,0.81,65.2,1.29,81.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2733,0.32,41.2,1.77,91.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2734,1.39,86.6,0.68,71.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2735,1.27,84.3,0.89,74.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2736,0.19,32.1,2.1,95.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2737,0.49,52.6,1.53,87.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2738,1.21,79.6,1.19,73.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2739,0.71,55.9,1.48,81.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2740,1.24,85.2,0.97,74.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2741,0.57,55.4,1.62,84.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2742,0.89,65.4,1.32,77.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2743,0.74,59.3,1.42,84.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2744,1.43,95.5,0.54,72.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2745,1.37,87.3,0.82,71.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2746,1.34,91.4,0.85,70.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2747,0.21,35.5,2.08,90.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2748,1.43,90.8,0.77,72.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2749,1.12,74.5,1.24,77.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2750,0.29,40.0,2.05,90.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2751,1.38,90.9,0.72,70.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2752,0.88,66.0,1.38,78.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2753,0.22,41.2,1.86,93.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2754,0.57,49.5,1.8,86.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2755,0.15,34.0,1.94,88.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2756,1.2,80.5,1.11,73.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2757,1.47,97.2,0.55,66.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2758,0.25,36.4,2.01,91.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2759,0.25,39.3,1.84,86.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2760,1.1,77.6,1.22,74.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2761,0.85,62.4,1.39,79.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2762,0.54,45.4,1.77,90.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2763,1.26,87.6,0.83,69.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2764,0.11,26.3,2.23,93.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2765,1.21,85.9,0.99,73.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2766,0.73,59.6,1.48,83.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2767,1.24,84.3,0.97,74.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2768,0.45,45.2,1.91,87.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2769,0.85,70.4,1.24,76.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2770,0.29,41.6,1.96,91.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2771,1.31,88.3,0.75,71.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2772,0.8,62.7,1.52,82.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2773,0.63,55.7,1.72,84.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2774,0.24,38.7,1.98,95.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2775,0.49,48.4,1.66,88.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2776,0.43,42.3,1.75,85.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2777,0.43,49.2,1.8,87.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2778,1.02,78.4,1.12,80.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2779,1.2,83.2,1.15,72.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2780,0.11,34.5,1.95,90.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2781,0.66,58.3,1.46,83.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2782,1.03,76.6,1.16,77.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2783,0.94,73.0,1.36,82.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2784,0.59,48.3,1.63,85.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2785,0.32,41.5,1.94,90.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2786,0.25,33.9,2.03,89.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2787,1.12,75.8,1.13,77.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2788,1.29,86.4,0.87,74.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2789,0.62,58.2,1.61,84.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2790,1.18,80.4,0.94,75.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2791,0.14,34.8,1.96,92.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2792,0.14,32.6,2.08,93.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2793,0.21,35.8,2.23,88.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2794,1.03,75.0,1.04,78.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2795,0.36,42.8,1.82,88.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2796,0.74,66.7,1.39,80.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2797,0.45,43.6,1.93,89.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2798,0.43,42.5,2.01,89.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2799,1.48,95.9,0.65,72.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2800,0.43,42.5,1.79,86.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2801,0.47,46.1,1.72,88.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2802,0.63,51.3,1.75,81.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2803,0.55,51.6,1.47,88.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2804,0.91,71.6,1.34,82.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2805,1.09,82.2,1.04,77.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2806,0.88,65.7,1.24,76.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2807,1.08,74.8,1.18,79.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2808,0.95,66.0,1.21,79.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2809,1.38,92.8,0.72,70.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2810,0.47,53.7,1.52,85.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2811,0.31,34.6,2.02,89.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2812,0.49,54.8,1.56,84.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2813,0.46,47.9,1.82,92.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2814,0.94,69.0,1.2,78.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2815,0.29,38.7,2.07,92.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2816,0.13,33.1,2.07,93.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2817,1.29,87.7,0.78,71.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2818,0.87,66.8,1.43,80.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2819,0.67,56.4,1.51,86.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2820,1.26,84.9,1.0,69.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2821,1.07,75.2,1.02,80.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2822,0.23,37.1,1.76,90.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2823,0.9,69.3,1.26,79.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2824,0.35,36.7,1.99,87.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2825,1.21,80.5,1.2,76.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2826,0.62,48.2,1.71,79.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2827,0.58,59.1,1.39,84.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2828,0.54,47.1,1.78,82.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2829,1.23,84.1,0.91,70.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2830,1.17,81.8,1.03,75.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2831,0.89,68.5,1.36,78.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2832,0.15,26.1,2.23,91.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2833,0.63,53.5,1.49,82.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2834,1.18,80.6,1.15,74.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2835,0.76,59.9,1.62,86.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2836,0.86,62.0,1.6,84.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2837,0.28,36.2,2.04,92.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2838,1.21,85.1,0.98,75.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2839,0.96,71.5,1.2,79.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2840,0.51,51.3,1.7,85.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2841,0.3,40.3,1.97,88.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2842,1.39,87.7,0.79,69.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2843,0.31,40.6,1.98,86.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2844,0.26,35.0,1.95,90.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2845,0.79,65.3,1.56,83.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2846,0.97,73.0,1.16,79.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2847,0.37,41.1,1.89,89.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2848,0.86,69.0,1.36,81.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2849,0.93,71.7,1.3,75.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2850,0.79,60.5,1.62,81.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2851,0.34,43.0,1.84,93.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2852,1.08,77.3,1.11,80.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2853,1.45,92.7,0.86,68.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2854,0.41,46.6,1.85,89.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2855,0.97,70.1,1.38,78.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2856,0.54,45.5,1.82,87.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2857,0.4,45.1,1.92,89.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2858,1.42,95.5,0.8,73.2,Track Mode High Hydraulic Roll Resistance
