Test_Run_ID,Vehicle_Speed_kmh,Engine_Speed_RPM,Cabin_Noise_dB,Engine_Mount_Vibe_G,Harshness_Status
BMW-NVH-3191,154.2,3657,79.7,0.224,Unwanted Boom / Hum
BMW-NVH-3192,176.2,4208,84.5,0.252,Unwanted Boom / Hum
BMW-NVH-3193,66.8,1543,61.6,0.154,Luxury Quiet Standard
BMW-NVH-3194,113.0,2644,65.4,0.203,Luxury Quiet Standard
BMW-NVH-3195,113.0,2669,67.4,0.192,Luxury Quiet Standard
BMW-NVH-3196,82.6,1877,64.5,0.179,Luxury Quiet Standard
BMW-NVH-3197,76.8,1865,58.7,0.177,Luxury Quiet Standard
BMW-NVH-3198,87.2,2091,68.1,0.131,Luxury Quiet Standard
BMW-NVH-3199,168.3,3911,77.7,0.186,Luxury Quiet Standard
BMW-NVH-3200,163.2,4068,81.7,0.241,Unwanted Boom / Hum
BMW-NVH-3201,81.2,1980,63.8,0.201,Luxury Quiet Standard
BMW-NVH-3202,151.4,3522,77.1,0.254,Unwanted Boom / Hum
BMW-NVH-3203,62.2,1552,62.7,0.129,Luxury Quiet Standard
BMW-NVH-3204,39.8,889,55.9,0.047,Luxury Quiet Standard
BMW-NVH-3205,71.1,1738,62.5,0.185,Luxury Quiet Standard
BMW-NVH-3206,74.0,1833,64.9,0.139,Luxury Quiet Standard
BMW-NVH-3207,85.1,2084,60.9,0.155,Luxury Quiet Standard
BMW-NVH-3208,55.9,1379,60.2,0.131,Luxury Quiet Standard
BMW-NVH-3209,126.4,2935,69.2,0.175,Luxury Quiet Standard
BMW-NVH-3210,107.1,2611,66.4,0.238,Luxury Quiet Standard
BMW-NVH-3211,40.5,866,56.5,0.085,Luxury Quiet Standard
BMW-NVH-3212,173.6,4234,77.1,0.213,Luxury Quiet Standard
BMW-NVH-3213,158.7,3916,78.6,0.243,Unwanted Boom / Hum
BMW-NVH-3214,145.5,3620,78.3,0.276,Unwanted Boom / Hum
BMW-NVH-3215,126.0,2915,72.7,0.169,Luxury Quiet Standard
BMW-NVH-3216,36.8,805,59.1,0.155,Luxury Quiet Standard
BMW-NVH-3217,38.6,988,56.6,0.089,Luxury Quiet Standard
BMW-NVH-3218,138.6,3350,71.3,0.162,Luxury Quiet Standard
BMW-NVH-3219,103.7,2534,65.3,0.161,Luxury Quiet Standard
BMW-NVH-3220,40.8,1016,58.4,0.082,Luxury Quiet Standard
BMW-NVH-3221,72.8,1784,64.9,0.152,Luxury Quiet Standard
BMW-NVH-3222,172.2,4150,80.9,0.244,Unwanted Boom / Hum
BMW-NVH-3223,35.7,771,57.1,0.105,Luxury Quiet Standard
BMW-NVH-3224,139.7,3253,73.1,0.124,Luxury Quiet Standard
BMW-NVH-3225,157.6,3626,74.0,0.19,Luxury Quiet Standard
BMW-NVH-3226,81.6,1981,64.8,0.078,Luxury Quiet Standard
BMW-NVH-3227,166.0,4063,78.2,0.159,Luxury Quiet Standard
BMW-NVH-3228,79.1,1981,64.5,0.126,Luxury Quiet Standard
BMW-NVH-3229,176.6,4253,80.5,0.265,Unwanted Boom / Hum
BMW-NVH-3230,45.2,1095,61.1,0.098,Luxury Quiet Standard
BMW-NVH-3231,121.0,2928,72.2,0.239,Luxury Quiet Standard
BMW-NVH-3232,120.5,2866,67.9,0.201,Luxury Quiet Standard
BMW-NVH-3233,170.7,4174,77.4,0.173,Luxury Quiet Standard
BMW-NVH-3234,137.8,3344,72.3,0.19,Luxury Quiet Standard
BMW-NVH-3235,151.2,3620,75.2,0.191,Luxury Quiet Standard
BMW-NVH-3236,176.8,4315,82.9,0.238,Unwanted Boom / Hum
BMW-NVH-3237,80.8,1821,62.7,0.146,Luxury Quiet Standard
BMW-NVH-3238,104.8,2454,65.0,0.153,Luxury Quiet Standard
BMW-NVH-3239,121.2,2874,68.0,0.139,Luxury Quiet Standard
BMW-NVH-3240,45.1,1132,58.1,0.127,Luxury Quiet Standard
BMW-NVH-3241,133.1,3142,71.1,0.135,Luxury Quiet Standard
BMW-NVH-3242,132.8,3254,73.9,0.204,Luxury Quiet Standard
BMW-NVH-3243,67.8,1725,62.8,0.178,Luxury Quiet Standard
BMW-NVH-3244,179.9,4320,80.4,0.313,Unwanted Boom / Hum
BMW-NVH-3245,83.6,2071,65.4,0.159,Luxury Quiet Standard
BMW-NVH-3246,73.2,1747,61.1,0.132,Luxury Quiet Standard
BMW-NVH-3247,164.2,4016,85.4,0.241,Unwanted Boom / Hum
BMW-NVH-3248,76.9,1804,65.2,0.133,Luxury Quiet Standard
BMW-NVH-3249,86.4,2139,63.3,0.142,Luxury Quiet Standard
BMW-NVH-3250,50.0,1244,58.3,0.084,Luxury Quiet Standard
BMW-NVH-3251,121.9,2969,69.7,0.225,Luxury Quiet Standard
BMW-NVH-3252,111.0,2570,67.4,0.107,Luxury Quiet Standard
BMW-NVH-3253,159.6,3982,80.3,0.228,Unwanted Boom / Hum
BMW-NVH-3254,89.4,2179,65.3,0.166,Luxury Quiet Standard
BMW-NVH-3255,123.4,3018,71.7,0.201,Luxury Quiet Standard
BMW-NVH-3256,149.0,3439,74.3,0.169,Luxury Quiet Standard
BMW-NVH-3257,58.6,1394,61.7,0.122,Luxury Quiet Standard
BMW-NVH-3258,82.3,1945,64.9,0.134,Luxury Quiet Standard
BMW-NVH-3259,55.6,1512,61.4,0.118,Luxury Quiet Standard
BMW-NVH-3260,140.6,3355,80.3,0.23,Unwanted Boom / Hum
BMW-NVH-3261,144.7,3434,76.4,0.248,Unwanted Boom / Hum
BMW-NVH-3262,42.6,995,58.5,0.091,Luxury Quiet Standard
BMW-NVH-3263,33.4,811,59.8,0.099,Luxury Quiet Standard
BMW-NVH-3264,153.4,3699,74.8,0.196,Luxury Quiet Standard
BMW-NVH-3265,50.3,1111,62.0,0.116,Luxury Quiet Standard
BMW-NVH-3266,34.0,690,55.1,0.093,Luxury Quiet Standard
BMW-NVH-3267,58.2,1365,63.0,0.111,Luxury Quiet Standard
BMW-NVH-3268,128.8,3121,71.1,0.154,Luxury Quiet Standard
BMW-NVH-3269,68.9,1774,63.2,0.157,Luxury Quiet Standard
BMW-NVH-3270,65.3,1517,62.2,0.177,Luxury Quiet Standard
BMW-NVH-3271,46.5,971,57.1,0.097,Luxury Quiet Standard
BMW-NVH-3272,144.8,3480,77.0,0.195,Luxury Quiet Standard
BMW-NVH-3273,106.5,2535,65.2,0.22,Luxury Quiet Standard
BMW-NVH-3274,102.4,2467,66.4,0.151,Luxury Quiet Standard
BMW-NVH-3275,101.0,2461,65.0,0.151,Luxury Quiet Standard
BMW-NVH-3276,107.8,2694,65.3,0.218,Luxury Quiet Standard
BMW-NVH-3277,96.0,2272,66.8,0.147,Luxury Quiet Standard
BMW-NVH-3278,45.5,1073,55.7,0.09,Luxury Quiet Standard
BMW-NVH-3279,93.3,2211,63.9,0.158,Luxury Quiet Standard
BMW-NVH-3280,133.5,3239,69.2,0.141,Luxury Quiet Standard
BMW-NVH-3281,152.0,3687,77.1,0.223,Unwanted Boom / Hum
BMW-NVH-3282,102.8,2411,63.9,0.21,Luxury Quiet Standard
BMW-NVH-3283,135.4,3370,70.4,0.167,Luxury Quiet Standard
BMW-NVH-3284,88.3,2293,67.1,0.164,Luxury Quiet Standard
BMW-NVH-3285,134.2,3101,70.9,0.204,Luxury Quiet Standard
BMW-NVH-3286,59.9,1412,61.0,0.171,Luxury Quiet Standard
BMW-NVH-3287,55.5,1371,58.0,0.096,Luxury Quiet Standard
BMW-NVH-3288,103.7,2580,71.2,0.153,Luxury Quiet Standard
BMW-NVH-3289,36.0,998,56.0,0.072,Luxury Quiet Standard
BMW-NVH-3290,78.5,1831,64.5,0.132,Luxury Quiet Standard
BMW-NVH-3291,159.5,3737,72.8,0.192,Luxury Quiet Standard
BMW-NVH-3292,48.5,1194,57.4,0.168,Luxury Quiet Standard
BMW-NVH-3293,89.4,2228,63.9,0.171,Luxury Quiet Standard
BMW-NVH-3294,90.9,2251,62.0,0.208,Luxury Quiet Standard
BMW-NVH-3295,60.1,1429,62.0,0.118,Luxury Quiet Standard
BMW-NVH-3296,42.5,1074,58.5,0.093,Luxury Quiet Standard
BMW-NVH-3297,59.9,1390,61.3,0.154,Luxury Quiet Standard
BMW-NVH-3298,136.9,3266,71.1,0.157,Luxury Quiet Standard
BMW-NVH-3299,31.3,682,55.7,0.117,Luxury Quiet Standard
BMW-NVH-3300,61.8,1441,60.8,0.145,Luxury Quiet Standard
BMW-NVH-3301,156.8,3793,81.9,0.223,Unwanted Boom / Hum
BMW-NVH-3302,81.7,1977,66.0,0.103,Luxury Quiet Standard
BMW-NVH-3303,80.4,1872,64.7,0.099,Luxury Quiet Standard
BMW-NVH-3304,128.7,3164,71.3,0.224,Luxury Quiet Standard
BMW-NVH-3305,123.2,2863,68.9,0.154,Luxury Quiet Standard
BMW-NVH-3306,53.1,1392,62.9,0.182,Luxury Quiet Standard
BMW-NVH-3307,127.8,3060,71.0,0.213,Luxury Quiet Standard
BMW-NVH-3308,94.3,2408,65.9,0.157,Luxury Quiet Standard
BMW-NVH-3309,111.2,2804,67.5,0.197,Luxury Quiet Standard
BMW-NVH-3310,65.6,1675,59.7,0.12,Luxury Quiet Standard
BMW-NVH-3311,41.3,936,57.7,0.105,Luxury Quiet Standard
BMW-NVH-3312,96.4,2237,65.6,0.172,Luxury Quiet Standard
BMW-NVH-3313,82.5,1917,64.4,0.129,Luxury Quiet Standard
BMW-NVH-3314,126.3,3038,70.4,0.18,Luxury Quiet Standard
BMW-NVH-3315,93.1,2255,66.5,0.21,Luxury Quiet Standard
BMW-NVH-3316,79.2,1954,61.8,0.212,Luxury Quiet Standard
BMW-NVH-3317,167.0,4132,77.7,0.187,Luxury Quiet Standard
BMW-NVH-3318,131.4,3256,73.3,0.202,Luxury Quiet Standard
BMW-NVH-3319,107.9,2593,67.9,0.125,Luxury Quiet Standard
BMW-NVH-3320,42.8,1021,57.1,0.169,Luxury Quiet Standard
BMW-NVH-3321,155.7,3801,79.2,0.296,Unwanted Boom / Hum
BMW-NVH-3322,54.9,1376,60.9,0.131,Luxury Quiet Standard
BMW-NVH-3323,154.1,3764,79.0,0.223,Unwanted Boom / Hum
BMW-NVH-3324,39.0,917,58.8,0.166,Luxury Quiet Standard
BMW-NVH-3325,62.3,1560,61.5,0.152,Luxury Quiet Standard
BMW-NVH-3326,150.7,3579,70.2,0.209,Luxury Quiet Standard
BMW-NVH-3327,45.3,1265,60.1,0.17,Luxury Quiet Standard
BMW-NVH-3328,56.7,1283,60.7,0.116,Luxury Quiet Standard
BMW-NVH-3329,135.0,3172,70.8,0.229,Luxury Quiet Standard
BMW-NVH-3330,115.6,2746,69.4,0.177,Luxury Quiet Standard
BMW-NVH-3331,136.8,3379,69.9,0.187,Luxury Quiet Standard
BMW-NVH-3332,137.6,3141,71.2,0.222,Luxury Quiet Standard
BMW-NVH-3333,48.8,1134,60.8,0.137,Luxury Quiet Standard
BMW-NVH-3334,70.6,1764,62.8,0.126,Luxury Quiet Standard
BMW-NVH-3335,160.7,3930,84.0,0.257,Unwanted Boom / Hum
BMW-NVH-3336,138.5,3232,70.6,0.209,Luxury Quiet Standard
BMW-NVH-3337,124.4,3136,67.0,0.199,Luxury Quiet Standard
BMW-NVH-3338,88.2,2092,64.0,0.112,Luxury Quiet Standard
BMW-NVH-3339,48.5,1180,58.4,0.108,Luxury Quiet Standard
BMW-NVH-3340,176.3,4146,76.4,0.21,Luxury Quiet Standard
BMW-NVH-3341,118.1,2777,66.2,0.144,Luxury Quiet Standard
BMW-NVH-3342,179.3,4300,82.1,0.22,Unwanted Boom / Hum
BMW-NVH-3343,76.6,1906,61.7,0.18,Luxury Quiet Standard
BMW-NVH-3344,166.3,4011,81.2,0.234,Unwanted Boom / Hum
BMW-NVH-3345,136.1,3312,70.2,0.159,Luxury Quiet Standard
BMW-NVH-3346,82.3,1941,64.1,0.149,Luxury Quiet Standard
BMW-NVH-3347,168.1,4097,84.9,0.26,Unwanted Boom / Hum
BMW-NVH-3348,113.9,2747,70.4,0.224,Luxury Quiet Standard
BMW-NVH-3349,136.1,3328,75.5,0.158,Luxury Quiet Standard
BMW-NVH-3350,76.1,1889,59.5,0.14,Luxury Quiet Standard
BMW-NVH-3351,140.4,3484,76.8,0.231,Unwanted Boom / Hum
BMW-NVH-3352,52.4,1312,57.7,0.155,Luxury Quiet Standard
BMW-NVH-3353,172.1,4184,83.0,0.233,Unwanted Boom / Hum
BMW-NVH-3354,41.8,1043,57.7,0.101,Luxury Quiet Standard
BMW-NVH-3355,58.4,1393,61.2,0.106,Luxury Quiet Standard
BMW-NVH-3356,90.7,2121,64.3,0.158,Luxury Quiet Standard
BMW-NVH-3357,57.0,1359,60.2,0.132,Luxury Quiet Standard
BMW-NVH-3358,171.9,4067,82.6,0.221,Unwanted Boom / Hum
BMW-NVH-3359,166.7,3958,75.4,0.143,Luxury Quiet Standard
BMW-NVH-3360,117.7,2949,66.3,0.277,Luxury Quiet Standard
BMW-NVH-3361,158.8,3803,80.5,0.221,Unwanted Boom / Hum
BMW-NVH-3362,136.9,3260,71.0,0.203,Luxury Quiet Standard
BMW-NVH-3363,124.3,2945,68.4,0.192,Luxury Quiet Standard
BMW-NVH-3364,60.5,1507,60.0,0.127,Luxury Quiet Standard
BMW-NVH-3365,157.2,3895,81.2,0.246,Unwanted Boom / Hum
BMW-NVH-3366,122.0,2795,69.9,0.18,Luxury Quiet Standard
BMW-NVH-3367,46.2,1206,60.3,0.147,Luxury Quiet Standard
BMW-NVH-3368,54.6,1310,59.5,0.141,Luxury Quiet Standard
BMW-NVH-3369,145.9,3613,76.7,0.264,Unwanted Boom / Hum
BMW-NVH-3370,166.7,3961,77.4,0.201,Luxury Quiet Standard
BMW-NVH-3371,122.1,2911,70.0,0.23,Luxury Quiet Standard
BMW-NVH-3372,137.9,3201,74.7,0.228,Unwanted Boom / Hum
BMW-NVH-3373,36.0,966,60.0,0.169,Luxury Quiet Standard
BMW-NVH-3374,73.3,1724,63.7,0.162,Luxury Quiet Standard
BMW-NVH-3375,32.3,731,54.4,0.086,Luxury Quiet Standard
BMW-NVH-3376,38.1,883,55.9,0.196,Luxury Quiet Standard
BMW-NVH-3377,76.5,1749,65.0,0.158,Luxury Quiet Standard
BMW-NVH-3378,73.9,1730,63.2,0.125,Luxury Quiet Standard
BMW-NVH-3379,172.0,4255,81.2,0.242,Unwanted Boom / Hum
BMW-NVH-3380,178.8,4259,82.7,0.234,Unwanted Boom / Hum
BMW-NVH-3381,68.6,1745,60.5,0.119,Luxury Quiet Standard
BMW-NVH-3382,77.2,1988,63.3,0.129,Luxury Quiet Standard
BMW-NVH-3383,99.8,2431,65.7,0.168,Luxury Quiet Standard
BMW-NVH-3384,101.0,2497,66.4,0.156,Luxury Quiet Standard
BMW-NVH-3385,167.4,4013,79.1,0.237,Unwanted Boom / Hum
BMW-NVH-3386,46.2,942,59.9,0.096,Luxury Quiet Standard
BMW-NVH-3387,154.3,3764,76.1,0.231,Unwanted Boom / Hum
BMW-NVH-3388,66.1,1650,62.9,0.15,Luxury Quiet Standard
BMW-NVH-3389,94.7,2208,66.0,0.113,Luxury Quiet Standard
BMW-NVH-3390,76.9,1946,64.0,0.136,Luxury Quiet Standard
BMW-NVH-3391,136.8,3257,73.6,0.222,Unwanted Boom / Hum
BMW-NVH-3392,55.3,1321,62.9,0.109,Luxury Quiet Standard
BMW-NVH-3393,168.5,3913,76.2,0.192,Luxury Quiet Standard
BMW-NVH-3394,164.8,3968,81.1,0.268,Unwanted Boom / Hum
BMW-NVH-3395,112.1,2773,64.3,0.199,Luxury Quiet Standard
BMW-NVH-3396,168.3,4071,81.9,0.271,Unwanted Boom / Hum
BMW-NVH-3397,39.9,1031,59.6,0.084,Luxury Quiet Standard
BMW-NVH-3398,142.4,3536,70.7,0.213,Luxury Quiet Standard
BMW-NVH-3399,71.6,1691,58.9,0.134,Luxury Quiet Standard
BMW-NVH-3400,164.2,3944,73.3,0.202,Luxury Quiet Standard
BMW-NVH-3401,136.3,3293,72.8,0.17,Luxury Quiet Standard
BMW-NVH-3402,139.4,3344,79.1,0.23,Unwanted Boom / Hum
BMW-NVH-3403,174.1,4290,81.9,0.233,Unwanted Boom / Hum
BMW-NVH-3404,104.0,2645,69.7,0.184,Luxury Quiet Standard
BMW-NVH-3405,164.0,3943,81.9,0.231,Unwanted Boom / Hum
BMW-NVH-3406,177.2,4212,75.6,0.2,Luxury Quiet Standard
BMW-NVH-3407,152.6,3748,79.0,0.257,Unwanted Boom / Hum
BMW-NVH-3408,38.6,881,56.0,0.102,Luxury Quiet Standard
BMW-NVH-3409,168.2,3966,77.9,0.207,Luxury Quiet Standard
BMW-NVH-3410,70.4,1661,62.2,0.129,Luxury Quiet Standard
BMW-NVH-3411,40.9,1127,62.3,0.128,Luxury Quiet Standard
BMW-NVH-3412,163.2,4119,81.8,0.269,Unwanted Boom / Hum
BMW-NVH-3413,109.0,2597,68.0,0.15,Luxury Quiet Standard
BMW-NVH-3414,123.5,3151,67.8,0.225,Luxury Quiet Standard
BMW-NVH-3415,36.2,913,56.3,0.113,Luxury Quiet Standard
BMW-NVH-3416,149.0,3581,81.4,0.222,Unwanted Boom / Hum
BMW-NVH-3417,150.5,3606,74.2,0.205,Luxury Quiet Standard
BMW-NVH-3418,54.7,1387,57.8,0.095,Luxury Quiet Standard
BMW-NVH-3419,139.2,3419,78.4,0.225,Unwanted Boom / Hum
BMW-NVH-3420,38.5,995,56.1,0.08,Luxury Quiet Standard
BMW-NVH-3421,120.6,2828,71.2,0.177,Luxury Quiet Standard
BMW-NVH-3422,39.6,1029,54.5,0.094,Luxury Quiet Standard
BMW-NVH-3423,164.9,3938,80.9,0.23,Unwanted Boom / Hum
BMW-NVH-3424,60.7,1433,57.5,0.18,Luxury Quiet Standard
BMW-NVH-3425,121.0,2997,70.9,0.188,Luxury Quiet Standard
BMW-NVH-3426,167.5,4069,81.2,0.288,Unwanted Boom / Hum
BMW-NVH-3427,132.8,3098,69.1,0.189,Luxury Quiet Standard
BMW-NVH-3428,122.0,2913,69.9,0.201,Luxury Quiet Standard
BMW-NVH-3429,83.0,1884,66.2,0.122,Luxury Quiet Standard
BMW-NVH-3430,157.2,3787,82.2,0.253,Unwanted Boom / Hum
BMW-NVH-3431,101.9,2554,66.8,0.212,Luxury Quiet Standard
BMW-NVH-3432,98.6,2400,67.5,0.166,Luxury Quiet Standard
BMW-NVH-3433,63.2,1519,63.4,0.181,Luxury Quiet Standard
BMW-NVH-3434,80.4,1922,64.3,0.122,Luxury Quiet Standard
BMW-NVH-3435,157.4,3699,81.2,0.24,Unwanted Boom / Hum
BMW-NVH-3436,113.3,2838,68.9,0.175,Luxury Quiet Standard
BMW-NVH-3437,98.9,2286,67.9,0.126,Luxury Quiet Standard
BMW-NVH-3438,131.4,3148,70.6,0.251,Luxury Quiet Standard
BMW-NVH-3439,85.1,2085,66.6,0.182,Luxury Quiet Standard
BMW-NVH-3440,55.5,1362,58.9,0.168,Luxury Quiet Standard
BMW-NVH-3441,77.5,1777,60.4,0.135,Luxury Quiet Standard
BMW-NVH-3442,139.3,3183,71.9,0.148,Luxury Quiet Standard
BMW-NVH-3443,41.9,918,56.5,0.159,Luxury Quiet Standard
BMW-NVH-3444,153.8,3689,76.3,0.196,Luxury Quiet Standard
BMW-NVH-3445,114.2,2761,66.7,0.182,Luxury Quiet Standard
BMW-NVH-3446,41.9,1127,59.8,0.196,Luxury Quiet Standard
BMW-NVH-3447,66.2,1630,60.0,0.099,Luxury Quiet Standard
BMW-NVH-3448,132.1,3212,77.8,0.223,Unwanted Boom / Hum
BMW-NVH-3449,41.7,990,57.9,0.119,Luxury Quiet Standard
BMW-NVH-3450,77.5,1866,62.2,0.078,Luxury Quiet Standard
BMW-NVH-3451,97.5,2396,66.4,0.223,Luxury Quiet Standard
BMW-NVH-3452,52.9,1222,61.8,0.15,Luxury Quiet Standard
BMW-NVH-3453,177.3,4228,84.3,0.227,Unwanted Boom / Hum
BMW-NVH-3454,116.6,2781,68.9,0.199,Luxury Quiet Standard
BMW-NVH-3455,154.7,3677,77.3,0.228,Unwanted Boom / Hum
BMW-NVH-3456,102.9,2532,66.8,0.2,Luxury Quiet Standard
BMW-NVH-3457,52.7,1285,56.1,0.151,Luxury Quiet Standard
BMW-NVH-3458,95.5,2373,64.7,0.147,Luxury Quiet Standard
BMW-NVH-3459,94.2,2426,65.0,0.142,Luxury Quiet Standard
BMW-NVH-3460,150.2,3619,67.5,0.215,Luxury Quiet Standard
BMW-NVH-3461,63.2,1477,60.4,0.11,Luxury Quiet Standard
BMW-NVH-3462,34.6,838,59.0,0.06,Luxury Quiet Standard
BMW-NVH-3463,142.7,3410,71.4,0.177,Luxury Quiet Standard
BMW-NVH-3464,136.7,3180,70.7,0.174,Luxury Quiet Standard
BMW-NVH-3465,108.4,2600,69.4,0.156,Luxury Quiet Standard
BMW-NVH-3466,77.8,1950,63.4,0.173,Luxury Quiet Standard
BMW-NVH-3467,69.0,1793,62.9,0.147,Luxury Quiet Standard
BMW-NVH-3468,157.7,3739,80.3,0.264,Unwanted Boom / Hum
BMW-NVH-3469,79.4,1765,62.5,0.145,Luxury Quiet Standard
BMW-NVH-3470,149.7,3532,74.5,0.169,Luxury Quiet Standard
BMW-NVH-3471,141.3,3360,72.7,0.21,Luxury Quiet Standard
BMW-NVH-3472,167.6,3960,83.4,0.254,Unwanted Boom / Hum
BMW-NVH-3473,133.8,3235,73.6,0.167,Luxury Quiet Standard
BMW-NVH-3474,145.1,3438,81.2,0.247,Unwanted Boom / Hum
BMW-NVH-3475,157.9,3706,73.8,0.196,Luxury Quiet Standard
BMW-NVH-3476,166.3,4076,77.3,0.207,Luxury Quiet Standard
BMW-NVH-3477,176.2,4256,83.0,0.23,Unwanted Boom / Hum
BMW-NVH-3478,30.7,858,56.8,0.087,Luxury Quiet Standard
BMW-NVH-3479,167.6,4068,77.8,0.196,Luxury Quiet Standard
BMW-NVH-3480,81.2,1946,65.0,0.155,Luxury Quiet Standard
BMW-NVH-3481,52.3,1332,59.8,0.119,Luxury Quiet Standard
BMW-NVH-3482,62.2,1453,60.7,0.131,Luxury Quiet Standard
BMW-NVH-3483,132.2,3295,76.2,0.237,Unwanted Boom / Hum
BMW-NVH-3484,137.7,3374,68.4,0.185,Luxury Quiet Standard
BMW-NVH-3485,163.1,3886,76.6,0.176,Luxury Quiet Standard
BMW-NVH-3486,73.0,1812,62.4,0.076,Luxury Quiet Standard
BMW-NVH-3487,155.8,3693,71.2,0.21,Luxury Quiet Standard
BMW-NVH-3488,79.7,1819,65.2,0.158,Luxury Quiet Standard
BMW-NVH-3489,178.1,4311,82.2,0.265,Unwanted Boom / Hum
BMW-NVH-3490,58.6,1413,59.3,0.104,Luxury Quiet Standard
BMW-NVH-3491,37.3,928,55.8,0.055,Luxury Quiet Standard
BMW-NVH-3492,140.0,3375,73.7,0.164,Luxury Quiet Standard
BMW-NVH-3493,50.6,1319,58.2,0.149,Luxury Quiet Standard
BMW-NVH-3494,150.9,3641,74.5,0.185,Luxury Quiet Standard
BMW-NVH-3495,148.2,3668,77.8,0.251,Unwanted Boom / Hum
BMW-NVH-3496,170.9,4019,83.9,0.251,Unwanted Boom / Hum
BMW-NVH-3497,156.6,3697,81.3,0.233,Unwanted Boom / Hum
BMW-NVH-3498,113.8,2787,69.9,0.166,Luxury Quiet Standard
BMW-NVH-3499,173.3,4115,73.2,0.195,Luxury Quiet Standard
BMW-NVH-3500,104.0,2538,66.1,0.201,Luxury Quiet Standard
BMW-NVH-3501,90.7,2067,62.0,0.174,Luxury Quiet Standard
BMW-NVH-3502,113.9,2702,66.4,0.217,Luxury Quiet Standard
BMW-NVH-3503,146.7,3509,72.9,0.164,Luxury Quiet Standard
BMW-NVH-3504,45.5,1137,58.6,0.136,Luxury Quiet Standard
BMW-NVH-3505,36.6,936,57.9,0.169,Luxury Quiet Standard
BMW-NVH-3506,166.8,4031,77.3,0.205,Luxury Quiet Standard
BMW-NVH-3507,74.7,1754,63.6,0.172,Luxury Quiet Standard
BMW-NVH-3508,162.4,3847,83.3,0.23,Unwanted Boom / Hum
BMW-NVH-3509,43.4,1006,59.3,0.076,Luxury Quiet Standard
BMW-NVH-3510,112.2,2563,68.8,0.194,Luxury Quiet Standard
BMW-NVH-3511,154.5,3712,71.7,0.213,Luxury Quiet Standard
BMW-NVH-3512,88.7,2263,66.5,0.127,Luxury Quiet Standard
BMW-NVH-3513,145.0,3493,77.8,0.291,Unwanted Boom / Hum
BMW-NVH-3514,124.1,2918,69.3,0.188,Luxury Quiet Standard
BMW-NVH-3515,94.3,2225,63.4,0.184,Luxury Quiet Standard
BMW-NVH-3516,66.5,1650,60.5,0.204,Luxury Quiet Standard
BMW-NVH-3517,54.9,1375,62.0,0.083,Luxury Quiet Standard
BMW-NVH-3518,69.8,1768,63.8,0.164,Luxury Quiet Standard
BMW-NVH-3519,60.7,1386,57.5,0.132,Luxury Quiet Standard
BMW-NVH-3520,92.5,2172,63.6,0.147,Luxury Quiet Standard
BMW-NVH-3521,119.5,2843,67.7,0.201,Luxury Quiet Standard
BMW-NVH-3522,143.7,3504,73.7,0.168,Luxury Quiet Standard
BMW-NVH-3523,128.3,3122,72.8,0.213,Luxury Quiet Standard
BMW-NVH-3524,38.3,1003,57.1,0.136,Luxury Quiet Standard
BMW-NVH-3525,55.4,1308,57.7,0.138,Luxury Quiet Standard
BMW-NVH-3526,85.8,2081,64.1,0.17,Luxury Quiet Standard
BMW-NVH-3527,49.2,1214,61.0,0.122,Luxury Quiet Standard
BMW-NVH-3528,97.6,2330,64.9,0.149,Luxury Quiet Standard
BMW-NVH-3529,30.2,693,56.1,0.076,Luxury Quiet Standard
BMW-NVH-3530,123.3,3058,70.0,0.191,Luxury Quiet Standard
BMW-NVH-3531,42.9,1116,57.6,0.142,Luxury Quiet Standard
BMW-NVH-3532,164.8,4034,72.7,0.203,Luxury Quiet Standard
BMW-NVH-3533,105.8,2570,69.2,0.095,Luxury Quiet Standard
BMW-NVH-3534,151.6,3484,76.7,0.211,Luxury Quiet Standard
BMW-NVH-3535,96.4,2307,67.5,0.182,Luxury Quiet Standard
BMW-NVH-3536,138.8,3264,68.0,0.204,Luxury Quiet Standard
BMW-NVH-3537,35.1,839,53.9,0.147,Luxury Quiet Standard
BMW-NVH-3538,143.1,3442,76.6,0.225,Unwanted Boom / Hum
BMW-NVH-3539,154.0,3582,79.7,0.233,Unwanted Boom / Hum
BMW-NVH-3540,137.8,3315,78.5,0.29,Unwanted Boom / Hum
BMW-NVH-3541,130.1,3308,74.4,0.23,Unwanted Boom / Hum
BMW-NVH-3542,116.9,2705,70.9,0.154,Luxury Quiet Standard
BMW-NVH-3543,116.6,2766,70.5,0.221,Luxury Quiet Standard
BMW-NVH-3544,153.1,3633,71.1,0.212,Luxury Quiet Standard
BMW-NVH-3545,78.3,1786,66.4,0.127,Luxury Quiet Standard
BMW-NVH-3546,44.9,954,58.4,0.071,Luxury Quiet Standard
BMW-NVH-3547,140.4,3372,76.4,0.236,Unwanted Boom / Hum
BMW-NVH-3548,93.4,2232,67.6,0.12,Luxury Quiet Standard
BMW-NVH-3549,172.8,4098,76.8,0.214,Luxury Quiet Standard
BMW-NVH-3550,36.2,788,54.6,0.101,Luxury Quiet Standard
BMW-NVH-3551,32.4,780,54.5,0.126,Luxury Quiet Standard
BMW-NVH-3552,47.2,1108,56.3,0.042,Luxury Quiet Standard
BMW-NVH-3553,68.8,1688,61.4,0.191,Luxury Quiet Standard
BMW-NVH-3554,58.5,1460,61.6,0.149,Luxury Quiet Standard
BMW-NVH-3555,74.1,1810,61.5,0.139,Luxury Quiet Standard
