Stamping_Stroke_ID,Press_Tonnage_kN,Stroke_Rate_SPM,Die_Temperature_C,Peak_Impact_Shock_G,Harmonic_Wear_Ratio,Panel_Quality
TOYOTA-PR-2814,1339.9,21.8,48.9,6.82,1.27,Perfect Stamping Quality
TOYOTA-PR-2815,1952.3,24.8,54.6,7.52,1.2,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2816,854.2,30.3,46.8,5.57,1.61,Perfect Stamping Quality
TOYOTA-PR-2817,2223.3,25.1,62.4,8.69,1.57,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2818,2165.3,26.4,57.9,8.39,1.46,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2819,1991.2,24.5,57.8,7.43,1.4,Perfect Stamping Quality
TOYOTA-PR-2820,1617.7,29.7,50.8,6.65,1.42,Perfect Stamping Quality
TOYOTA-PR-2821,1402.6,22.2,54.1,6.13,1.44,Perfect Stamping Quality
TOYOTA-PR-2822,1757.9,21.7,55.7,7.21,1.43,Perfect Stamping Quality
TOYOTA-PR-2823,1907.8,14.6,56.8,7.2,1.42,Perfect Stamping Quality
TOYOTA-PR-2824,1023.0,17.2,42.1,5.04,1.25,Perfect Stamping Quality
TOYOTA-PR-2825,1594.3,24.2,51.3,6.83,1.19,Perfect Stamping Quality
TOYOTA-PR-2826,1352.6,21.3,51.9,6.85,1.12,Perfect Stamping Quality
TOYOTA-PR-2827,1841.1,27.6,56.2,6.6,1.42,Perfect Stamping Quality
TOYOTA-PR-2828,2249.2,26.6,57.4,8.65,1.28,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2829,1234.6,28.4,48.1,5.56,1.02,Perfect Stamping Quality
TOYOTA-PR-2830,1344.9,16.6,54.4,6.39,1.09,Perfect Stamping Quality
TOYOTA-PR-2831,1707.9,28.3,57.1,6.72,1.22,Perfect Stamping Quality
TOYOTA-PR-2832,2087.5,21.1,55.1,8.0,1.1,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2833,1137.0,29.0,46.7,6.2,1.39,Perfect Stamping Quality
TOYOTA-PR-2834,1197.9,31.8,49.8,6.39,1.23,Perfect Stamping Quality
TOYOTA-PR-2835,2157.8,27.9,59.9,7.1,1.24,Perfect Stamping Quality
TOYOTA-PR-2836,1378.2,32.0,52.5,7.07,1.0,Perfect Stamping Quality
TOYOTA-PR-2837,1094.1,21.3,51.9,6.06,1.11,Perfect Stamping Quality
TOYOTA-PR-2838,962.5,27.8,47.7,5.89,1.37,Perfect Stamping Quality
TOYOTA-PR-2839,1352.5,19.9,45.0,6.27,1.06,Perfect Stamping Quality
TOYOTA-PR-2840,873.6,17.2,46.1,5.18,1.37,Perfect Stamping Quality
TOYOTA-PR-2841,1148.0,22.4,51.9,6.29,1.35,Perfect Stamping Quality
TOYOTA-PR-2842,1760.5,31.3,54.0,6.72,1.46,Perfect Stamping Quality
TOYOTA-PR-2843,1999.4,21.0,60.5,6.74,1.48,Perfect Stamping Quality
TOYOTA-PR-2844,825.8,17.7,51.1,5.96,1.23,Perfect Stamping Quality
TOYOTA-PR-2845,1993.7,21.3,58.2,7.29,1.16,Perfect Stamping Quality
TOYOTA-PR-2846,906.7,24.9,49.9,5.08,1.44,Perfect Stamping Quality
TOYOTA-PR-2847,990.1,20.4,47.2,5.69,1.37,Perfect Stamping Quality
TOYOTA-PR-2848,1485.7,20.9,47.5,6.38,1.37,Perfect Stamping Quality
TOYOTA-PR-2849,1568.3,28.8,52.7,6.75,1.34,Perfect Stamping Quality
TOYOTA-PR-2850,1594.0,24.9,55.6,5.91,1.48,Perfect Stamping Quality
TOYOTA-PR-2851,1327.2,22.1,51.0,6.63,1.21,Perfect Stamping Quality
TOYOTA-PR-2852,1115.8,23.8,52.5,5.36,1.48,Perfect Stamping Quality
TOYOTA-PR-2853,2024.3,22.8,57.9,7.75,1.55,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2854,817.4,23.4,48.8,5.33,1.35,Perfect Stamping Quality
TOYOTA-PR-2855,2020.0,24.1,54.5,6.98,1.25,Perfect Stamping Quality
TOYOTA-PR-2856,1475.0,17.8,52.0,6.66,1.78,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2857,1914.2,31.7,56.5,7.97,1.5,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2858,1488.0,16.2,56.6,6.78,1.48,Perfect Stamping Quality
TOYOTA-PR-2859,1997.1,31.6,53.0,7.8,1.37,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2860,2181.5,18.5,57.8,7.82,1.0,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2861,2377.8,17.3,57.1,7.8,1.49,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2862,897.0,26.1,40.6,5.81,1.23,Perfect Stamping Quality
TOYOTA-PR-2863,1256.3,15.0,51.3,5.91,1.2,Perfect Stamping Quality
TOYOTA-PR-2864,1204.9,14.6,51.0,5.78,1.32,Perfect Stamping Quality
TOYOTA-PR-2865,1620.7,20.3,55.5,6.6,1.45,Perfect Stamping Quality
TOYOTA-PR-2866,2347.6,26.4,55.2,7.75,1.3,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2867,910.2,14.1,45.8,5.68,1.45,Perfect Stamping Quality
TOYOTA-PR-2868,1439.0,20.1,45.7,6.24,1.31,Perfect Stamping Quality
TOYOTA-PR-2869,2382.1,23.9,63.3,8.07,1.67,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2870,1480.4,20.9,51.1,6.62,1.37,Perfect Stamping Quality
TOYOTA-PR-2871,1574.1,19.3,49.5,6.64,1.19,Perfect Stamping Quality
TOYOTA-PR-2872,1641.3,16.9,53.6,7.21,1.55,Perfect Stamping Quality
TOYOTA-PR-2873,1377.1,25.0,53.6,7.27,1.48,Perfect Stamping Quality
TOYOTA-PR-2874,1829.6,23.6,50.2,7.73,1.24,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2875,1737.1,21.7,55.1,6.94,1.37,Perfect Stamping Quality
TOYOTA-PR-2876,1608.6,28.6,53.7,6.51,1.4,Perfect Stamping Quality
TOYOTA-PR-2877,820.9,31.5,48.1,5.8,1.29,Perfect Stamping Quality
TOYOTA-PR-2878,1856.4,23.5,55.6,7.53,1.36,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2879,1729.4,21.5,55.1,7.09,1.2,Perfect Stamping Quality
TOYOTA-PR-2880,2124.9,23.3,55.3,7.68,1.4,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2881,2247.6,22.7,56.8,8.33,1.4,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2882,1500.2,24.2,50.2,6.17,1.4,Perfect Stamping Quality
TOYOTA-PR-2883,1164.4,18.4,47.1,6.51,1.13,Perfect Stamping Quality
TOYOTA-PR-2884,1418.4,18.5,56.3,6.43,1.52,Perfect Stamping Quality
TOYOTA-PR-2885,1972.5,15.4,55.9,7.25,1.38,Perfect Stamping Quality
TOYOTA-PR-2886,1346.6,21.3,54.3,6.29,1.2,Perfect Stamping Quality
TOYOTA-PR-2887,1289.9,14.2,48.3,6.39,1.39,Perfect Stamping Quality
TOYOTA-PR-2888,1368.7,25.6,47.6,6.19,1.39,Perfect Stamping Quality
TOYOTA-PR-2889,1865.1,28.6,52.8,6.93,1.26,Perfect Stamping Quality
TOYOTA-PR-2890,934.1,15.5,45.9,5.6,1.51,Perfect Stamping Quality
TOYOTA-PR-2891,2159.9,28.6,54.7,7.92,1.43,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2892,881.9,14.6,43.4,5.68,1.28,Perfect Stamping Quality
TOYOTA-PR-2893,2390.3,29.3,60.3,8.05,1.27,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2894,1544.0,14.4,51.2,6.51,1.33,Perfect Stamping Quality
TOYOTA-PR-2895,1597.5,15.9,53.3,6.8,1.35,Perfect Stamping Quality
TOYOTA-PR-2896,1592.3,29.9,56.0,6.96,1.45,Perfect Stamping Quality
TOYOTA-PR-2897,1312.3,27.0,48.5,7.18,1.11,Perfect Stamping Quality
TOYOTA-PR-2898,1300.8,28.1,46.5,6.5,1.45,Perfect Stamping Quality
TOYOTA-PR-2899,1114.2,23.0,51.3,6.89,1.52,Perfect Stamping Quality
TOYOTA-PR-2900,810.7,23.3,42.5,5.74,1.26,Perfect Stamping Quality
TOYOTA-PR-2901,1097.3,16.8,50.5,5.56,1.17,Perfect Stamping Quality
TOYOTA-PR-2902,2033.2,31.5,60.6,6.98,1.19,Perfect Stamping Quality
TOYOTA-PR-2903,1781.4,24.2,51.9,6.59,1.33,Perfect Stamping Quality
TOYOTA-PR-2904,1626.1,27.0,52.0,6.13,1.19,Perfect Stamping Quality
TOYOTA-PR-2905,852.7,30.6,49.2,5.56,1.27,Perfect Stamping Quality
TOYOTA-PR-2906,1941.2,16.8,52.6,7.64,1.39,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2907,1836.4,20.9,58.5,7.2,1.23,Perfect Stamping Quality
TOYOTA-PR-2908,1712.4,26.8,52.9,6.39,1.19,Perfect Stamping Quality
TOYOTA-PR-2909,1752.8,30.0,57.1,7.01,1.67,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2910,1153.5,25.3,46.4,6.45,1.32,Perfect Stamping Quality
TOYOTA-PR-2911,1064.0,31.7,47.9,6.43,1.51,Perfect Stamping Quality
TOYOTA-PR-2912,976.7,17.8,46.7,5.65,1.37,Perfect Stamping Quality
TOYOTA-PR-2913,1954.9,29.8,48.3,7.32,1.2,Perfect Stamping Quality
TOYOTA-PR-2914,1837.4,27.6,53.5,7.73,1.07,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2915,2387.8,19.1,60.7,8.36,1.1,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2916,2054.6,19.0,60.1,7.66,1.5,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2917,1314.2,16.5,51.8,6.26,1.28,Perfect Stamping Quality
TOYOTA-PR-2918,1481.8,19.1,55.5,5.56,1.49,Perfect Stamping Quality
TOYOTA-PR-2919,2184.1,20.1,60.8,8.02,1.31,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2920,1188.8,16.3,50.2,6.33,1.5,Perfect Stamping Quality
TOYOTA-PR-2921,1663.1,21.9,52.1,6.88,1.23,Perfect Stamping Quality
TOYOTA-PR-2922,1088.8,30.3,50.0,5.51,1.24,Perfect Stamping Quality
TOYOTA-PR-2923,805.7,30.9,48.8,4.94,1.42,Perfect Stamping Quality
TOYOTA-PR-2924,841.9,23.8,47.8,5.65,1.12,Perfect Stamping Quality
TOYOTA-PR-2925,2124.7,17.3,55.4,7.39,1.07,Perfect Stamping Quality
TOYOTA-PR-2926,2058.1,20.0,57.8,7.3,1.29,Perfect Stamping Quality
TOYOTA-PR-2927,1083.3,29.7,43.5,5.56,1.26,Perfect Stamping Quality
TOYOTA-PR-2928,1971.1,18.3,49.9,7.4,1.37,Perfect Stamping Quality
TOYOTA-PR-2929,1569.9,28.5,53.5,5.92,1.4,Perfect Stamping Quality
TOYOTA-PR-2930,1288.1,29.2,52.2,6.15,1.07,Perfect Stamping Quality
TOYOTA-PR-2931,832.0,16.1,46.5,5.38,1.31,Perfect Stamping Quality
TOYOTA-PR-2932,1128.8,20.8,49.8,6.47,1.09,Perfect Stamping Quality
TOYOTA-PR-2933,1191.9,28.6,46.0,6.36,1.23,Perfect Stamping Quality
TOYOTA-PR-2934,1094.9,20.9,48.4,6.5,1.37,Perfect Stamping Quality
TOYOTA-PR-2935,2222.7,22.0,60.0,7.81,1.2,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2936,1113.7,31.5,49.9,6.59,1.41,Perfect Stamping Quality
TOYOTA-PR-2937,1468.0,14.6,50.7,6.63,1.4,Perfect Stamping Quality
TOYOTA-PR-2938,1530.0,30.4,48.4,6.26,1.2,Perfect Stamping Quality
TOYOTA-PR-2939,983.8,16.0,46.4,6.25,1.07,Perfect Stamping Quality
TOYOTA-PR-2940,2177.4,20.9,50.7,7.57,1.36,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2941,1285.6,22.3,46.0,6.3,1.45,Perfect Stamping Quality
TOYOTA-PR-2942,1384.9,30.9,52.5,6.06,0.99,Perfect Stamping Quality
TOYOTA-PR-2943,1854.4,18.1,58.1,7.15,1.64,Perfect Stamping Quality
TOYOTA-PR-2944,1355.6,26.8,50.7,6.82,1.34,Perfect Stamping Quality
TOYOTA-PR-2945,1673.8,26.7,55.9,6.66,1.23,Perfect Stamping Quality
TOYOTA-PR-2946,2366.5,16.5,65.0,7.8,1.28,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2947,1635.4,15.4,48.9,7.05,1.38,Perfect Stamping Quality
TOYOTA-PR-2948,1752.3,26.0,53.5,7.03,1.26,Perfect Stamping Quality
TOYOTA-PR-2949,2197.1,19.2,55.7,7.93,1.33,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2950,1518.5,17.1,57.5,6.83,1.38,Perfect Stamping Quality
TOYOTA-PR-2951,1067.4,17.0,47.5,5.79,1.3,Perfect Stamping Quality
TOYOTA-PR-2952,1799.2,29.8,55.2,6.09,1.6,Perfect Stamping Quality
TOYOTA-PR-2953,874.9,16.3,46.0,6.84,1.16,Perfect Stamping Quality
TOYOTA-PR-2954,1663.4,23.6,52.1,6.4,1.4,Perfect Stamping Quality
TOYOTA-PR-2955,919.6,24.4,43.1,6.79,1.32,Perfect Stamping Quality
TOYOTA-PR-2956,1053.5,30.1,42.8,6.33,1.4,Perfect Stamping Quality
TOYOTA-PR-2957,1023.7,28.0,48.7,6.59,1.38,Perfect Stamping Quality
TOYOTA-PR-2958,2362.4,26.0,61.4,7.79,1.04,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2959,1192.5,26.1,50.2,5.73,1.28,Perfect Stamping Quality
TOYOTA-PR-2960,870.6,29.0,48.7,5.41,1.42,Perfect Stamping Quality
TOYOTA-PR-2961,2394.4,29.5,59.4,8.18,1.3,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2962,1525.7,18.1,56.4,6.94,1.35,Perfect Stamping Quality
TOYOTA-PR-2963,1860.0,19.6,58.1,7.34,1.34,Perfect Stamping Quality
TOYOTA-PR-2964,1434.0,23.3,55.4,7.18,1.25,Perfect Stamping Quality
TOYOTA-PR-2965,961.8,31.8,46.6,6.1,1.23,Perfect Stamping Quality
TOYOTA-PR-2966,1016.2,17.8,47.1,5.9,1.49,Perfect Stamping Quality
TOYOTA-PR-2967,1686.8,18.4,50.8,6.58,1.59,Perfect Stamping Quality
TOYOTA-PR-2968,1218.9,19.1,47.8,6.15,1.41,Perfect Stamping Quality
TOYOTA-PR-2969,1701.8,15.5,52.7,6.95,1.16,Perfect Stamping Quality
TOYOTA-PR-2970,1641.1,21.3,56.4,7.19,1.36,Perfect Stamping Quality
TOYOTA-PR-2971,1644.6,29.0,52.6,6.86,1.44,Perfect Stamping Quality
TOYOTA-PR-2972,1098.1,28.2,45.8,6.36,1.13,Perfect Stamping Quality
TOYOTA-PR-2973,2038.0,17.1,57.4,7.69,1.5,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2974,1693.4,18.9,57.3,8.18,1.45,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2975,1729.1,15.6,58.8,6.57,1.39,Perfect Stamping Quality
TOYOTA-PR-2976,1964.4,16.6,55.2,7.94,1.52,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2977,872.5,23.7,50.7,5.37,1.29,Perfect Stamping Quality
TOYOTA-PR-2978,1965.1,23.6,55.1,7.93,1.34,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2979,2068.6,31.0,53.5,7.83,1.2,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2980,1818.0,31.3,58.7,7.55,1.41,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2981,1298.4,16.4,49.0,6.01,1.05,Perfect Stamping Quality
TOYOTA-PR-2982,871.2,18.3,44.5,6.14,1.33,Perfect Stamping Quality
TOYOTA-PR-2983,1767.8,21.0,53.0,6.71,1.23,Perfect Stamping Quality
TOYOTA-PR-2984,2381.5,20.4,61.8,7.87,1.47,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2985,970.1,16.5,42.3,5.18,1.18,Perfect Stamping Quality
TOYOTA-PR-2986,935.4,21.7,44.6,5.47,0.97,Perfect Stamping Quality
TOYOTA-PR-2987,1953.8,16.9,52.1,7.48,1.29,Perfect Stamping Quality
TOYOTA-PR-2988,1944.7,25.5,55.5,7.35,1.24,Perfect Stamping Quality
TOYOTA-PR-2989,853.2,17.0,47.3,5.7,1.48,Perfect Stamping Quality
TOYOTA-PR-2990,1704.7,17.4,55.2,7.1,1.47,Perfect Stamping Quality
TOYOTA-PR-2991,870.9,18.6,46.0,6.21,1.51,Perfect Stamping Quality
TOYOTA-PR-2992,1505.4,29.0,48.6,6.51,1.58,Perfect Stamping Quality
TOYOTA-PR-2993,1961.3,19.2,54.0,6.99,1.53,Perfect Stamping Quality
TOYOTA-PR-2994,1714.6,23.8,54.3,6.64,1.22,Perfect Stamping Quality
TOYOTA-PR-2995,898.2,18.5,47.5,6.13,1.45,Perfect Stamping Quality
TOYOTA-PR-2996,1762.6,26.3,59.4,6.48,1.35,Perfect Stamping Quality
TOYOTA-PR-2997,1676.4,25.5,51.7,5.85,1.16,Perfect Stamping Quality
TOYOTA-PR-2998,2003.8,14.3,60.6,7.78,1.65,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2999,951.4,30.1,46.6,5.74,1.38,Perfect Stamping Quality
TOYOTA-PR-3000,1713.1,15.2,57.0,7.32,1.25,Perfect Stamping Quality
TOYOTA-PR-3001,2086.7,23.0,60.4,7.95,1.35,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3002,1646.0,31.7,55.3,6.39,1.46,Perfect Stamping Quality
TOYOTA-PR-3003,1247.5,26.5,50.1,6.25,1.6,Perfect Stamping Quality
TOYOTA-PR-3004,2047.3,22.9,55.9,8.21,1.18,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3005,1488.2,27.7,55.0,6.69,1.14,Perfect Stamping Quality
TOYOTA-PR-3006,1491.6,16.6,47.1,5.89,1.37,Perfect Stamping Quality
TOYOTA-PR-3007,2215.9,25.3,58.8,7.21,1.35,Perfect Stamping Quality
TOYOTA-PR-3008,992.9,25.2,43.6,5.7,0.99,Perfect Stamping Quality
TOYOTA-PR-3009,2330.0,18.6,59.0,7.33,1.42,Perfect Stamping Quality
TOYOTA-PR-3010,1989.0,22.8,56.1,7.3,1.35,Perfect Stamping Quality
TOYOTA-PR-3011,1489.9,21.6,51.5,7.0,1.42,Perfect Stamping Quality
TOYOTA-PR-3012,1311.2,29.5,46.5,6.75,1.29,Perfect Stamping Quality
TOYOTA-PR-3013,1825.3,15.9,56.9,7.31,1.36,Perfect Stamping Quality
TOYOTA-PR-3014,1530.8,21.0,53.9,6.5,1.47,Perfect Stamping Quality
TOYOTA-PR-3015,1390.6,31.7,49.3,6.12,1.53,Perfect Stamping Quality
TOYOTA-PR-3016,2385.5,28.5,54.7,8.37,1.03,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3017,2311.6,23.8,61.6,7.5,1.44,Perfect Stamping Quality
TOYOTA-PR-3018,2172.2,25.3,51.4,7.45,1.45,Perfect Stamping Quality
TOYOTA-PR-3019,819.5,27.9,46.8,5.61,1.1,Perfect Stamping Quality
TOYOTA-PR-3020,2311.8,21.6,61.9,8.24,1.39,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3021,1054.5,28.7,47.7,5.54,1.42,Perfect Stamping Quality
TOYOTA-PR-3022,1005.0,17.5,45.8,6.59,1.07,Perfect Stamping Quality
TOYOTA-PR-3023,1536.6,28.4,53.7,6.21,1.12,Perfect Stamping Quality
TOYOTA-PR-3024,1644.9,21.0,53.6,6.93,1.36,Perfect Stamping Quality
TOYOTA-PR-3025,1714.5,29.3,56.4,6.33,1.27,Perfect Stamping Quality
TOYOTA-PR-3026,1661.9,21.0,52.3,6.97,1.37,Perfect Stamping Quality
TOYOTA-PR-3027,1877.8,31.6,53.6,6.77,1.28,Perfect Stamping Quality
TOYOTA-PR-3028,1312.5,15.4,48.9,6.16,1.42,Perfect Stamping Quality
TOYOTA-PR-3029,1113.7,28.5,46.0,6.28,1.1,Perfect Stamping Quality
TOYOTA-PR-3030,1278.5,29.5,50.2,6.03,1.33,Perfect Stamping Quality
TOYOTA-PR-3031,1713.4,18.0,54.3,6.86,1.38,Perfect Stamping Quality
TOYOTA-PR-3032,1083.4,29.3,47.4,5.63,1.26,Perfect Stamping Quality
TOYOTA-PR-3033,1096.3,14.9,47.2,6.26,1.16,Perfect Stamping Quality
TOYOTA-PR-3034,951.8,22.1,43.8,5.86,1.23,Perfect Stamping Quality
TOYOTA-PR-3035,2179.2,29.2,58.4,7.97,1.33,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3036,1390.4,15.4,53.8,6.82,1.31,Perfect Stamping Quality
TOYOTA-PR-3037,1372.7,20.1,48.7,6.26,1.36,Perfect Stamping Quality
TOYOTA-PR-3038,1060.0,19.8,46.6,6.18,1.32,Perfect Stamping Quality
TOYOTA-PR-3039,2009.6,20.8,57.0,6.88,1.38,Perfect Stamping Quality
TOYOTA-PR-3040,1945.3,18.0,54.7,7.49,1.28,Perfect Stamping Quality
TOYOTA-PR-3041,1161.1,18.9,49.0,5.69,1.35,Perfect Stamping Quality
TOYOTA-PR-3042,1398.7,20.5,51.5,5.33,1.33,Perfect Stamping Quality
TOYOTA-PR-3043,904.3,19.5,41.1,5.1,1.4,Perfect Stamping Quality
TOYOTA-PR-3044,1275.6,27.7,52.0,6.62,1.32,Perfect Stamping Quality
TOYOTA-PR-3045,1366.3,16.1,49.9,5.93,1.38,Perfect Stamping Quality
TOYOTA-PR-3046,1901.9,31.5,57.3,6.78,1.12,Perfect Stamping Quality
TOYOTA-PR-3047,966.2,29.5,42.7,5.24,1.34,Perfect Stamping Quality
TOYOTA-PR-3048,1612.5,28.7,55.9,7.28,1.34,Perfect Stamping Quality
TOYOTA-PR-3049,1857.2,14.6,53.7,6.96,1.35,Perfect Stamping Quality
TOYOTA-PR-3050,1891.2,30.8,59.0,7.64,1.6,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3051,1633.7,20.0,57.4,7.1,1.44,Perfect Stamping Quality
TOYOTA-PR-3052,2179.3,21.1,61.3,7.92,1.5,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3053,1138.8,25.8,47.0,5.48,1.49,Perfect Stamping Quality
TOYOTA-PR-3054,1307.8,30.3,44.6,6.22,1.07,Perfect Stamping Quality
TOYOTA-PR-3055,1780.4,29.1,56.4,7.33,1.51,Perfect Stamping Quality
TOYOTA-PR-3056,2057.7,29.5,52.9,7.44,1.3,Perfect Stamping Quality
TOYOTA-PR-3057,2165.5,25.1,56.3,7.4,1.49,Perfect Stamping Quality
TOYOTA-PR-3058,866.9,23.4,47.0,4.7,1.4,Perfect Stamping Quality
TOYOTA-PR-3059,2093.0,17.8,55.3,7.9,1.34,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3060,2012.8,27.0,51.8,7.58,1.43,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3061,2379.4,30.0,63.2,7.79,1.48,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3062,2152.5,17.9,59.4,7.73,1.23,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3063,1850.3,22.7,54.8,6.78,1.34,Perfect Stamping Quality
TOYOTA-PR-3064,1528.7,17.3,54.1,6.94,1.45,Perfect Stamping Quality
TOYOTA-PR-3065,2222.9,25.0,56.1,7.56,1.55,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3066,1066.1,26.2,42.0,5.83,1.41,Perfect Stamping Quality
TOYOTA-PR-3067,1183.4,17.3,51.7,6.28,1.4,Perfect Stamping Quality
TOYOTA-PR-3068,1203.4,21.9,41.2,5.85,1.41,Perfect Stamping Quality
TOYOTA-PR-3069,2080.4,20.6,59.8,8.29,1.55,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3070,1445.6,18.8,54.0,6.44,1.42,Perfect Stamping Quality
TOYOTA-PR-3071,2255.0,14.5,57.3,8.83,1.21,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3072,1695.9,15.1,45.1,7.23,1.44,Perfect Stamping Quality
TOYOTA-PR-3073,1195.3,21.4,47.4,6.45,1.4,Perfect Stamping Quality
TOYOTA-PR-3074,1542.9,25.1,56.8,6.5,1.22,Perfect Stamping Quality
TOYOTA-PR-3075,978.3,29.3,43.5,6.73,1.15,Perfect Stamping Quality
TOYOTA-PR-3076,2269.6,16.9,55.6,8.71,1.3,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3077,1328.3,27.0,49.8,6.3,1.13,Perfect Stamping Quality
TOYOTA-PR-3078,1830.4,26.6,57.2,7.53,1.33,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3079,1184.4,24.3,52.1,5.7,1.37,Perfect Stamping Quality
TOYOTA-PR-3080,1868.2,25.2,48.9,7.04,1.1,Perfect Stamping Quality
TOYOTA-PR-3081,1678.3,26.3,52.4,7.51,1.21,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3082,1908.4,30.4,50.2,7.59,1.57,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3083,1602.0,26.8,53.5,6.98,1.47,Perfect Stamping Quality
TOYOTA-PR-3084,1966.9,15.7,50.2,7.28,1.19,Perfect Stamping Quality
TOYOTA-PR-3085,1986.2,20.7,57.1,8.04,1.37,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3086,1971.1,25.6,56.0,6.85,1.33,Perfect Stamping Quality
TOYOTA-PR-3087,2047.9,30.4,57.3,8.65,1.39,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3088,1071.0,20.3,40.9,5.49,1.11,Perfect Stamping Quality
TOYOTA-PR-3089,1669.7,14.9,50.2,6.81,1.5,Perfect Stamping Quality
TOYOTA-PR-3090,1314.7,21.8,45.6,6.46,1.5,Perfect Stamping Quality
TOYOTA-PR-3091,2290.7,27.5,61.0,7.51,1.21,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3092,2169.2,18.1,61.2,7.81,1.67,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3093,1312.3,29.9,49.3,6.11,1.53,Perfect Stamping Quality
TOYOTA-PR-3094,1921.7,14.5,54.8,6.67,1.33,Perfect Stamping Quality
TOYOTA-PR-3095,1095.4,30.9,46.7,5.85,1.29,Perfect Stamping Quality
TOYOTA-PR-3096,2228.6,24.2,59.0,8.07,1.31,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3097,1320.4,17.9,50.4,6.58,1.19,Perfect Stamping Quality
TOYOTA-PR-3098,1372.3,21.9,50.0,5.98,1.43,Perfect Stamping Quality
TOYOTA-PR-3099,1187.9,18.9,46.8,5.53,1.36,Perfect Stamping Quality
TOYOTA-PR-3100,1382.1,15.9,49.7,6.29,1.3,Perfect Stamping Quality
TOYOTA-PR-3101,1129.3,14.9,51.5,5.7,1.3,Perfect Stamping Quality
TOYOTA-PR-3102,1442.5,19.2,53.9,5.96,1.56,Perfect Stamping Quality
TOYOTA-PR-3103,2056.0,27.2,51.1,7.27,1.25,Perfect Stamping Quality
TOYOTA-PR-3104,1779.8,30.4,53.6,6.02,1.46,Perfect Stamping Quality
TOYOTA-PR-3105,1947.0,31.9,54.4,7.15,1.56,Perfect Stamping Quality
TOYOTA-PR-3106,1358.5,28.0,52.2,7.4,1.54,Perfect Stamping Quality
TOYOTA-PR-3107,2159.1,18.8,59.2,7.93,1.22,Sheet Metal Micro-Tear Risk
TOYOTA-PR-3108,995.0,14.8,47.7,6.1,1.13,Perfect Stamping Quality
