Terrain_Run_ID,Wheel_Slip_Ratio_pct,Soil_Shear_Strength_kPa,ATPC_Crawl_Speed_kmh,Wheel_Articulation_Travel_mm,Terrain_Classification
DEFENDER-ATPC-2543,16.4,72.0,6.3,128.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2544,5.0,85.8,7.7,389.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2545,30.8,38.8,3.0,454.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2546,38.6,22.8,1.0,473.3,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2547,3.3,77.7,7.3,192.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2548,39.7,19.5,1.0,236.3,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2549,31.6,30.8,1.7,433.3,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2550,34.0,83.5,5.0,248.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2551,18.4,71.6,5.9,380.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2552,12.4,33.7,3.4,344.5,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2553,39.5,20.0,1.0,354.1,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2554,29.7,35.5,2.6,420.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2555,22.4,75.7,5.9,262.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2556,29.8,70.2,4.6,417.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2557,25.2,90.7,6.9,337.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2558,25.8,36.8,2.9,383.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2559,4.7,16.5,3.0,229.8,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2560,19.7,71.0,5.4,265.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2561,28.6,38.4,2.3,382.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2562,24.2,70.0,5.7,224.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2563,19.2,38.1,3.5,468.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2564,12.0,74.2,6.2,425.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2565,11.9,62.4,5.2,430.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2566,6.7,60.3,5.6,285.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2567,27.4,72.8,5.5,275.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2568,31.3,36.0,2.3,263.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2569,29.8,38.3,3.1,258.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2570,20.7,59.4,4.5,457.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2571,3.9,83.2,7.1,138.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2572,7.3,53.4,4.7,301.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2573,21.2,18.0,2.2,461.6,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2574,35.0,32.9,1.8,384.0,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2575,15.8,45.8,4.0,351.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2576,39.0,33.6,1.8,320.2,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2577,36.7,17.1,1.0,240.4,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2578,7.3,88.3,6.9,303.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2579,2.1,64.8,5.8,395.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2580,3.6,67.3,6.2,327.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2581,36.3,16.4,1.0,350.2,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2582,35.5,66.7,4.0,317.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2583,37.7,35.8,2.0,248.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2584,8.7,59.1,5.2,275.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2585,8.7,22.2,4.0,245.1,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2586,27.6,43.2,2.9,254.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2587,6.9,70.7,6.2,246.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2588,28.1,89.2,6.0,449.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2589,14.2,75.7,5.9,305.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2590,18.9,29.9,2.8,146.6,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2591,26.9,18.5,1.4,166.0,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2592,26.6,91.0,6.4,150.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2593,36.4,63.5,4.2,346.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2594,22.3,29.5,2.0,242.3,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2595,40.2,87.7,5.6,287.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2596,39.0,57.8,4.3,414.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2597,19.2,52.6,4.6,463.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2598,10.4,84.8,7.4,328.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2599,6.5,69.9,6.2,415.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2600,13.7,70.5,6.3,307.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2601,2.5,37.9,4.0,155.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2602,4.3,58.7,5.5,335.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2603,37.9,82.0,5.3,445.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2604,27.8,34.9,3.0,404.1,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2605,21.8,92.2,7.0,275.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2606,5.5,91.8,7.4,355.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2607,38.8,47.3,2.9,246.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2608,3.6,36.1,3.4,289.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2609,23.5,26.0,1.9,445.0,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2610,20.6,92.5,6.2,257.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2611,29.4,37.5,3.5,467.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2612,39.4,65.1,4.3,340.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2613,9.4,37.3,3.6,320.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2614,23.6,36.7,3.2,179.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2615,28.8,63.2,4.4,352.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2616,39.2,82.3,5.4,195.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2617,19.0,26.9,2.5,141.7,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2618,33.5,83.4,5.4,253.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2619,9.6,85.2,7.0,132.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2620,24.1,77.4,5.7,427.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2621,6.4,81.3,7.0,280.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2622,2.8,16.5,2.7,192.8,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2623,34.5,40.3,2.6,343.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2624,29.0,60.6,4.4,353.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2625,28.5,29.1,2.1,445.3,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2626,6.0,27.6,2.9,356.2,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2627,29.8,75.9,5.4,323.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2628,17.7,27.1,2.7,219.4,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2629,3.0,82.7,7.4,387.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2630,3.2,34.4,4.3,127.0,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2631,24.3,21.8,1.6,362.9,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2632,33.6,73.0,5.5,292.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2633,16.2,61.6,5.0,363.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2634,39.1,73.1,4.6,215.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2635,21.0,36.7,2.8,223.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2636,40.4,75.9,4.6,437.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2637,28.2,84.0,6.1,410.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2638,4.7,44.6,4.9,177.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2639,21.0,24.1,2.8,354.0,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2640,35.1,78.1,5.0,315.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2641,25.5,93.3,7.1,370.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2642,19.6,22.7,2.2,434.9,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2643,32.6,64.0,4.2,401.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2644,19.2,60.9,5.0,214.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2645,16.8,84.3,6.9,406.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2646,25.7,32.4,2.2,408.4,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2647,20.9,18.2,1.7,430.4,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2648,22.8,70.4,5.7,408.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2649,13.2,53.7,4.9,294.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2650,4.7,16.2,3.0,477.0,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2651,3.2,63.9,6.5,203.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2652,34.9,53.2,3.2,224.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2653,16.5,16.0,2.0,299.6,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2654,41.4,20.1,1.0,327.0,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2655,4.6,63.2,5.7,395.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2656,38.5,68.5,4.3,255.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2657,4.2,43.9,4.8,351.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2658,39.8,47.3,2.6,322.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2659,20.4,67.7,5.6,372.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2660,8.2,27.9,3.0,245.0,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2661,34.2,68.2,4.5,384.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2662,3.1,58.1,5.7,410.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2663,19.5,42.7,3.5,414.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2664,31.8,72.2,4.9,384.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2665,10.9,64.0,5.4,207.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2666,22.1,59.7,4.4,337.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2667,2.1,77.4,6.7,375.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2668,8.6,60.4,5.5,336.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2669,20.8,83.1,6.0,442.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2670,37.6,24.2,1.1,321.9,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2671,17.1,73.1,5.9,389.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2672,17.5,72.6,5.8,140.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2673,21.4,31.4,2.7,273.3,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2674,15.0,91.0,7.3,397.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2675,30.1,50.0,3.4,327.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2676,21.4,44.3,3.7,449.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2677,20.8,76.5,6.0,256.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2678,31.5,69.7,4.4,338.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2679,23.5,35.2,2.8,419.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2680,32.4,73.2,4.4,219.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2681,28.9,34.9,2.5,159.0,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2682,37.8,39.5,2.4,257.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2683,37.3,37.2,2.7,323.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2684,40.8,17.4,1.0,367.9,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2685,41.6,54.4,3.3,326.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2686,8.8,19.0,2.8,184.4,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2687,8.4,47.0,4.4,120.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2688,29.4,84.7,5.7,438.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2689,9.7,32.3,3.3,167.0,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2690,4.5,56.4,5.0,243.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2691,33.8,50.5,3.2,201.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2692,17.4,62.8,4.9,174.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2693,12.7,40.5,3.9,139.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2694,28.9,55.4,4.1,405.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2695,4.3,55.9,5.4,418.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2696,15.5,27.7,3.0,379.7,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2697,27.3,81.0,6.0,417.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2698,17.3,28.0,3.2,369.7,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2699,18.5,38.4,3.3,422.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2700,4.2,59.8,6.0,347.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2701,12.6,62.1,5.1,237.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2702,31.3,45.8,2.6,149.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2703,32.6,55.6,3.5,234.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2704,10.1,57.5,4.6,176.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2705,9.3,24.0,3.0,254.6,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2706,38.1,94.1,5.4,358.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2707,26.3,83.2,6.5,243.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2708,36.4,52.9,3.7,217.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2709,31.6,49.2,3.3,331.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2710,4.0,17.1,3.0,198.9,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2711,12.8,46.9,4.1,434.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2712,41.4,38.8,2.1,277.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2713,16.4,23.8,2.6,401.3,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2714,5.7,87.7,7.9,347.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2715,29.1,54.0,4.0,184.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2716,37.9,81.7,5.4,309.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2717,19.5,44.4,3.4,204.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2718,28.7,34.2,2.6,419.5,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2719,13.4,59.6,5.0,147.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2720,12.3,22.3,2.7,397.9,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2721,33.4,48.7,3.5,226.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2722,28.1,73.8,5.3,438.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2723,6.2,82.7,7.0,367.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2724,14.3,54.6,4.7,328.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2725,14.5,88.1,7.3,195.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2726,30.4,32.4,1.6,220.6,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2727,38.1,88.9,5.8,279.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2728,10.7,92.3,7.7,156.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2729,11.8,30.2,3.0,261.4,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2730,19.1,62.2,4.6,192.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2731,28.1,87.6,5.8,138.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2732,10.2,93.7,7.8,365.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2733,22.4,63.9,4.7,249.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2734,8.7,21.2,2.8,418.4,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2735,12.7,58.6,5.2,232.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2736,20.5,90.4,6.5,235.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2737,20.3,75.9,5.5,138.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2738,5.5,80.8,6.6,391.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2739,11.2,89.6,6.9,189.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2740,12.1,90.5,7.2,219.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2741,37.9,32.2,2.0,338.6,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2742,16.5,41.8,3.5,475.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2743,27.4,49.7,3.8,360.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2744,33.9,42.0,3.4,292.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2745,13.6,89.8,7.1,469.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2746,38.0,92.4,5.7,427.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2747,11.2,49.1,4.7,394.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2748,23.2,82.4,6.0,425.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2749,6.1,47.4,4.7,368.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2750,32.8,87.9,6.0,357.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2751,12.7,76.1,6.0,259.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2752,29.7,46.8,2.9,401.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2753,5.5,60.1,6.0,467.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2754,23.1,59.8,4.6,146.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2755,36.4,81.2,5.5,453.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2756,19.4,18.7,1.9,229.2,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2757,10.4,78.1,6.9,326.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2758,14.8,57.4,4.1,341.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2759,40.3,26.9,1.2,195.1,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2760,3.8,62.0,5.5,319.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2761,31.1,57.8,3.3,406.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2762,36.0,64.1,3.6,238.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2763,16.4,70.4,5.1,422.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2764,5.9,65.8,5.6,171.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2765,13.4,92.7,7.0,359.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2766,29.6,77.1,5.2,243.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2767,21.7,77.2,5.7,468.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2768,27.2,34.2,2.6,309.7,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2769,37.6,76.5,4.7,348.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2770,36.0,59.6,3.7,377.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2771,3.2,55.9,5.2,455.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2772,15.4,56.5,4.7,369.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2773,27.1,89.5,6.3,346.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2774,37.3,45.2,2.4,193.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2775,11.1,91.3,7.8,384.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2776,33.9,50.4,3.7,208.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2777,12.5,56.8,4.6,366.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2778,37.7,47.1,2.8,300.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2779,19.5,49.3,4.0,243.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2780,39.4,60.5,3.1,363.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2781,27.5,73.2,5.1,265.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2782,27.0,69.5,4.7,146.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2783,36.9,47.4,2.6,266.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2784,18.6,75.5,5.8,287.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2785,29.1,44.8,2.9,428.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2786,4.5,37.3,4.0,162.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2787,7.9,50.3,4.7,421.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2788,33.6,65.3,3.5,203.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2789,25.3,75.7,5.9,163.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2790,9.4,17.9,2.9,333.8,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2791,38.3,72.7,3.9,382.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2792,17.6,54.6,4.5,189.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2793,20.2,68.0,5.6,189.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2794,19.1,45.9,3.6,345.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2795,34.4,68.3,4.4,152.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2796,2.6,86.0,7.5,365.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2797,27.9,49.7,3.4,342.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2798,14.5,29.3,2.9,420.9,Deep Sand / Mud Bog Ruts Active
