Fleet_Event_ID,Vehicle_Speed_mph,Sun_Glare_Angle_deg,Road_Curvature_deg,Camera_Inference_Latency_ms,Human_AI_Disparity_deg,Autonomy_Alignment
TESLA-SHADOW-2644,27.8,6.6,8.4,22.5,3.21,Seamless Autonomous Alignment
TESLA-SHADOW-2645,70.2,76.6,12.2,30.7,4.61,Shadow Disengagement Triggered
TESLA-SHADOW-2646,68.3,36.8,33.9,22.9,2.06,Seamless Autonomous Alignment
TESLA-SHADOW-2647,55.1,61.2,11.7,25.6,3.92,Seamless Autonomous Alignment
TESLA-SHADOW-2648,52.7,76.6,32.4,22.1,2.66,Seamless Autonomous Alignment
TESLA-SHADOW-2649,53.1,70.3,33.5,30.4,0.72,Shadow Disengagement Triggered
TESLA-SHADOW-2650,67.3,24.0,25.8,28.8,3.23,Seamless Autonomous Alignment
TESLA-SHADOW-2651,42.4,16.4,4.5,30.6,2.89,Seamless Autonomous Alignment
TESLA-SHADOW-2652,25.3,39.3,14.6,26.6,4.78,Shadow Disengagement Triggered
TESLA-SHADOW-2653,62.9,1.8,29.0,22.1,0.83,Seamless Autonomous Alignment
TESLA-SHADOW-2654,51.2,2.0,1.7,23.4,2.2,Seamless Autonomous Alignment
TESLA-SHADOW-2655,66.0,88.1,19.1,25.6,3.72,Seamless Autonomous Alignment
TESLA-SHADOW-2656,44.5,64.2,26.7,22.5,1.42,Seamless Autonomous Alignment
TESLA-SHADOW-2657,26.6,76.4,12.8,25.4,2.32,Seamless Autonomous Alignment
TESLA-SHADOW-2658,61.6,66.2,18.1,30.0,1.36,Seamless Autonomous Alignment
TESLA-SHADOW-2659,37.5,4.5,28.6,25.8,0.73,Seamless Autonomous Alignment
TESLA-SHADOW-2660,50.0,80.9,14.6,26.3,1.86,Seamless Autonomous Alignment
TESLA-SHADOW-2661,42.5,80.5,9.4,27.1,6.18,Shadow Disengagement Triggered
TESLA-SHADOW-2662,64.0,25.8,5.0,43.0,2.4,Seamless Autonomous Alignment
TESLA-SHADOW-2663,57.3,11.0,14.1,26.4,1.01,Seamless Autonomous Alignment
TESLA-SHADOW-2664,70.5,11.7,6.6,24.1,0.26,Seamless Autonomous Alignment
TESLA-SHADOW-2665,74.5,58.2,23.0,29.6,2.3,Seamless Autonomous Alignment
TESLA-SHADOW-2666,69.2,53.7,18.6,32.7,4.28,Seamless Autonomous Alignment
TESLA-SHADOW-2667,58.9,17.5,23.8,34.7,0.48,Seamless Autonomous Alignment
TESLA-SHADOW-2668,42.2,48.4,20.0,25.1,2.13,Seamless Autonomous Alignment
TESLA-SHADOW-2669,74.7,5.2,8.6,25.5,1.21,Seamless Autonomous Alignment
TESLA-SHADOW-2670,35.9,85.5,3.3,30.0,4.88,Shadow Disengagement Triggered
TESLA-SHADOW-2671,60.5,73.0,7.4,27.1,0.26,Seamless Autonomous Alignment
TESLA-SHADOW-2672,74.2,82.4,22.6,24.1,1.76,Seamless Autonomous Alignment
TESLA-SHADOW-2673,56.8,65.7,29.6,23.9,1.45,Seamless Autonomous Alignment
TESLA-SHADOW-2674,28.7,51.7,11.1,26.8,3.68,Seamless Autonomous Alignment
TESLA-SHADOW-2675,54.6,49.0,1.4,28.8,2.26,Seamless Autonomous Alignment
TESLA-SHADOW-2676,26.8,11.9,19.6,43.0,4.34,Seamless Autonomous Alignment
TESLA-SHADOW-2677,44.1,60.8,6.3,28.1,1.88,Seamless Autonomous Alignment
TESLA-SHADOW-2678,46.1,35.0,4.3,24.4,2.74,Seamless Autonomous Alignment
TESLA-SHADOW-2679,35.3,66.0,13.0,31.9,1.37,Seamless Autonomous Alignment
TESLA-SHADOW-2680,36.6,55.7,30.5,22.2,4.07,Seamless Autonomous Alignment
TESLA-SHADOW-2681,36.0,74.8,11.4,23.9,3.08,Seamless Autonomous Alignment
TESLA-SHADOW-2682,37.6,0.3,0.5,23.5,0.4,Seamless Autonomous Alignment
TESLA-SHADOW-2683,60.5,62.3,11.1,26.8,0.17,Seamless Autonomous Alignment
TESLA-SHADOW-2684,42.2,85.1,6.0,28.1,3.45,Seamless Autonomous Alignment
TESLA-SHADOW-2685,48.0,21.6,0.8,23.0,1.04,Seamless Autonomous Alignment
TESLA-SHADOW-2686,25.2,41.5,16.8,22.2,1.19,Seamless Autonomous Alignment
TESLA-SHADOW-2687,37.0,21.0,21.8,25.3,0.37,Seamless Autonomous Alignment
TESLA-SHADOW-2688,63.5,58.9,3.4,30.6,2.41,Seamless Autonomous Alignment
TESLA-SHADOW-2689,70.8,17.3,8.5,25.3,1.14,Seamless Autonomous Alignment
TESLA-SHADOW-2690,72.4,41.1,19.1,22.8,0.64,Seamless Autonomous Alignment
TESLA-SHADOW-2691,63.8,42.8,34.9,28.4,0.89,Seamless Autonomous Alignment
TESLA-SHADOW-2692,41.5,43.5,16.7,25.5,1.99,Seamless Autonomous Alignment
TESLA-SHADOW-2693,74.1,17.5,12.7,24.8,1.53,Seamless Autonomous Alignment
TESLA-SHADOW-2694,49.0,13.1,33.9,25.6,2.36,Seamless Autonomous Alignment
TESLA-SHADOW-2695,42.3,66.3,14.7,22.1,3.65,Seamless Autonomous Alignment
TESLA-SHADOW-2696,74.9,17.8,26.4,22.1,0.33,Seamless Autonomous Alignment
TESLA-SHADOW-2697,35.2,79.8,2.9,24.1,3.18,Seamless Autonomous Alignment
TESLA-SHADOW-2698,30.3,89.7,25.3,29.1,2.1,Seamless Autonomous Alignment
TESLA-SHADOW-2699,32.7,9.2,5.2,27.1,1.47,Seamless Autonomous Alignment
TESLA-SHADOW-2700,55.7,29.2,28.2,22.0,0.72,Seamless Autonomous Alignment
TESLA-SHADOW-2701,70.6,12.6,23.9,24.3,0.5,Seamless Autonomous Alignment
TESLA-SHADOW-2702,53.5,46.1,26.8,24.4,3.14,Seamless Autonomous Alignment
TESLA-SHADOW-2703,43.2,9.8,12.1,32.4,1.55,Seamless Autonomous Alignment
TESLA-SHADOW-2704,28.8,73.3,29.6,22.4,5.26,Shadow Disengagement Triggered
TESLA-SHADOW-2705,60.6,71.5,13.2,22.6,2.18,Seamless Autonomous Alignment
TESLA-SHADOW-2706,34.6,48.2,22.7,22.7,2.38,Seamless Autonomous Alignment
TESLA-SHADOW-2707,32.7,37.0,8.9,28.1,0.81,Seamless Autonomous Alignment
TESLA-SHADOW-2708,73.9,66.9,29.4,30.6,0.72,Seamless Autonomous Alignment
TESLA-SHADOW-2709,65.2,6.5,22.9,28.6,2.05,Seamless Autonomous Alignment
TESLA-SHADOW-2710,65.3,9.6,11.8,23.6,3.47,Seamless Autonomous Alignment
TESLA-SHADOW-2711,42.6,27.4,5.9,26.6,0.98,Seamless Autonomous Alignment
TESLA-SHADOW-2712,33.2,13.6,3.6,22.7,1.26,Seamless Autonomous Alignment
TESLA-SHADOW-2713,54.5,6.7,19.8,22.3,0.45,Seamless Autonomous Alignment
TESLA-SHADOW-2714,43.4,36.0,26.8,23.8,1.09,Seamless Autonomous Alignment
TESLA-SHADOW-2715,56.6,11.2,27.1,24.7,1.28,Seamless Autonomous Alignment
TESLA-SHADOW-2716,32.3,54.3,34.2,23.2,3.05,Seamless Autonomous Alignment
TESLA-SHADOW-2717,52.7,68.8,18.6,31.0,4.39,Seamless Autonomous Alignment
TESLA-SHADOW-2718,28.6,9.5,12.6,24.5,0.17,Seamless Autonomous Alignment
TESLA-SHADOW-2719,27.7,58.2,8.2,27.1,2.62,Seamless Autonomous Alignment
TESLA-SHADOW-2720,55.1,85.2,24.4,23.1,0.12,Seamless Autonomous Alignment
TESLA-SHADOW-2721,38.3,28.0,29.8,22.8,1.58,Seamless Autonomous Alignment
TESLA-SHADOW-2722,26.9,67.6,28.4,31.8,4.63,Shadow Disengagement Triggered
TESLA-SHADOW-2723,29.1,7.1,26.6,23.0,0.9,Seamless Autonomous Alignment
TESLA-SHADOW-2724,29.8,9.0,14.5,22.1,2.92,Seamless Autonomous Alignment
TESLA-SHADOW-2725,55.5,16.9,29.9,22.5,1.33,Seamless Autonomous Alignment
TESLA-SHADOW-2726,55.3,40.4,18.3,22.5,6.18,Shadow Disengagement Triggered
TESLA-SHADOW-2727,34.1,56.9,6.3,24.5,0.49,Seamless Autonomous Alignment
TESLA-SHADOW-2728,36.9,60.1,13.4,26.7,0.05,Seamless Autonomous Alignment
TESLA-SHADOW-2729,29.3,42.3,23.6,31.0,1.26,Seamless Autonomous Alignment
TESLA-SHADOW-2730,63.2,3.3,11.7,27.1,2.15,Seamless Autonomous Alignment
TESLA-SHADOW-2731,68.2,12.1,26.5,22.4,3.54,Seamless Autonomous Alignment
TESLA-SHADOW-2732,29.5,77.6,13.8,36.7,0.3,Shadow Disengagement Triggered
TESLA-SHADOW-2733,33.6,42.1,20.4,25.4,4.15,Seamless Autonomous Alignment
TESLA-SHADOW-2734,54.8,7.3,1.1,22.1,1.02,Seamless Autonomous Alignment
TESLA-SHADOW-2735,47.6,59.0,32.6,23.6,0.91,Seamless Autonomous Alignment
TESLA-SHADOW-2736,30.3,55.5,21.7,22.6,3.74,Seamless Autonomous Alignment
TESLA-SHADOW-2737,63.3,25.3,34.8,24.6,1.79,Seamless Autonomous Alignment
TESLA-SHADOW-2738,39.9,69.3,30.1,27.7,6.22,Shadow Disengagement Triggered
TESLA-SHADOW-2739,27.1,44.0,11.2,28.7,0.8,Seamless Autonomous Alignment
TESLA-SHADOW-2740,41.5,39.8,21.4,37.9,1.74,Seamless Autonomous Alignment
TESLA-SHADOW-2741,35.8,56.8,33.1,22.1,3.1,Seamless Autonomous Alignment
TESLA-SHADOW-2742,48.5,60.4,5.9,40.1,1.6,Seamless Autonomous Alignment
TESLA-SHADOW-2743,70.5,74.3,21.7,29.0,1.6,Seamless Autonomous Alignment
TESLA-SHADOW-2744,55.2,69.9,17.1,34.7,3.46,Seamless Autonomous Alignment
TESLA-SHADOW-2745,54.9,78.5,4.8,35.9,2.68,Shadow Disengagement Triggered
TESLA-SHADOW-2746,43.7,53.6,15.2,32.2,0.08,Seamless Autonomous Alignment
TESLA-SHADOW-2747,62.8,57.1,19.4,31.8,0.78,Seamless Autonomous Alignment
TESLA-SHADOW-2748,53.7,72.7,23.7,23.2,2.67,Seamless Autonomous Alignment
TESLA-SHADOW-2749,31.0,41.6,32.0,27.1,4.34,Seamless Autonomous Alignment
TESLA-SHADOW-2750,29.7,49.8,31.4,25.1,3.2,Seamless Autonomous Alignment
TESLA-SHADOW-2751,70.8,89.1,9.2,29.5,3.86,Seamless Autonomous Alignment
TESLA-SHADOW-2752,47.2,24.7,7.1,22.3,0.9,Seamless Autonomous Alignment
TESLA-SHADOW-2753,47.5,76.2,31.8,27.1,2.74,Seamless Autonomous Alignment
TESLA-SHADOW-2754,71.3,41.5,1.8,23.2,3.43,Seamless Autonomous Alignment
TESLA-SHADOW-2755,40.8,26.2,2.3,29.5,0.64,Seamless Autonomous Alignment
TESLA-SHADOW-2756,36.0,84.0,16.3,29.5,3.35,Seamless Autonomous Alignment
TESLA-SHADOW-2757,39.7,19.7,34.8,38.7,0.36,Seamless Autonomous Alignment
TESLA-SHADOW-2758,57.6,27.9,25.9,23.5,2.11,Seamless Autonomous Alignment
TESLA-SHADOW-2759,69.8,37.9,30.5,30.3,3.71,Seamless Autonomous Alignment
TESLA-SHADOW-2760,51.7,74.7,27.9,25.3,4.52,Shadow Disengagement Triggered
TESLA-SHADOW-2761,52.7,54.9,23.7,37.2,4.31,Seamless Autonomous Alignment
TESLA-SHADOW-2762,42.0,53.2,23.7,22.5,0.91,Seamless Autonomous Alignment
TESLA-SHADOW-2763,60.2,83.4,24.1,33.2,2.17,Shadow Disengagement Triggered
TESLA-SHADOW-2764,45.8,16.1,19.6,22.4,2.1,Seamless Autonomous Alignment
TESLA-SHADOW-2765,64.9,52.5,31.7,22.4,0.07,Seamless Autonomous Alignment
TESLA-SHADOW-2766,50.3,45.8,4.2,24.8,1.69,Seamless Autonomous Alignment
TESLA-SHADOW-2767,34.4,28.2,29.1,30.7,5.5,Shadow Disengagement Triggered
TESLA-SHADOW-2768,31.3,18.1,32.0,22.2,1.43,Seamless Autonomous Alignment
TESLA-SHADOW-2769,32.4,77.3,12.4,24.8,2.39,Seamless Autonomous Alignment
TESLA-SHADOW-2770,50.4,12.4,28.7,39.2,0.32,Seamless Autonomous Alignment
TESLA-SHADOW-2771,45.7,60.4,7.4,22.0,2.32,Seamless Autonomous Alignment
TESLA-SHADOW-2772,48.9,46.7,7.3,24.5,2.38,Seamless Autonomous Alignment
TESLA-SHADOW-2773,26.3,57.7,16.8,25.7,4.27,Seamless Autonomous Alignment
TESLA-SHADOW-2774,52.2,46.2,19.4,23.3,2.43,Seamless Autonomous Alignment
TESLA-SHADOW-2775,36.3,11.0,17.6,23.7,1.85,Seamless Autonomous Alignment
TESLA-SHADOW-2776,66.4,50.0,33.6,30.4,4.84,Shadow Disengagement Triggered
TESLA-SHADOW-2777,63.7,85.0,9.3,25.3,5.72,Shadow Disengagement Triggered
TESLA-SHADOW-2778,40.1,21.4,33.8,24.2,0.95,Seamless Autonomous Alignment
TESLA-SHADOW-2779,49.5,67.1,18.5,23.0,2.21,Seamless Autonomous Alignment
TESLA-SHADOW-2780,46.4,38.0,22.2,25.7,3.45,Seamless Autonomous Alignment
TESLA-SHADOW-2781,25.7,6.2,24.8,26.3,4.53,Shadow Disengagement Triggered
TESLA-SHADOW-2782,36.3,18.7,33.2,28.0,2.42,Seamless Autonomous Alignment
TESLA-SHADOW-2783,45.3,43.3,20.9,31.8,1.7,Seamless Autonomous Alignment
TESLA-SHADOW-2784,44.3,60.4,2.0,29.2,1.37,Seamless Autonomous Alignment
TESLA-SHADOW-2785,53.6,0.4,26.0,29.9,1.24,Seamless Autonomous Alignment
TESLA-SHADOW-2786,48.1,3.1,10.0,30.6,4.17,Seamless Autonomous Alignment
TESLA-SHADOW-2787,26.6,20.6,4.6,25.5,0.52,Seamless Autonomous Alignment
TESLA-SHADOW-2788,25.9,24.3,23.5,24.3,1.23,Seamless Autonomous Alignment
TESLA-SHADOW-2789,75.0,85.0,25.0,26.1,5.89,Shadow Disengagement Triggered
TESLA-SHADOW-2790,36.7,87.2,13.6,25.9,1.04,Seamless Autonomous Alignment
TESLA-SHADOW-2791,52.7,34.5,8.9,27.7,6.04,Shadow Disengagement Triggered
TESLA-SHADOW-2792,54.2,42.3,24.6,25.0,3.26,Seamless Autonomous Alignment
TESLA-SHADOW-2793,43.1,68.5,2.8,25.0,2.4,Seamless Autonomous Alignment
TESLA-SHADOW-2794,63.6,67.7,32.2,26.9,3.0,Seamless Autonomous Alignment
TESLA-SHADOW-2795,26.6,18.3,3.0,22.4,3.21,Seamless Autonomous Alignment
TESLA-SHADOW-2796,32.5,15.5,29.1,22.8,4.16,Seamless Autonomous Alignment
TESLA-SHADOW-2797,61.5,81.7,7.6,28.3,1.31,Seamless Autonomous Alignment
TESLA-SHADOW-2798,58.0,58.6,2.9,26.8,3.3,Seamless Autonomous Alignment
TESLA-SHADOW-2799,64.0,4.4,13.5,23.0,0.18,Seamless Autonomous Alignment
TESLA-SHADOW-2800,31.9,10.9,23.7,28.1,1.38,Seamless Autonomous Alignment
TESLA-SHADOW-2801,27.0,54.2,25.2,46.1,4.48,Seamless Autonomous Alignment
TESLA-SHADOW-2802,65.0,57.4,22.4,32.6,3.91,Seamless Autonomous Alignment
TESLA-SHADOW-2803,25.1,85.0,22.5,33.8,1.6,Shadow Disengagement Triggered
TESLA-SHADOW-2804,59.3,19.2,4.5,22.6,0.54,Seamless Autonomous Alignment
TESLA-SHADOW-2805,43.9,13.6,4.9,23.5,0.57,Seamless Autonomous Alignment
TESLA-SHADOW-2806,57.9,42.0,1.7,28.2,0.15,Seamless Autonomous Alignment
TESLA-SHADOW-2807,50.2,8.0,27.7,23.6,3.81,Seamless Autonomous Alignment
TESLA-SHADOW-2808,62.4,43.0,20.2,25.4,1.29,Seamless Autonomous Alignment
TESLA-SHADOW-2809,36.2,40.6,16.6,26.3,0.73,Seamless Autonomous Alignment
TESLA-SHADOW-2810,45.9,3.8,25.1,28.2,0.75,Seamless Autonomous Alignment
TESLA-SHADOW-2811,49.0,40.5,17.4,28.6,1.75,Seamless Autonomous Alignment
TESLA-SHADOW-2812,56.4,67.9,29.0,29.8,2.1,Seamless Autonomous Alignment
TESLA-SHADOW-2813,72.0,21.8,6.3,22.1,2.35,Seamless Autonomous Alignment
TESLA-SHADOW-2814,38.6,88.2,8.6,24.9,0.04,Seamless Autonomous Alignment
TESLA-SHADOW-2815,41.6,34.9,5.0,22.4,1.77,Seamless Autonomous Alignment
TESLA-SHADOW-2816,50.5,14.1,3.5,24.3,2.46,Seamless Autonomous Alignment
TESLA-SHADOW-2817,35.6,45.0,22.1,23.9,0.3,Seamless Autonomous Alignment
TESLA-SHADOW-2818,47.7,6.0,2.3,23.2,0.11,Seamless Autonomous Alignment
TESLA-SHADOW-2819,63.9,68.0,6.6,22.9,1.95,Seamless Autonomous Alignment
TESLA-SHADOW-2820,31.9,75.5,30.5,24.1,4.16,Seamless Autonomous Alignment
TESLA-SHADOW-2821,31.6,68.5,4.2,31.0,3.57,Seamless Autonomous Alignment
TESLA-SHADOW-2822,72.9,4.3,18.3,22.6,3.94,Seamless Autonomous Alignment
TESLA-SHADOW-2823,58.3,88.6,1.0,22.8,0.24,Seamless Autonomous Alignment
TESLA-SHADOW-2824,72.8,14.8,3.4,28.8,1.34,Seamless Autonomous Alignment
TESLA-SHADOW-2825,54.1,85.1,20.7,22.2,1.14,Seamless Autonomous Alignment
TESLA-SHADOW-2826,44.0,38.0,26.7,28.3,2.76,Seamless Autonomous Alignment
TESLA-SHADOW-2827,44.8,59.5,17.6,25.2,1.91,Seamless Autonomous Alignment
TESLA-SHADOW-2828,26.9,71.5,21.9,22.2,0.19,Seamless Autonomous Alignment
TESLA-SHADOW-2829,70.4,67.0,12.2,26.5,4.65,Shadow Disengagement Triggered
TESLA-SHADOW-2830,42.1,88.9,19.1,28.1,4.0,Seamless Autonomous Alignment
TESLA-SHADOW-2831,66.9,73.2,22.7,25.1,3.19,Seamless Autonomous Alignment
TESLA-SHADOW-2832,68.8,70.0,24.9,25.9,2.38,Seamless Autonomous Alignment
TESLA-SHADOW-2833,30.7,38.1,2.0,24.5,0.53,Seamless Autonomous Alignment
TESLA-SHADOW-2834,56.2,53.0,11.9,35.5,0.53,Seamless Autonomous Alignment
TESLA-SHADOW-2835,37.2,30.6,2.0,25.6,0.21,Seamless Autonomous Alignment
TESLA-SHADOW-2836,26.5,27.3,17.2,27.6,2.32,Seamless Autonomous Alignment
TESLA-SHADOW-2837,27.3,20.8,3.9,23.2,1.25,Seamless Autonomous Alignment
TESLA-SHADOW-2838,41.4,80.8,12.8,23.5,2.46,Seamless Autonomous Alignment
TESLA-SHADOW-2839,47.5,73.2,21.7,22.1,4.02,Seamless Autonomous Alignment
TESLA-SHADOW-2840,50.9,55.8,9.1,32.3,1.89,Seamless Autonomous Alignment
TESLA-SHADOW-2841,70.1,76.3,29.6,24.8,2.82,Seamless Autonomous Alignment
TESLA-SHADOW-2842,50.5,42.5,28.7,22.9,2.74,Seamless Autonomous Alignment
TESLA-SHADOW-2843,39.0,83.6,5.0,22.9,1.97,Seamless Autonomous Alignment
TESLA-SHADOW-2844,53.6,4.5,29.3,22.5,3.37,Seamless Autonomous Alignment
TESLA-SHADOW-2845,32.4,43.5,16.4,24.3,0.07,Seamless Autonomous Alignment
TESLA-SHADOW-2846,69.7,30.5,4.3,29.6,0.19,Seamless Autonomous Alignment
TESLA-SHADOW-2847,61.6,25.9,31.2,25.8,1.39,Seamless Autonomous Alignment
TESLA-SHADOW-2848,25.5,72.1,27.3,22.4,3.14,Seamless Autonomous Alignment
TESLA-SHADOW-2849,40.1,24.4,16.1,23.5,0.32,Seamless Autonomous Alignment
TESLA-SHADOW-2850,47.1,62.5,29.3,29.2,0.01,Seamless Autonomous Alignment
TESLA-SHADOW-2851,60.3,52.7,32.6,23.1,3.46,Seamless Autonomous Alignment
TESLA-SHADOW-2852,72.8,60.1,27.1,24.2,1.57,Seamless Autonomous Alignment
TESLA-SHADOW-2853,61.4,24.9,3.1,27.6,0.48,Seamless Autonomous Alignment
TESLA-SHADOW-2854,29.9,14.6,2.5,22.7,0.5,Seamless Autonomous Alignment
TESLA-SHADOW-2855,73.0,33.5,9.8,35.6,5.45,Shadow Disengagement Triggered
TESLA-SHADOW-2856,31.5,64.8,3.4,23.4,2.34,Seamless Autonomous Alignment
TESLA-SHADOW-2857,74.7,31.6,0.8,22.2,3.77,Seamless Autonomous Alignment
TESLA-SHADOW-2858,52.9,71.0,15.0,23.8,1.2,Seamless Autonomous Alignment
TESLA-SHADOW-2859,35.3,31.0,5.6,26.2,0.08,Seamless Autonomous Alignment
TESLA-SHADOW-2860,29.4,53.6,24.3,26.5,6.14,Shadow Disengagement Triggered
TESLA-SHADOW-2861,56.4,74.3,31.1,36.4,2.9,Shadow Disengagement Triggered
TESLA-SHADOW-2862,62.3,22.0,29.6,26.2,0.03,Seamless Autonomous Alignment
TESLA-SHADOW-2863,68.4,3.2,4.2,29.2,1.37,Seamless Autonomous Alignment
TESLA-SHADOW-2864,63.8,1.4,20.8,26.6,0.84,Seamless Autonomous Alignment
TESLA-SHADOW-2865,55.0,84.9,33.7,27.3,3.37,Seamless Autonomous Alignment
TESLA-SHADOW-2866,54.0,88.6,16.0,32.0,1.41,Shadow Disengagement Triggered
TESLA-SHADOW-2867,26.8,28.9,13.7,23.3,2.48,Seamless Autonomous Alignment
TESLA-SHADOW-2868,41.1,13.3,25.7,22.9,4.51,Shadow Disengagement Triggered
TESLA-SHADOW-2869,28.9,89.3,31.7,24.4,0.59,Seamless Autonomous Alignment
TESLA-SHADOW-2870,32.0,12.3,2.3,24.3,1.73,Seamless Autonomous Alignment
TESLA-SHADOW-2871,26.2,2.3,31.9,25.5,1.36,Seamless Autonomous Alignment
TESLA-SHADOW-2872,58.8,39.2,21.2,26.7,1.55,Seamless Autonomous Alignment
TESLA-SHADOW-2873,72.1,50.9,2.3,29.0,2.53,Seamless Autonomous Alignment
TESLA-SHADOW-2874,35.9,18.4,14.1,23.8,1.62,Seamless Autonomous Alignment
TESLA-SHADOW-2875,37.7,7.4,0.3,22.3,0.45,Seamless Autonomous Alignment
TESLA-SHADOW-2876,40.8,35.4,22.8,24.7,3.15,Seamless Autonomous Alignment
TESLA-SHADOW-2877,67.7,61.8,32.6,23.4,4.72,Shadow Disengagement Triggered
TESLA-SHADOW-2878,41.9,66.5,2.6,22.3,1.46,Seamless Autonomous Alignment
TESLA-SHADOW-2879,72.7,12.2,26.0,27.3,0.06,Seamless Autonomous Alignment
TESLA-SHADOW-2880,31.6,13.3,27.9,25.8,0.75,Seamless Autonomous Alignment
TESLA-SHADOW-2881,73.2,6.9,28.1,23.8,1.86,Seamless Autonomous Alignment
TESLA-SHADOW-2882,33.2,77.9,1.4,25.5,2.76,Seamless Autonomous Alignment
TESLA-SHADOW-2883,54.2,88.8,19.7,24.1,1.72,Seamless Autonomous Alignment
TESLA-SHADOW-2884,72.3,1.3,34.5,22.3,0.11,Seamless Autonomous Alignment
TESLA-SHADOW-2885,61.9,4.6,13.8,27.8,1.98,Seamless Autonomous Alignment
TESLA-SHADOW-2886,68.5,48.7,10.9,23.3,1.8,Seamless Autonomous Alignment
TESLA-SHADOW-2887,61.3,62.7,21.6,23.5,4.11,Seamless Autonomous Alignment
TESLA-SHADOW-2888,38.6,36.3,26.1,23.5,5.44,Shadow Disengagement Triggered
TESLA-SHADOW-2889,44.5,18.0,22.6,24.1,2.62,Seamless Autonomous Alignment
TESLA-SHADOW-2890,65.0,31.0,9.8,31.0,1.29,Seamless Autonomous Alignment
TESLA-SHADOW-2891,25.2,61.6,27.0,29.5,4.63,Shadow Disengagement Triggered
TESLA-SHADOW-2892,74.1,5.2,13.3,22.5,1.24,Seamless Autonomous Alignment
TESLA-SHADOW-2893,37.5,63.1,23.6,24.1,1.61,Seamless Autonomous Alignment
TESLA-SHADOW-2894,53.7,27.4,17.5,22.0,0.24,Seamless Autonomous Alignment
TESLA-SHADOW-2895,67.5,41.3,17.6,29.6,2.48,Seamless Autonomous Alignment
TESLA-SHADOW-2896,41.8,35.0,21.9,27.1,1.04,Seamless Autonomous Alignment
TESLA-SHADOW-2897,54.9,16.5,11.4,22.9,3.01,Seamless Autonomous Alignment
TESLA-SHADOW-2898,54.7,32.0,24.3,24.1,1.51,Seamless Autonomous Alignment
TESLA-SHADOW-2899,43.3,81.0,22.6,23.4,4.64,Shadow Disengagement Triggered
TESLA-SHADOW-2900,44.3,14.3,27.9,22.7,0.27,Seamless Autonomous Alignment
TESLA-SHADOW-2901,52.9,4.5,26.5,22.3,0.87,Seamless Autonomous Alignment
TESLA-SHADOW-2902,37.6,1.8,0.1,34.8,0.1,Seamless Autonomous Alignment
TESLA-SHADOW-2903,62.0,70.3,13.8,27.7,0.16,Seamless Autonomous Alignment
TESLA-SHADOW-2904,47.1,40.1,26.8,22.9,0.86,Seamless Autonomous Alignment
TESLA-SHADOW-2905,56.3,54.2,16.2,27.5,2.92,Seamless Autonomous Alignment
TESLA-SHADOW-2906,49.0,50.5,31.6,24.6,2.05,Seamless Autonomous Alignment
TESLA-SHADOW-2907,46.5,60.8,14.2,25.3,0.83,Seamless Autonomous Alignment
TESLA-SHADOW-2908,67.3,12.8,27.6,25.8,1.82,Seamless Autonomous Alignment
TESLA-SHADOW-2909,36.6,83.5,30.8,24.2,5.52,Shadow Disengagement Triggered
TESLA-SHADOW-2910,44.8,79.1,22.0,23.4,1.33,Seamless Autonomous Alignment
TESLA-SHADOW-2911,26.2,14.6,34.0,22.2,0.09,Seamless Autonomous Alignment
TESLA-SHADOW-2912,51.6,34.2,19.7,25.7,1.05,Seamless Autonomous Alignment
TESLA-SHADOW-2913,26.2,85.2,24.2,31.8,1.53,Shadow Disengagement Triggered
TESLA-SHADOW-2914,49.3,88.9,6.3,29.9,2.22,Seamless Autonomous Alignment
TESLA-SHADOW-2915,38.8,77.0,14.2,26.1,3.65,Seamless Autonomous Alignment
TESLA-SHADOW-2916,67.6,71.8,29.9,22.6,4.66,Shadow Disengagement Triggered
TESLA-SHADOW-2917,70.4,64.4,27.4,24.7,6.52,Shadow Disengagement Triggered
TESLA-SHADOW-2918,43.5,67.7,11.4,24.8,0.35,Seamless Autonomous Alignment
TESLA-SHADOW-2919,59.8,17.7,34.4,23.0,5.1,Shadow Disengagement Triggered
TESLA-SHADOW-2920,56.9,68.4,8.1,23.5,3.8,Seamless Autonomous Alignment
TESLA-SHADOW-2921,63.2,63.5,6.4,24.1,0.12,Seamless Autonomous Alignment
TESLA-SHADOW-2922,73.4,10.7,0.2,22.5,0.66,Seamless Autonomous Alignment
TESLA-SHADOW-2923,52.6,81.5,22.0,22.7,3.05,Seamless Autonomous Alignment
TESLA-SHADOW-2924,48.2,59.2,19.8,23.1,3.05,Seamless Autonomous Alignment
TESLA-SHADOW-2925,51.3,39.8,29.8,25.1,0.49,Seamless Autonomous Alignment
TESLA-SHADOW-2926,68.6,66.1,34.8,29.9,3.66,Seamless Autonomous Alignment
TESLA-SHADOW-2927,39.4,8.5,31.0,23.6,3.1,Seamless Autonomous Alignment
TESLA-SHADOW-2928,38.8,65.4,30.5,34.5,4.72,Shadow Disengagement Triggered
TESLA-SHADOW-2929,35.9,82.1,0.6,24.6,0.34,Seamless Autonomous Alignment
TESLA-SHADOW-2930,36.2,46.5,21.4,22.5,2.95,Seamless Autonomous Alignment
TESLA-SHADOW-2931,61.1,64.2,34.9,25.5,2.77,Seamless Autonomous Alignment
TESLA-SHADOW-2932,29.2,44.2,23.3,30.2,1.45,Seamless Autonomous Alignment
