Inspection_ID,Vehicle_Zone,Defect_Type,Camera_Confidence,Box_Accuracy,Line_Speed_m_min
INSP-22335,Door Left Front,No Defect (Pass),0.954,0.0,3.86
INSP-22336,Trunk Lid,Panel Gap Misalignment,0.739,0.72,4.36
INSP-22337,Quarter Panel Right,No Defect (Pass),0.91,0.0,3.97
INSP-22338,Door Left Front,No Defect (Pass),0.822,0.0,4.15
INSP-22339,Roof Pillar,No Defect (Pass),0.861,0.0,4.32
INSP-22340,Hood,No Defect (Pass),0.975,0.0,4.09
INSP-22341,Quarter Panel Right,No Defect (Pass),0.914,0.0,4.3
INSP-22342,Quarter Panel Right,No Defect (Pass),0.905,0.0,4.17
INSP-22343,Quarter Panel Right,No Defect (Pass),0.927,0.0,4.46
INSP-22344,Trunk Lid,No Defect (Pass),0.893,0.0,4.2
INSP-22345,Trunk Lid,No Defect (Pass),0.942,0.0,4.03
INSP-22346,Hood,No Defect (Pass),0.934,0.0,3.75
INSP-22347,Roof Pillar,Paint Scratch / Blemish,0.766,0.83,4.23
INSP-22348,Hood,No Defect (Pass),0.893,0.0,4.19
INSP-22349,Hood,No Defect (Pass),0.949,0.0,4.17
INSP-22350,Door Left Front,No Defect (Pass),0.812,0.0,4.45
INSP-22351,Trunk Lid,No Defect (Pass),0.763,0.0,4.21
INSP-22352,Hood,No Defect (Pass),0.812,0.0,4.4
INSP-22353,Roof Pillar,Paint Scratch / Blemish,0.824,0.93,3.89
INSP-22354,Trunk Lid,No Defect (Pass),0.876,0.0,4.1
INSP-22355,Trunk Lid,No Defect (Pass),0.981,0.0,4.38
INSP-22356,Door Left Front,No Defect (Pass),0.971,0.0,4.18
INSP-22357,Quarter Panel Right,No Defect (Pass),0.996,0.0,4.51
INSP-22358,Roof Pillar,No Defect (Pass),0.99,0.0,3.9
INSP-22359,Door Left Front,No Defect (Pass),0.954,0.0,4.98
INSP-22360,Quarter Panel Right,No Defect (Pass),0.916,0.0,4.41
INSP-22361,Trunk Lid,No Defect (Pass),0.821,0.0,3.79
INSP-22362,Hood,No Defect (Pass),0.841,0.0,3.96
INSP-22363,Roof Pillar,Welding Porosity,0.768,0.67,3.71
INSP-22364,Roof Pillar,No Defect (Pass),0.917,0.0,4.41
INSP-22365,Quarter Panel Right,No Defect (Pass),0.965,0.0,4.48
INSP-22366,Trunk Lid,No Defect (Pass),0.917,0.0,4.32
INSP-22367,Trunk Lid,No Defect (Pass),0.873,0.0,4.36
INSP-22368,Door Left Front,No Defect (Pass),0.996,0.0,3.44
INSP-22369,Quarter Panel Right,No Defect (Pass),0.966,0.0,3.89
INSP-22370,Door Left Front,Paint Scratch / Blemish,0.684,0.92,4.06
INSP-22371,Door Left Front,No Defect (Pass),0.942,0.0,4.33
INSP-22372,Roof Pillar,No Defect (Pass),0.986,0.0,4.13
INSP-22373,Roof Pillar,No Defect (Pass),0.751,0.0,4.35
INSP-22374,Hood,Clear-coat Orange Peel,0.77,0.8,4.72
INSP-22375,Trunk Lid,No Defect (Pass),0.995,0.0,3.98
INSP-22376,Quarter Panel Right,No Defect (Pass),0.872,0.0,4.49
INSP-22377,Hood,No Defect (Pass),0.883,0.0,3.9
INSP-22378,Door Left Front,No Defect (Pass),0.997,0.0,3.66
INSP-22379,Hood,No Defect (Pass),0.915,0.0,3.98
INSP-22380,Door Left Front,Paint Scratch / Blemish,0.818,0.88,4.2
INSP-22381,Trunk Lid,No Defect (Pass),0.88,0.0,4.29
INSP-22382,Quarter Panel Right,No Defect (Pass),0.94,0.0,4.48
INSP-22383,Hood,No Defect (Pass),0.749,0.0,4.22
INSP-22384,Door Left Front,No Defect (Pass),0.979,0.0,4.39
INSP-22385,Door Left Front,Welding Porosity,0.637,0.91,3.94
INSP-22386,Roof Pillar,No Defect (Pass),0.9,0.0,4.68
INSP-22387,Quarter Panel Right,No Defect (Pass),0.976,0.0,4.05
INSP-22388,Quarter Panel Right,No Defect (Pass),0.828,0.0,4.11
INSP-22389,Quarter Panel Right,No Defect (Pass),0.939,0.0,4.9
INSP-22390,Door Left Front,No Defect (Pass),0.941,0.0,4.0
INSP-22391,Trunk Lid,No Defect (Pass),0.986,0.0,4.17
INSP-22392,Roof Pillar,No Defect (Pass),0.983,0.0,4.31
INSP-22393,Trunk Lid,No Defect (Pass),0.986,0.0,4.44
INSP-22394,Quarter Panel Right,No Defect (Pass),0.991,0.0,4.28
INSP-22395,Hood,No Defect (Pass),0.864,0.0,3.65
INSP-22396,Quarter Panel Right,Welding Porosity,0.574,0.67,3.88
INSP-22397,Roof Pillar,No Defect (Pass),0.976,0.0,4.05
INSP-22398,Roof Pillar,No Defect (Pass),0.939,0.0,4.18
INSP-22399,Quarter Panel Right,No Defect (Pass),0.846,0.0,4.31
INSP-22400,Quarter Panel Right,No Defect (Pass),0.925,0.0,3.95
INSP-22401,Door Left Front,No Defect (Pass),0.927,0.0,4.43
INSP-22402,Hood,No Defect (Pass),0.879,0.0,3.53
INSP-22403,Quarter Panel Right,No Defect (Pass),0.768,0.0,3.71
INSP-22404,Roof Pillar,No Defect (Pass),0.971,0.0,4.53
INSP-22405,Hood,No Defect (Pass),0.889,0.0,3.82
INSP-22406,Quarter Panel Right,No Defect (Pass),0.912,0.0,4.38
INSP-22407,Trunk Lid,No Defect (Pass),0.892,0.0,4.63
INSP-22408,Quarter Panel Right,No Defect (Pass),0.932,0.0,4.45
INSP-22409,Door Left Front,No Defect (Pass),0.969,0.0,4.58
INSP-22410,Roof Pillar,No Defect (Pass),0.743,0.0,4.17
INSP-22411,Roof Pillar,No Defect (Pass),0.931,0.0,3.99
INSP-22412,Roof Pillar,No Defect (Pass),0.969,0.0,4.56
INSP-22413,Quarter Panel Right,No Defect (Pass),0.884,0.0,4.49
INSP-22414,Trunk Lid,No Defect (Pass),0.987,0.0,4.47
INSP-22415,Trunk Lid,No Defect (Pass),0.987,0.0,4.37
INSP-22416,Hood,No Defect (Pass),0.938,0.0,4.34
INSP-22417,Hood,No Defect (Pass),0.931,0.0,4.23
INSP-22418,Roof Pillar,No Defect (Pass),0.941,0.0,3.89
INSP-22419,Quarter Panel Right,No Defect (Pass),0.782,0.0,4.31
INSP-22420,Hood,No Defect (Pass),0.949,0.0,3.55
INSP-22421,Roof Pillar,Welding Porosity,0.795,0.7,4.23
INSP-22422,Door Left Front,Welding Porosity,0.81,0.66,4.46
INSP-22423,Hood,No Defect (Pass),0.761,0.0,3.8
INSP-22424,Trunk Lid,No Defect (Pass),0.735,0.0,3.91
INSP-22425,Quarter Panel Right,No Defect (Pass),0.631,0.0,4.28
INSP-22426,Trunk Lid,No Defect (Pass),0.867,0.0,4.29
INSP-22427,Trunk Lid,No Defect (Pass),0.78,0.0,4.42
INSP-22428,Hood,No Defect (Pass),0.958,0.0,4.59
INSP-22429,Quarter Panel Right,No Defect (Pass),0.952,0.0,4.01
INSP-22430,Roof Pillar,No Defect (Pass),0.972,0.0,4.0
INSP-22431,Door Left Front,No Defect (Pass),0.863,0.0,4.55
INSP-22432,Door Left Front,Panel Gap Misalignment,0.929,0.88,4.15
INSP-22433,Door Left Front,No Defect (Pass),0.994,0.0,4.15
INSP-22434,Trunk Lid,No Defect (Pass),0.814,0.0,4.09
INSP-22435,Roof Pillar,No Defect (Pass),0.947,0.0,4.34
INSP-22436,Quarter Panel Right,No Defect (Pass),0.943,0.0,4.54
INSP-22437,Trunk Lid,Paint Scratch / Blemish,0.363,0.88,4.58
INSP-22438,Quarter Panel Right,No Defect (Pass),0.995,0.0,4.3
INSP-22439,Quarter Panel Right,No Defect (Pass),0.949,0.0,4.59
INSP-22440,Roof Pillar,Welding Porosity,0.837,0.67,4.22
INSP-22441,Hood,No Defect (Pass),0.932,0.0,4.56
INSP-22442,Door Left Front,No Defect (Pass),0.868,0.0,4.11
INSP-22443,Quarter Panel Right,No Defect (Pass),0.73,0.0,3.91
INSP-22444,Door Left Front,No Defect (Pass),0.811,0.0,3.87
INSP-22445,Roof Pillar,No Defect (Pass),0.991,0.0,4.51
INSP-22446,Door Left Front,No Defect (Pass),0.936,0.0,3.98
INSP-22447,Door Left Front,Paint Scratch / Blemish,0.762,0.75,4.61
INSP-22448,Roof Pillar,No Defect (Pass),0.902,0.0,4.36
INSP-22449,Trunk Lid,No Defect (Pass),0.931,0.0,4.2
INSP-22450,Door Left Front,No Defect (Pass),0.876,0.0,3.99
INSP-22451,Roof Pillar,Paint Scratch / Blemish,0.754,0.76,4.4
INSP-22452,Roof Pillar,Panel Gap Misalignment,0.794,0.66,3.64
INSP-22453,Roof Pillar,No Defect (Pass),0.891,0.0,4.22
INSP-22454,Hood,Paint Scratch / Blemish,0.846,0.75,3.85
INSP-22455,Door Left Front,No Defect (Pass),0.813,0.0,4.59
INSP-22456,Hood,No Defect (Pass),0.935,0.0,4.31
INSP-22457,Trunk Lid,No Defect (Pass),0.908,0.0,4.18
INSP-22458,Quarter Panel Right,No Defect (Pass),0.902,0.0,3.87
INSP-22459,Trunk Lid,No Defect (Pass),0.918,0.0,4.11
INSP-22460,Quarter Panel Right,Clear-coat Orange Peel,0.601,0.82,3.9
INSP-22461,Trunk Lid,Clear-coat Orange Peel,0.97,0.84,4.3
INSP-22462,Trunk Lid,No Defect (Pass),0.805,0.0,4.02
INSP-22463,Roof Pillar,Welding Porosity,0.755,0.76,4.21
INSP-22464,Trunk Lid,No Defect (Pass),0.866,0.0,4.24
INSP-22465,Door Left Front,No Defect (Pass),0.564,0.0,4.58
INSP-22466,Door Left Front,No Defect (Pass),0.755,0.0,4.3
INSP-22467,Trunk Lid,No Defect (Pass),0.946,0.0,3.74
INSP-22468,Quarter Panel Right,Welding Porosity,0.824,0.68,3.97
INSP-22469,Roof Pillar,No Defect (Pass),0.708,0.0,4.23
INSP-22470,Quarter Panel Right,No Defect (Pass),0.994,0.0,4.9
INSP-22471,Trunk Lid,No Defect (Pass),0.892,0.0,3.9
INSP-22472,Quarter Panel Right,No Defect (Pass),0.933,0.0,4.56
INSP-22473,Hood,No Defect (Pass),0.993,0.0,4.48
INSP-22474,Trunk Lid,No Defect (Pass),0.791,0.0,4.07
INSP-22475,Trunk Lid,No Defect (Pass),0.999,0.0,4.35
INSP-22476,Hood,No Defect (Pass),0.98,0.0,4.93
INSP-22477,Door Left Front,No Defect (Pass),0.792,0.0,3.86
INSP-22478,Quarter Panel Right,No Defect (Pass),0.913,0.0,4.12
INSP-22479,Hood,No Defect (Pass),0.972,0.0,3.54
INSP-22480,Roof Pillar,No Defect (Pass),0.929,0.0,4.04
INSP-22481,Roof Pillar,No Defect (Pass),0.928,0.0,4.13
INSP-22482,Quarter Panel Right,No Defect (Pass),0.919,0.0,3.91
INSP-22483,Hood,No Defect (Pass),0.986,0.0,3.8
INSP-22484,Door Left Front,No Defect (Pass),0.831,0.0,4.23
INSP-22485,Roof Pillar,No Defect (Pass),0.919,0.0,4.31
INSP-22486,Trunk Lid,No Defect (Pass),0.979,0.0,4.49
INSP-22487,Door Left Front,No Defect (Pass),0.936,0.0,4.11
INSP-22488,Hood,No Defect (Pass),0.972,0.0,4.19
INSP-22489,Trunk Lid,Paint Scratch / Blemish,0.732,0.74,4.5
INSP-22490,Roof Pillar,No Defect (Pass),0.974,0.0,3.81
INSP-22491,Quarter Panel Right,No Defect (Pass),0.712,0.0,4.35
INSP-22492,Roof Pillar,No Defect (Pass),0.904,0.0,3.95
INSP-22493,Door Left Front,No Defect (Pass),0.979,0.0,3.67
INSP-22494,Roof Pillar,No Defect (Pass),0.944,0.0,4.23
INSP-22495,Roof Pillar,No Defect (Pass),0.881,0.0,3.6
INSP-22496,Trunk Lid,No Defect (Pass),0.956,0.0,4.71
INSP-22497,Roof Pillar,No Defect (Pass),0.903,0.0,4.52
INSP-22498,Roof Pillar,No Defect (Pass),0.814,0.0,4.67
INSP-22499,Trunk Lid,No Defect (Pass),0.858,0.0,4.22
INSP-22500,Hood,No Defect (Pass),0.988,0.0,4.24
INSP-22501,Hood,Paint Scratch / Blemish,0.828,0.74,4.3
INSP-22502,Door Left Front,No Defect (Pass),0.775,0.0,3.84
INSP-22503,Door Left Front,No Defect (Pass),0.995,0.0,4.03
INSP-22504,Roof Pillar,No Defect (Pass),0.838,0.0,3.95
INSP-22505,Quarter Panel Right,No Defect (Pass),0.907,0.0,4.55
INSP-22506,Trunk Lid,No Defect (Pass),0.963,0.0,4.2
INSP-22507,Door Left Front,No Defect (Pass),0.846,0.0,4.11
INSP-22508,Quarter Panel Right,No Defect (Pass),0.925,0.0,4.34
INSP-22509,Roof Pillar,No Defect (Pass),0.828,0.0,4.58
INSP-22510,Quarter Panel Right,No Defect (Pass),0.943,0.0,4.46
INSP-22511,Trunk Lid,No Defect (Pass),0.883,0.0,3.9
INSP-22512,Door Left Front,No Defect (Pass),0.506,0.0,4.09
INSP-22513,Door Left Front,No Defect (Pass),0.888,0.0,4.56
INSP-22514,Hood,No Defect (Pass),0.925,0.0,4.59
INSP-22515,Trunk Lid,No Defect (Pass),0.878,0.0,4.15
INSP-22516,Hood,No Defect (Pass),0.953,0.0,4.11
INSP-22517,Hood,No Defect (Pass),0.709,0.0,4.23
INSP-22518,Roof Pillar,No Defect (Pass),0.749,0.0,4.19
INSP-22519,Roof Pillar,No Defect (Pass),0.941,0.0,4.1
INSP-22520,Door Left Front,Paint Scratch / Blemish,0.915,0.68,4.18
INSP-22521,Roof Pillar,No Defect (Pass),0.971,0.0,4.24
INSP-22522,Door Left Front,Panel Gap Misalignment,0.717,0.79,3.89
INSP-22523,Quarter Panel Right,No Defect (Pass),0.859,0.0,4.12
INSP-22524,Door Left Front,No Defect (Pass),0.943,0.0,3.84
INSP-22525,Door Left Front,No Defect (Pass),0.94,0.0,4.27
INSP-22526,Hood,No Defect (Pass),0.84,0.0,4.49
INSP-22527,Roof Pillar,No Defect (Pass),0.997,0.0,4.32
INSP-22528,Quarter Panel Right,No Defect (Pass),0.703,0.0,4.46
INSP-22529,Hood,No Defect (Pass),0.884,0.0,4.15
INSP-22530,Trunk Lid,No Defect (Pass),0.876,0.0,4.03
INSP-22531,Hood,No Defect (Pass),0.98,0.0,4.47
INSP-22532,Roof Pillar,No Defect (Pass),0.974,0.0,3.48
INSP-22533,Quarter Panel Right,No Defect (Pass),0.792,0.0,4.0
INSP-22534,Roof Pillar,No Defect (Pass),0.8,0.0,3.94
INSP-22535,Roof Pillar,Paint Scratch / Blemish,0.939,0.83,3.96
INSP-22536,Hood,No Defect (Pass),0.932,0.0,3.49
INSP-22537,Quarter Panel Right,No Defect (Pass),0.86,0.0,4.08
INSP-22538,Quarter Panel Right,No Defect (Pass),0.996,0.0,4.38
INSP-22539,Trunk Lid,No Defect (Pass),0.524,0.0,4.67
INSP-22540,Roof Pillar,No Defect (Pass),0.964,0.0,3.95
INSP-22541,Quarter Panel Right,No Defect (Pass),0.967,0.0,3.59
INSP-22542,Door Left Front,No Defect (Pass),0.86,0.0,4.32
INSP-22543,Trunk Lid,No Defect (Pass),0.968,0.0,4.61
INSP-22544,Door Left Front,No Defect (Pass),0.991,0.0,3.81
INSP-22545,Hood,No Defect (Pass),0.992,0.0,4.57
INSP-22546,Hood,No Defect (Pass),0.846,0.0,4.08
INSP-22547,Trunk Lid,No Defect (Pass),0.902,0.0,4.14
INSP-22548,Hood,No Defect (Pass),0.746,0.0,3.82
INSP-22549,Door Left Front,No Defect (Pass),0.998,0.0,4.43
INSP-22550,Hood,No Defect (Pass),0.981,0.0,4.03
INSP-22551,Hood,No Defect (Pass),0.777,0.0,4.58
INSP-22552,Trunk Lid,No Defect (Pass),0.975,0.0,4.59
INSP-22553,Hood,No Defect (Pass),0.701,0.0,3.86
INSP-22554,Hood,No Defect (Pass),0.95,0.0,4.01
INSP-22555,Roof Pillar,No Defect (Pass),0.987,0.0,4.26
INSP-22556,Trunk Lid,No Defect (Pass),0.875,0.0,4.01
INSP-22557,Quarter Panel Right,No Defect (Pass),0.934,0.0,4.15
INSP-22558,Roof Pillar,Welding Porosity,0.544,0.78,4.62
INSP-22559,Trunk Lid,Welding Porosity,0.825,0.73,3.92
INSP-22560,Roof Pillar,No Defect (Pass),0.96,0.0,4.51
INSP-22561,Door Left Front,No Defect (Pass),0.946,0.0,3.98
INSP-22562,Door Left Front,No Defect (Pass),0.967,0.0,4.52
INSP-22563,Quarter Panel Right,No Defect (Pass),0.996,0.0,3.77
INSP-22564,Roof Pillar,No Defect (Pass),0.81,0.0,4.21
INSP-22565,Trunk Lid,No Defect (Pass),0.986,0.0,3.87
INSP-22566,Quarter Panel Right,No Defect (Pass),0.901,0.0,4.06
INSP-22567,Quarter Panel Right,No Defect (Pass),0.917,0.0,3.77
INSP-22568,Door Left Front,Panel Gap Misalignment,0.95,0.9,4.07
INSP-22569,Door Left Front,No Defect (Pass),0.996,0.0,4.53
INSP-22570,Trunk Lid,No Defect (Pass),0.967,0.0,4.16
INSP-22571,Hood,No Defect (Pass),0.886,0.0,4.1
INSP-22572,Roof Pillar,No Defect (Pass),0.861,0.0,3.95
INSP-22573,Door Left Front,Paint Scratch / Blemish,0.677,0.72,4.66
INSP-22574,Quarter Panel Right,No Defect (Pass),0.912,0.0,4.7
INSP-22575,Trunk Lid,No Defect (Pass),0.994,0.0,4.32
INSP-22576,Trunk Lid,No Defect (Pass),0.949,0.0,4.58
INSP-22577,Roof Pillar,No Defect (Pass),0.944,0.0,3.79
INSP-22578,Door Left Front,No Defect (Pass),0.822,0.0,4.23
INSP-22579,Trunk Lid,No Defect (Pass),0.984,0.0,4.26
INSP-22580,Trunk Lid,No Defect (Pass),0.99,0.0,4.45
INSP-22581,Hood,No Defect (Pass),0.937,0.0,4.14
INSP-22582,Quarter Panel Right,No Defect (Pass),0.994,0.0,4.76
INSP-22583,Roof Pillar,No Defect (Pass),0.767,0.0,4.06
INSP-22584,Trunk Lid,No Defect (Pass),0.87,0.0,4.69
INSP-22585,Trunk Lid,No Defect (Pass),0.838,0.0,3.97
INSP-22586,Hood,Clear-coat Orange Peel,0.733,0.78,3.79
INSP-22587,Hood,No Defect (Pass),0.791,0.0,4.28
INSP-22588,Door Left Front,No Defect (Pass),0.974,0.0,4.23
INSP-22589,Trunk Lid,No Defect (Pass),0.945,0.0,4.11
INSP-22590,Door Left Front,No Defect (Pass),0.986,0.0,3.72
INSP-22591,Trunk Lid,No Defect (Pass),0.905,0.0,3.95
INSP-22592,Hood,No Defect (Pass),0.886,0.0,3.9
INSP-22593,Hood,No Defect (Pass),0.861,0.0,4.19
INSP-22594,Door Left Front,No Defect (Pass),0.964,0.0,4.38
INSP-22595,Hood,No Defect (Pass),0.971,0.0,4.14
INSP-22596,Hood,No Defect (Pass),0.882,0.0,4.53
INSP-22597,Hood,No Defect (Pass),0.912,0.0,4.45
INSP-22598,Roof Pillar,No Defect (Pass),0.954,0.0,4.53
INSP-22599,Hood,No Defect (Pass),0.986,0.0,4.18
INSP-22600,Roof Pillar,No Defect (Pass),0.903,0.0,3.75
INSP-22601,Trunk Lid,No Defect (Pass),0.831,0.0,4.26
INSP-22602,Hood,Paint Scratch / Blemish,0.807,0.91,4.23
INSP-22603,Trunk Lid,No Defect (Pass),0.947,0.0,4.08
INSP-22604,Hood,No Defect (Pass),0.446,0.0,4.03
INSP-22605,Hood,No Defect (Pass),0.925,0.0,3.91
INSP-22606,Door Left Front,No Defect (Pass),0.717,0.0,4.09
INSP-22607,Roof Pillar,No Defect (Pass),0.942,0.0,3.22
INSP-22608,Door Left Front,Paint Scratch / Blemish,0.507,0.67,4.31
INSP-22609,Trunk Lid,No Defect (Pass),0.837,0.0,4.37
INSP-22610,Door Left Front,No Defect (Pass),0.939,0.0,3.87
INSP-22611,Door Left Front,No Defect (Pass),0.984,0.0,4.24
INSP-22612,Door Left Front,No Defect (Pass),0.753,0.0,3.92
INSP-22613,Quarter Panel Right,No Defect (Pass),0.941,0.0,4.29
INSP-22614,Roof Pillar,No Defect (Pass),0.989,0.0,4.43
INSP-22615,Trunk Lid,No Defect (Pass),0.735,0.0,4.13
INSP-22616,Door Left Front,No Defect (Pass),0.819,0.0,4.48
INSP-22617,Door Left Front,No Defect (Pass),0.998,0.0,4.52
INSP-22618,Door Left Front,No Defect (Pass),0.9,0.0,3.65
INSP-22619,Roof Pillar,No Defect (Pass),0.99,0.0,4.59
INSP-22620,Door Left Front,No Defect (Pass),0.979,0.0,4.36
INSP-22621,Trunk Lid,No Defect (Pass),0.953,0.0,4.04
INSP-22622,Hood,No Defect (Pass),0.921,0.0,4.09
INSP-22623,Quarter Panel Right,Clear-coat Orange Peel,0.697,0.93,4.09
INSP-22624,Quarter Panel Right,Paint Scratch / Blemish,0.829,0.8,4.98
INSP-22625,Roof Pillar,No Defect (Pass),0.915,0.0,4.36
INSP-22626,Door Left Front,No Defect (Pass),0.866,0.0,3.93
INSP-22627,Trunk Lid,No Defect (Pass),0.98,0.0,4.24
INSP-22628,Roof Pillar,No Defect (Pass),0.961,0.0,4.48
INSP-22629,Hood,No Defect (Pass),0.951,0.0,4.04
INSP-22630,Roof Pillar,No Defect (Pass),0.904,0.0,4.54
INSP-22631,Hood,No Defect (Pass),0.877,0.0,4.08
INSP-22632,Door Left Front,No Defect (Pass),0.823,0.0,3.89
INSP-22633,Roof Pillar,No Defect (Pass),0.81,0.0,4.77
INSP-22634,Quarter Panel Right,No Defect (Pass),0.883,0.0,3.99
INSP-22635,Trunk Lid,No Defect (Pass),0.949,0.0,4.34
INSP-22636,Door Left Front,Paint Scratch / Blemish,0.777,0.68,4.04
INSP-22637,Hood,No Defect (Pass),0.942,0.0,4.3
INSP-22638,Trunk Lid,No Defect (Pass),0.787,0.0,4.29
INSP-22639,Trunk Lid,No Defect (Pass),0.863,0.0,4.98
INSP-22640,Quarter Panel Right,No Defect (Pass),0.925,0.0,4.02
INSP-22641,Roof Pillar,No Defect (Pass),0.944,0.0,3.86
INSP-22642,Door Left Front,No Defect (Pass),0.851,0.0,4.16
INSP-22643,Door Left Front,No Defect (Pass),0.842,0.0,4.81
INSP-22644,Trunk Lid,No Defect (Pass),0.941,0.0,4.24
INSP-22645,Roof Pillar,No Defect (Pass),0.78,0.0,4.4
INSP-22646,Roof Pillar,No Defect (Pass),0.974,0.0,3.97
INSP-22647,Roof Pillar,No Defect (Pass),0.893,0.0,4.15
INSP-22648,Hood,No Defect (Pass),0.818,0.0,4.25
INSP-22649,Trunk Lid,No Defect (Pass),0.982,0.0,4.19
INSP-22650,Door Left Front,No Defect (Pass),0.695,0.0,4.08
INSP-22651,Hood,No Defect (Pass),0.946,0.0,4.1
INSP-22652,Trunk Lid,No Defect (Pass),0.943,0.0,3.54
INSP-22653,Hood,No Defect (Pass),0.968,0.0,3.99
INSP-22654,Roof Pillar,No Defect (Pass),0.985,0.0,4.17
INSP-22655,Door Left Front,No Defect (Pass),0.969,0.0,4.03
INSP-22656,Door Left Front,No Defect (Pass),0.905,0.0,4.02
INSP-22657,Hood,No Defect (Pass),0.937,0.0,4.31
INSP-22658,Door Left Front,No Defect (Pass),0.988,0.0,4.2
INSP-22659,Roof Pillar,No Defect (Pass),0.868,0.0,3.78
INSP-22660,Hood,No Defect (Pass),0.998,0.0,3.99
INSP-22661,Roof Pillar,Panel Gap Misalignment,0.91,0.79,4.13
INSP-22662,Roof Pillar,No Defect (Pass),0.823,0.0,4.12
INSP-22663,Door Left Front,No Defect (Pass),0.523,0.0,3.93
INSP-22664,Hood,No Defect (Pass),0.971,0.0,4.02
INSP-22665,Roof Pillar,No Defect (Pass),0.892,0.0,4.56
INSP-22666,Hood,Clear-coat Orange Peel,0.968,0.89,4.04
INSP-22667,Roof Pillar,No Defect (Pass),0.828,0.0,4.29
INSP-22668,Roof Pillar,Paint Scratch / Blemish,0.652,0.88,4.04
INSP-22669,Quarter Panel Right,No Defect (Pass),0.816,0.0,3.6
INSP-22670,Roof Pillar,No Defect (Pass),0.914,0.0,4.33
INSP-22671,Door Left Front,No Defect (Pass),0.916,0.0,3.9
INSP-22672,Trunk Lid,No Defect (Pass),0.957,0.0,4.13
INSP-22673,Trunk Lid,No Defect (Pass),0.782,0.0,4.4
INSP-22674,Hood,No Defect (Pass),0.787,0.0,4.15
INSP-22675,Hood,No Defect (Pass),0.816,0.0,3.75
INSP-22676,Hood,Paint Scratch / Blemish,0.733,0.9,4.34
INSP-22677,Hood,Paint Scratch / Blemish,0.576,0.87,4.11
INSP-22678,Door Left Front,No Defect (Pass),0.932,0.0,3.76
INSP-22679,Trunk Lid,No Defect (Pass),0.941,0.0,4.22
INSP-22680,Roof Pillar,Welding Porosity,0.62,0.85,4.01
INSP-22681,Hood,Panel Gap Misalignment,0.762,0.72,3.94
INSP-22682,Trunk Lid,No Defect (Pass),0.882,0.0,3.81
INSP-22683,Door Left Front,No Defect (Pass),0.78,0.0,3.91
INSP-22684,Hood,Paint Scratch / Blemish,0.835,0.77,4.79
INSP-22685,Door Left Front,No Defect (Pass),0.855,0.0,3.95
INSP-22686,Trunk Lid,No Defect (Pass),0.967,0.0,4.29
INSP-22687,Trunk Lid,No Defect (Pass),0.942,0.0,3.9
INSP-22688,Roof Pillar,Panel Gap Misalignment,0.41,0.78,4.02
INSP-22689,Door Left Front,No Defect (Pass),0.811,0.0,4.13
INSP-22690,Trunk Lid,No Defect (Pass),0.992,0.0,4.52
INSP-22691,Trunk Lid,No Defect (Pass),0.893,0.0,4.09
INSP-22692,Roof Pillar,Paint Scratch / Blemish,0.651,0.67,4.11
INSP-22693,Trunk Lid,Welding Porosity,0.637,0.75,4.5
INSP-22694,Door Left Front,No Defect (Pass),0.768,0.0,4.51
INSP-22695,Roof Pillar,No Defect (Pass),0.883,0.0,4.44
INSP-22696,Hood,No Defect (Pass),0.997,0.0,4.94
INSP-22697,Hood,Clear-coat Orange Peel,0.939,0.69,4.61
INSP-22698,Hood,No Defect (Pass),0.825,0.0,4.52
INSP-22699,Quarter Panel Right,No Defect (Pass),0.701,0.0,4.49
INSP-22700,Hood,No Defect (Pass),0.907,0.0,4.39
INSP-22701,Door Left Front,No Defect (Pass),0.854,0.0,3.87
INSP-22702,Roof Pillar,Paint Scratch / Blemish,0.697,0.81,4.02
INSP-22703,Quarter Panel Right,No Defect (Pass),0.916,0.0,4.06
INSP-22704,Quarter Panel Right,No Defect (Pass),0.804,0.0,4.01
INSP-22705,Hood,No Defect (Pass),0.887,0.0,4.58
INSP-22706,Quarter Panel Right,No Defect (Pass),0.938,0.0,4.6
INSP-22707,Door Left Front,No Defect (Pass),0.986,0.0,3.95
INSP-22708,Trunk Lid,No Defect (Pass),0.964,0.0,4.47
INSP-22709,Hood,Welding Porosity,0.957,0.75,4.19
INSP-22710,Hood,No Defect (Pass),0.889,0.0,4.68
INSP-22711,Quarter Panel Right,No Defect (Pass),0.932,0.0,4.12
INSP-22712,Hood,No Defect (Pass),0.825,0.0,3.96
INSP-22713,Trunk Lid,No Defect (Pass),0.902,0.0,4.19
INSP-22714,Roof Pillar,No Defect (Pass),0.999,0.0,4.34
INSP-22715,Hood,Paint Scratch / Blemish,0.928,0.8,3.82
INSP-22716,Door Left Front,No Defect (Pass),1.0,0.0,4.4
INSP-22717,Hood,No Defect (Pass),0.953,0.0,3.85
INSP-22718,Trunk Lid,No Defect (Pass),0.906,0.0,3.78
INSP-22719,Quarter Panel Right,No Defect (Pass),0.909,0.0,5.02
INSP-22720,Hood,No Defect (Pass),0.854,0.0,4.27
INSP-22721,Quarter Panel Right,No Defect (Pass),0.902,0.0,4.26
INSP-22722,Hood,No Defect (Pass),0.942,0.0,3.98
INSP-22723,Roof Pillar,No Defect (Pass),0.768,0.0,4.23
INSP-22724,Quarter Panel Right,No Defect (Pass),0.979,0.0,4.45
INSP-22725,Roof Pillar,No Defect (Pass),0.868,0.0,4.4
