Sensor_Pulse_ID,Tire_Slip_Angle_deg,In_Tread_Piezo_Accel_G,Estimated_Road_Friction_Mu,Contact_Patch_Length_mm,Tire_Grip_Status
PIRELLI-CYBER-2591,4.51,365.9,0.96,161.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2592,7.6,466.5,0.78,145.6,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2593,6.77,409.7,0.77,153.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2594,5.68,401.5,0.91,157.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2595,7.41,446.5,0.73,149.1,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2596,0.75,152.3,1.09,184.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2597,5.37,335.3,0.94,160.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2598,4.96,342.9,0.94,156.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2599,2.65,232.3,1.0,174.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2600,6.04,399.4,0.8,152.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2601,7.92,497.2,0.73,144.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2602,6.45,420.7,0.8,147.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2603,1.53,196.4,1.07,179.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2604,4.58,331.8,0.91,157.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2605,0.99,173.3,1.12,176.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2606,5.49,375.3,0.85,156.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2607,2.91,252.2,1.05,170.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2608,0.72,161.2,1.12,183.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2609,7.71,457.8,0.73,141.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2610,2.98,276.7,1.02,172.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2611,4.14,284.9,0.92,159.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2612,4.26,309.2,0.97,165.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2613,0.58,160.4,1.15,180.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2614,8.14,515.2,0.77,146.5,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2615,5.47,352.2,0.89,159.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2616,0.7,164.0,1.09,178.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2617,5.6,355.2,0.88,155.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2618,6.35,403.6,0.8,150.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2619,1.24,156.1,1.06,176.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2620,5.79,382.0,0.77,156.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2621,4.61,313.6,0.93,163.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2622,2.74,261.6,1.03,170.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2623,1.58,181.2,1.06,172.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2624,1.99,204.2,1.0,179.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2625,5.89,361.9,0.84,152.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2626,6.4,375.9,0.81,150.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2627,6.59,412.6,0.8,150.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2628,3.01,259.5,0.94,171.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2629,6.04,396.0,0.82,154.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2630,4.25,303.9,0.97,169.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2631,2.15,222.8,0.96,173.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2632,0.55,148.0,1.16,181.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2633,4.09,314.2,0.9,167.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2634,4.31,303.2,0.92,161.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2635,6.96,412.8,0.75,151.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2636,5.05,362.5,0.92,157.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2637,4.86,351.3,0.88,164.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2638,3.3,255.2,0.96,174.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2639,4.23,318.0,1.0,159.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2640,8.41,471.0,0.76,144.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2641,8.78,526.4,0.72,140.6,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2642,7.91,469.7,0.76,142.2,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2643,4.88,333.2,0.88,159.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2644,5.41,352.9,0.8,158.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2645,8.55,497.8,0.7,141.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2646,6.61,430.8,0.84,145.1,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2647,8.56,490.8,0.72,140.1,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2648,1.35,188.4,1.07,180.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2649,6.81,441.6,0.87,150.2,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2650,8.45,480.5,0.74,142.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2651,2.74,252.6,0.99,175.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2652,7.9,470.2,0.79,147.5,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2653,7.47,436.8,0.77,143.5,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2654,8.1,480.3,0.84,139.2,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2655,4.69,355.2,0.89,164.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2656,7.3,453.3,0.81,148.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2657,2.17,216.0,1.07,172.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2658,1.96,230.7,1.16,175.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2659,6.8,426.9,0.78,154.5,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2660,6.53,417.0,0.81,150.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2661,2.0,199.1,1.06,174.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2662,4.95,318.1,0.98,159.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2663,3.44,279.7,0.94,171.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2664,1.54,206.9,1.12,176.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2665,2.05,202.9,1.08,179.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2666,7.94,476.3,0.72,143.1,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2667,4.38,321.8,0.89,164.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2668,0.64,137.0,1.11,184.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2669,3.09,268.9,0.99,169.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2670,2.91,252.2,1.01,173.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2671,5.27,344.0,0.83,159.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2672,7.92,471.0,0.71,145.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2673,4.84,327.4,0.86,161.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2674,6.71,391.5,0.86,148.1,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2675,7.66,467.9,0.82,139.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2676,8.97,506.8,0.76,141.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2677,5.87,363.2,0.82,152.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2678,8.74,553.4,0.71,135.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2679,5.82,393.2,0.87,157.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2680,7.09,446.0,0.81,145.5,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2681,1.22,191.2,1.16,177.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2682,7.17,464.2,0.76,149.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2683,1.1,187.9,1.09,177.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2684,4.15,307.8,0.91,165.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2685,7.73,466.8,0.76,143.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2686,7.42,488.4,0.89,147.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2687,7.53,458.8,0.87,143.1,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2688,0.59,150.9,1.15,183.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2689,8.46,495.7,0.76,138.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2690,6.72,434.2,0.81,152.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2691,1.88,208.5,0.98,175.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2692,1.15,182.9,1.11,175.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2693,6.55,422.1,0.84,154.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2694,6.73,396.8,0.76,152.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2695,4.95,361.8,0.86,163.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2696,0.63,155.8,1.1,187.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2697,4.26,327.3,0.87,167.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2698,6.53,379.8,0.78,150.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2699,5.66,384.5,0.88,153.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2700,3.37,285.6,0.9,165.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2701,4.37,296.7,0.87,159.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2702,0.74,151.2,1.02,185.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2703,3.36,280.1,1.04,169.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2704,0.7,151.9,1.13,181.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2705,1.72,186.9,1.03,177.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2706,2.85,254.9,1.03,173.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2707,7.61,467.4,0.69,150.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2708,2.2,205.6,0.99,176.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2709,4.57,321.8,0.85,160.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2710,6.06,394.5,0.76,155.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2711,5.12,354.7,0.88,160.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2712,2.66,243.7,0.96,169.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2713,7.11,424.9,0.82,140.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2714,4.36,318.9,0.95,156.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2715,5.88,357.2,0.81,153.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2716,2.88,257.8,1.04,174.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2717,7.08,469.6,0.81,143.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2718,4.26,314.7,0.97,160.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2719,3.21,265.5,0.98,173.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2720,1.63,190.4,1.1,174.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2721,2.92,262.1,0.94,169.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2722,6.96,428.1,0.81,150.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2723,6.54,398.8,0.86,149.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2724,7.14,442.9,0.8,146.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2725,3.67,270.2,0.95,166.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2726,6.19,396.2,0.74,149.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2727,2.68,195.4,0.93,169.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2728,3.67,312.1,0.96,167.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2729,7.73,496.0,0.73,142.5,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2730,6.29,386.3,0.82,153.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2731,4.82,341.7,0.89,162.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2732,3.1,250.9,1.0,171.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2733,4.88,336.6,0.88,160.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2734,6.48,415.5,0.79,146.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2735,4.83,369.2,0.92,154.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2736,6.7,425.3,0.8,150.9,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2737,1.52,194.7,1.07,177.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2738,3.18,260.0,0.95,172.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2739,8.78,523.3,0.72,144.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2740,7.06,420.8,0.8,145.5,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2741,4.03,301.8,1.0,162.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2742,6.63,448.5,0.77,154.6,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2743,1.19,172.8,1.09,175.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2744,8.2,489.2,0.71,145.6,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2745,7.15,453.3,0.74,148.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2746,6.13,403.3,0.91,153.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2747,8.4,491.4,0.68,134.6,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2748,6.85,425.7,0.8,151.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2749,1.8,205.8,1.05,175.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2750,1.46,178.2,1.08,182.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2751,6.97,427.4,0.72,148.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2752,8.25,491.2,0.68,140.1,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2753,4.82,338.2,0.89,161.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2754,2.74,236.7,1.04,170.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2755,7.46,466.7,0.83,147.5,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2756,7.62,454.0,0.78,143.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2757,0.72,172.6,1.16,182.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2758,2.16,228.4,1.05,171.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2759,5.98,417.8,0.83,155.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2760,6.46,425.8,0.74,151.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2761,5.51,372.6,0.87,158.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2762,4.89,362.9,0.95,156.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2763,3.01,281.1,1.03,163.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2764,5.18,341.3,0.95,163.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2765,8.83,507.3,0.72,145.5,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2766,7.22,427.7,0.75,147.1,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2767,4.9,319.1,0.94,160.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2768,3.15,237.9,0.99,171.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2769,2.92,243.0,1.05,172.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2770,6.57,399.1,0.78,149.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2771,2.4,229.8,0.95,175.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2772,7.89,478.4,0.71,146.2,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2773,3.1,267.4,1.01,168.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2774,3.43,243.0,1.01,166.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2775,4.22,320.3,1.02,163.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2776,5.44,360.6,0.93,159.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2777,6.33,403.7,0.82,154.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2778,1.08,176.7,1.14,185.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2779,8.85,504.9,0.73,137.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2780,5.34,355.0,0.94,158.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2781,1.58,185.4,1.09,172.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2782,3.98,307.0,0.98,165.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2783,3.53,257.9,0.96,165.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2784,4.8,338.6,0.89,160.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2785,6.3,399.9,0.91,149.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2786,5.05,321.0,0.98,160.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2787,4.64,309.2,0.95,159.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2788,0.59,157.5,1.17,186.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2789,7.33,459.6,0.75,143.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2790,0.82,158.1,1.1,175.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2791,8.32,497.2,0.81,144.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2792,2.87,224.0,0.99,165.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2793,8.14,463.4,0.79,138.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2794,6.61,433.6,0.8,143.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2795,2.45,254.1,1.0,175.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2796,8.45,485.9,0.71,148.9,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2797,8.73,502.0,0.7,138.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2798,2.55,235.0,1.0,166.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2799,1.53,208.6,1.1,182.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2800,4.03,302.2,0.96,166.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2801,3.5,277.7,0.96,167.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2802,6.93,441.7,0.77,149.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2803,3.74,280.2,0.98,164.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2804,3.95,305.1,0.92,161.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2805,3.42,259.8,0.94,165.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2806,7.58,441.1,0.81,143.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2807,3.67,282.7,0.93,164.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2808,0.91,150.6,1.13,185.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2809,6.12,391.7,0.88,154.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2810,3.41,299.7,1.0,169.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2811,4.87,316.3,0.86,163.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2812,1.3,184.9,1.06,180.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2813,7.18,429.3,0.84,150.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2814,5.78,384.6,0.85,153.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2815,6.5,417.9,0.8,148.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2816,2.34,225.6,1.02,168.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2817,3.0,253.3,1.08,165.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2818,3.36,291.5,0.98,167.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2819,8.66,503.8,0.71,141.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2820,1.62,189.8,1.1,180.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2821,7.11,442.6,0.82,144.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2822,7.84,474.9,0.75,138.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2823,6.78,416.6,0.83,151.6,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2824,5.48,358.7,0.85,156.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2825,4.51,330.5,0.97,161.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2826,3.5,252.1,0.96,164.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2827,2.95,236.0,1.01,171.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2828,7.98,464.0,0.84,150.9,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2829,8.51,517.3,0.75,139.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2830,5.46,370.9,0.88,164.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2831,7.73,474.3,0.82,142.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2832,7.66,466.9,0.76,146.2,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2833,7.56,436.2,0.81,144.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2834,8.77,475.1,0.71,142.9,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2835,0.85,145.9,1.06,182.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2836,4.37,338.2,0.9,161.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2837,8.81,505.6,0.68,140.6,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2838,7.7,470.8,0.77,143.2,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2839,2.81,258.2,1.01,165.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2840,6.85,450.2,0.82,151.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2841,1.28,153.0,1.03,175.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2842,7.13,441.9,0.82,145.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2843,5.47,375.7,0.84,152.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2844,8.94,497.2,0.69,139.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2845,5.42,365.2,0.92,157.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2846,1.73,216.0,1.04,174.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2847,5.27,368.6,0.92,159.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2848,8.5,496.0,0.68,144.2,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2849,6.93,426.4,0.81,151.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2850,8.38,488.6,0.71,139.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2851,8.65,503.2,0.64,136.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2852,8.82,539.7,0.67,135.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2853,7.14,448.9,0.85,148.2,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2854,7.29,454.0,0.77,140.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2855,7.83,476.8,0.77,142.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2856,8.96,527.2,0.65,135.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2857,6.49,393.5,0.76,151.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2858,6.82,430.2,0.85,144.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2859,5.09,342.5,0.83,163.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2860,3.41,278.1,0.95,164.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2861,1.87,207.0,1.05,170.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2862,7.85,469.0,0.77,146.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2863,7.6,467.9,0.73,147.6,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2864,4.26,327.9,0.96,164.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2865,4.67,318.2,1.0,163.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2866,7.29,425.5,0.77,146.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2867,5.76,378.2,0.78,154.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2868,8.4,504.1,0.75,141.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2869,5.43,371.8,0.87,161.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2870,4.93,326.3,0.94,162.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2871,2.55,249.7,1.06,174.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2872,0.53,150.1,1.13,181.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2873,7.01,437.6,0.75,151.1,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2874,4.5,329.9,1.0,157.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2875,8.01,487.2,0.88,132.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2876,4.55,318.7,0.86,162.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2877,6.56,394.6,0.81,153.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2878,4.9,347.4,0.86,162.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2879,1.7,195.4,1.13,173.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2880,1.65,203.4,1.07,175.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2881,8.44,499.1,0.73,141.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2882,8.9,520.6,0.71,137.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2883,5.59,358.2,0.88,157.0,Optimal Elastic Grip Domain
