Detection_Event_ID,Road_User_Type,Distance_to_Vehicle_m,Crossing_Speed_m_s,Time_to_Collision_s,Safety_Intervention
VOLVO-VRU-2600,Pedestrian Walking,15.4,6.0,1.15,Automatic Emergency Braking (AEB)
VOLVO-VRU-2601,Cyclist Fast,22.1,6.3,1.28,Automatic Emergency Braking (AEB)
VOLVO-VRU-2602,Pedestrian Walking,20.2,6.7,1.17,Automatic Emergency Braking (AEB)
VOLVO-VRU-2603,Pedestrian Walking,20.9,5.8,1.76,Automatic Emergency Braking (AEB)
VOLVO-VRU-2604,Pedestrian Walking,43.2,4.8,3.09,Warning Prompt in Driver Display
VOLVO-VRU-2605,Pedestrian Running,9.9,5.2,1.17,Automatic Emergency Braking (AEB)
VOLVO-VRU-2606,E-Scooter Commuter,10.2,6.8,0.65,Automatic Emergency Braking (AEB)
VOLVO-VRU-2607,Cyclist Fast,14.9,1.9,1.58,Automatic Emergency Braking (AEB)
VOLVO-VRU-2608,Pedestrian Running,20.2,4.8,1.81,Warning Prompt in Driver Display
VOLVO-VRU-2609,Pedestrian Walking,31.8,3.3,2.67,Warning Prompt in Driver Display
VOLVO-VRU-2610,Pedestrian Walking,24.6,5.5,1.99,Warning Prompt in Driver Display
VOLVO-VRU-2611,Pedestrian Running,31.3,5.3,2.11,Warning Prompt in Driver Display
VOLVO-VRU-2612,Pedestrian Walking,9.0,7.3,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2613,Pedestrian Running,37.9,3.1,3.4,Warning Prompt in Driver Display
VOLVO-VRU-2614,E-Scooter Commuter,19.9,4.8,1.58,Automatic Emergency Braking (AEB)
VOLVO-VRU-2615,E-Scooter Commuter,5.4,2.3,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2616,Pedestrian Running,23.7,6.0,1.39,Automatic Emergency Braking (AEB)
VOLVO-VRU-2617,Pedestrian Walking,32.8,5.1,2.37,Warning Prompt in Driver Display
VOLVO-VRU-2618,Pedestrian Running,10.8,6.5,0.67,Automatic Emergency Braking (AEB)
VOLVO-VRU-2619,Pedestrian Running,14.5,5.3,0.95,Automatic Emergency Braking (AEB)
VOLVO-VRU-2620,Pedestrian Walking,36.8,1.5,3.45,Warning Prompt in Driver Display
VOLVO-VRU-2621,Pedestrian Running,39.6,3.2,3.24,Warning Prompt in Driver Display
VOLVO-VRU-2622,Pedestrian Walking,28.3,1.5,2.74,Warning Prompt in Driver Display
VOLVO-VRU-2623,Pedestrian Walking,11.6,7.4,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2624,Pedestrian Walking,20.5,1.6,2.18,Warning Prompt in Driver Display
VOLVO-VRU-2625,Pedestrian Walking,41.6,3.0,3.03,Warning Prompt in Driver Display
VOLVO-VRU-2626,Pedestrian Running,22.6,2.2,1.99,Warning Prompt in Driver Display
VOLVO-VRU-2627,Cyclist Fast,6.5,7.3,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2628,Pedestrian Walking,6.0,1.7,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2629,Pedestrian Walking,16.6,5.5,1.23,Automatic Emergency Braking (AEB)
VOLVO-VRU-2630,Cyclist Fast,41.4,4.0,3.22,Warning Prompt in Driver Display
VOLVO-VRU-2631,Pedestrian Running,13.6,5.1,1.2,Automatic Emergency Braking (AEB)
VOLVO-VRU-2632,Cyclist Fast,5.4,6.4,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2633,Pedestrian Walking,23.3,5.6,2.17,Warning Prompt in Driver Display
VOLVO-VRU-2634,Pedestrian Running,15.8,6.2,1.26,Automatic Emergency Braking (AEB)
VOLVO-VRU-2635,Pedestrian Walking,18.1,1.9,1.56,Automatic Emergency Braking (AEB)
VOLVO-VRU-2636,Pedestrian Running,35.0,2.1,3.35,Warning Prompt in Driver Display
VOLVO-VRU-2637,Pedestrian Walking,16.7,6.7,0.84,Automatic Emergency Braking (AEB)
VOLVO-VRU-2638,Cyclist Fast,16.8,6.2,1.34,Automatic Emergency Braking (AEB)
VOLVO-VRU-2639,E-Scooter Commuter,26.9,7.1,1.66,Automatic Emergency Braking (AEB)
VOLVO-VRU-2640,Cyclist Fast,16.5,7.0,1.33,Automatic Emergency Braking (AEB)
VOLVO-VRU-2641,Pedestrian Running,44.9,7.5,3.03,Warning Prompt in Driver Display
VOLVO-VRU-2642,Pedestrian Running,31.1,7.3,2.13,Warning Prompt in Driver Display
VOLVO-VRU-2643,E-Scooter Commuter,18.3,1.5,1.56,Automatic Emergency Braking (AEB)
VOLVO-VRU-2644,Pedestrian Walking,30.8,5.9,2.23,Warning Prompt in Driver Display
VOLVO-VRU-2645,Pedestrian Running,13.2,3.1,1.01,Automatic Emergency Braking (AEB)
VOLVO-VRU-2646,Pedestrian Walking,21.9,1.2,2.28,Warning Prompt in Driver Display
VOLVO-VRU-2647,Pedestrian Walking,38.1,6.6,2.3,Warning Prompt in Driver Display
VOLVO-VRU-2648,Cyclist Fast,43.9,7.4,2.63,Warning Prompt in Driver Display
VOLVO-VRU-2649,Pedestrian Walking,14.9,6.0,1.28,Automatic Emergency Braking (AEB)
VOLVO-VRU-2650,Pedestrian Walking,11.4,1.2,1.09,Automatic Emergency Braking (AEB)
VOLVO-VRU-2651,Pedestrian Walking,44.5,3.4,3.68,Warning Prompt in Driver Display
VOLVO-VRU-2652,Cyclist Fast,18.1,6.0,1.51,Automatic Emergency Braking (AEB)
VOLVO-VRU-2653,Pedestrian Walking,31.8,5.8,2.28,Warning Prompt in Driver Display
VOLVO-VRU-2654,E-Scooter Commuter,39.7,3.3,3.35,Warning Prompt in Driver Display
VOLVO-VRU-2655,Pedestrian Walking,19.0,4.3,1.27,Automatic Emergency Braking (AEB)
VOLVO-VRU-2656,E-Scooter Commuter,29.3,6.9,1.78,Automatic Emergency Braking (AEB)
VOLVO-VRU-2657,Pedestrian Running,32.0,2.1,2.89,Warning Prompt in Driver Display
VOLVO-VRU-2658,Cyclist Fast,29.7,3.3,2.76,Warning Prompt in Driver Display
VOLVO-VRU-2659,Child Crossing,17.3,1.2,1.62,Automatic Emergency Braking (AEB)
VOLVO-VRU-2660,Pedestrian Walking,27.8,3.8,2.14,Warning Prompt in Driver Display
VOLVO-VRU-2661,Pedestrian Walking,12.1,6.8,0.69,Automatic Emergency Braking (AEB)
VOLVO-VRU-2662,Pedestrian Running,36.8,5.2,2.61,Warning Prompt in Driver Display
VOLVO-VRU-2663,E-Scooter Commuter,40.2,7.2,2.59,Warning Prompt in Driver Display
VOLVO-VRU-2664,Cyclist Fast,26.0,5.7,2.01,Warning Prompt in Driver Display
VOLVO-VRU-2665,Pedestrian Walking,39.9,5.4,2.89,Warning Prompt in Driver Display
VOLVO-VRU-2666,E-Scooter Commuter,28.5,6.9,1.92,Warning Prompt in Driver Display
VOLVO-VRU-2667,Child Crossing,17.2,6.3,1.22,Automatic Emergency Braking (AEB)
VOLVO-VRU-2668,Pedestrian Running,41.9,5.7,3.32,Warning Prompt in Driver Display
VOLVO-VRU-2669,Pedestrian Running,19.6,5.3,1.95,Warning Prompt in Driver Display
VOLVO-VRU-2670,Cyclist Fast,29.0,4.9,2.18,Warning Prompt in Driver Display
VOLVO-VRU-2671,Cyclist Fast,11.3,1.2,1.49,Automatic Emergency Braking (AEB)
VOLVO-VRU-2672,Pedestrian Walking,44.1,2.7,4.07,Warning Prompt in Driver Display
VOLVO-VRU-2673,Pedestrian Walking,34.5,7.3,2.6,Warning Prompt in Driver Display
VOLVO-VRU-2674,Pedestrian Walking,18.9,1.5,1.94,Warning Prompt in Driver Display
VOLVO-VRU-2675,Cyclist Fast,6.9,5.6,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2676,Pedestrian Walking,25.3,5.2,1.58,Automatic Emergency Braking (AEB)
VOLVO-VRU-2677,E-Scooter Commuter,8.6,3.8,0.68,Automatic Emergency Braking (AEB)
VOLVO-VRU-2678,Cyclist Fast,43.9,1.9,4.1,Warning Prompt in Driver Display
VOLVO-VRU-2679,E-Scooter Commuter,19.2,2.5,1.74,Automatic Emergency Braking (AEB)
VOLVO-VRU-2680,E-Scooter Commuter,44.8,7.0,2.75,Warning Prompt in Driver Display
VOLVO-VRU-2681,Pedestrian Walking,23.0,2.2,2.16,Warning Prompt in Driver Display
VOLVO-VRU-2682,Pedestrian Walking,16.6,4.1,1.19,Automatic Emergency Braking (AEB)
VOLVO-VRU-2683,Pedestrian Walking,45.0,1.2,4.5,Warning Prompt in Driver Display
VOLVO-VRU-2684,E-Scooter Commuter,25.9,5.5,2.03,Warning Prompt in Driver Display
VOLVO-VRU-2685,Pedestrian Walking,39.2,5.2,2.83,Warning Prompt in Driver Display
VOLVO-VRU-2686,Cyclist Fast,17.8,5.0,1.38,Automatic Emergency Braking (AEB)
VOLVO-VRU-2687,Pedestrian Running,43.1,3.6,3.87,Warning Prompt in Driver Display
VOLVO-VRU-2688,Cyclist Fast,21.7,3.0,1.95,Warning Prompt in Driver Display
VOLVO-VRU-2689,Cyclist Fast,25.4,1.7,2.41,Warning Prompt in Driver Display
VOLVO-VRU-2690,Cyclist Fast,5.7,1.8,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2691,Pedestrian Walking,27.0,3.8,2.14,Warning Prompt in Driver Display
VOLVO-VRU-2692,Pedestrian Walking,26.3,5.0,1.58,Automatic Emergency Braking (AEB)
VOLVO-VRU-2693,E-Scooter Commuter,13.7,2.5,1.44,Automatic Emergency Braking (AEB)
VOLVO-VRU-2694,E-Scooter Commuter,6.0,3.8,0.97,Automatic Emergency Braking (AEB)
VOLVO-VRU-2695,E-Scooter Commuter,16.1,5.0,1.32,Automatic Emergency Braking (AEB)
VOLVO-VRU-2696,Pedestrian Walking,34.5,4.1,2.88,Warning Prompt in Driver Display
VOLVO-VRU-2697,Pedestrian Walking,20.6,5.9,1.47,Automatic Emergency Braking (AEB)
VOLVO-VRU-2698,Pedestrian Walking,20.1,5.4,1.65,Automatic Emergency Braking (AEB)
VOLVO-VRU-2699,Pedestrian Walking,41.6,4.7,3.28,Warning Prompt in Driver Display
VOLVO-VRU-2700,Child Crossing,31.3,7.3,2.16,Warning Prompt in Driver Display
VOLVO-VRU-2701,Pedestrian Walking,9.8,3.6,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2702,Pedestrian Walking,11.2,4.9,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2703,Cyclist Fast,27.6,7.5,1.73,Automatic Emergency Braking (AEB)
VOLVO-VRU-2704,Pedestrian Running,17.8,1.8,1.86,Warning Prompt in Driver Display
VOLVO-VRU-2705,Pedestrian Running,20.3,6.9,1.44,Automatic Emergency Braking (AEB)
VOLVO-VRU-2706,Cyclist Fast,43.4,6.4,2.94,Warning Prompt in Driver Display
VOLVO-VRU-2707,Pedestrian Walking,35.8,6.6,2.69,Warning Prompt in Driver Display
VOLVO-VRU-2708,Pedestrian Walking,29.2,2.2,2.79,Warning Prompt in Driver Display
VOLVO-VRU-2709,Pedestrian Running,32.7,3.4,2.94,Warning Prompt in Driver Display
VOLVO-VRU-2710,Cyclist Fast,20.9,4.8,1.37,Automatic Emergency Braking (AEB)
VOLVO-VRU-2711,Pedestrian Walking,22.4,5.4,1.52,Automatic Emergency Braking (AEB)
VOLVO-VRU-2712,Pedestrian Walking,18.6,3.9,1.65,Automatic Emergency Braking (AEB)
VOLVO-VRU-2713,Pedestrian Walking,13.7,6.2,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2714,Pedestrian Running,37.6,4.0,2.98,Warning Prompt in Driver Display
VOLVO-VRU-2715,Pedestrian Walking,43.4,1.9,4.07,Warning Prompt in Driver Display
VOLVO-VRU-2716,Pedestrian Walking,30.1,2.6,2.7,Warning Prompt in Driver Display
VOLVO-VRU-2717,E-Scooter Commuter,7.6,3.0,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2718,Pedestrian Walking,8.4,4.4,0.62,Automatic Emergency Braking (AEB)
VOLVO-VRU-2719,Pedestrian Walking,42.1,6.9,2.87,Warning Prompt in Driver Display
VOLVO-VRU-2720,Pedestrian Walking,29.0,6.6,1.88,Warning Prompt in Driver Display
VOLVO-VRU-2721,Pedestrian Running,43.1,4.7,3.2,Warning Prompt in Driver Display
VOLVO-VRU-2722,Pedestrian Walking,16.2,6.7,0.92,Automatic Emergency Braking (AEB)
VOLVO-VRU-2723,Pedestrian Walking,23.3,5.3,1.53,Automatic Emergency Braking (AEB)
VOLVO-VRU-2724,Pedestrian Running,39.5,2.9,3.31,Warning Prompt in Driver Display
VOLVO-VRU-2725,Cyclist Fast,25.2,2.4,2.55,Warning Prompt in Driver Display
VOLVO-VRU-2726,E-Scooter Commuter,14.3,4.1,1.25,Automatic Emergency Braking (AEB)
VOLVO-VRU-2727,Pedestrian Running,17.4,2.8,1.67,Automatic Emergency Braking (AEB)
VOLVO-VRU-2728,E-Scooter Commuter,10.3,4.8,0.76,Automatic Emergency Braking (AEB)
VOLVO-VRU-2729,Pedestrian Running,19.4,4.8,1.74,Automatic Emergency Braking (AEB)
VOLVO-VRU-2730,E-Scooter Commuter,13.7,7.5,0.75,Automatic Emergency Braking (AEB)
VOLVO-VRU-2731,E-Scooter Commuter,30.9,5.7,2.31,Warning Prompt in Driver Display
VOLVO-VRU-2732,Pedestrian Walking,40.1,7.4,2.47,Warning Prompt in Driver Display
VOLVO-VRU-2733,Pedestrian Walking,37.9,6.6,2.51,Warning Prompt in Driver Display
VOLVO-VRU-2734,Pedestrian Walking,30.8,3.5,2.61,Warning Prompt in Driver Display
VOLVO-VRU-2735,Cyclist Fast,10.7,7.5,1.07,Automatic Emergency Braking (AEB)
VOLVO-VRU-2736,Pedestrian Walking,44.0,4.6,3.25,Warning Prompt in Driver Display
VOLVO-VRU-2737,Pedestrian Walking,6.2,5.7,1.07,Automatic Emergency Braking (AEB)
VOLVO-VRU-2738,Pedestrian Running,15.2,3.9,1.11,Automatic Emergency Braking (AEB)
VOLVO-VRU-2739,Cyclist Fast,36.5,1.7,3.74,Warning Prompt in Driver Display
VOLVO-VRU-2740,Cyclist Fast,22.2,4.5,1.61,Automatic Emergency Braking (AEB)
VOLVO-VRU-2741,Pedestrian Walking,30.6,6.1,2.24,Warning Prompt in Driver Display
VOLVO-VRU-2742,Pedestrian Walking,35.5,3.1,3.03,Warning Prompt in Driver Display
VOLVO-VRU-2743,Pedestrian Walking,27.5,3.0,2.54,Warning Prompt in Driver Display
VOLVO-VRU-2744,Cyclist Fast,7.2,6.3,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2745,Pedestrian Walking,44.9,5.6,3.07,Warning Prompt in Driver Display
VOLVO-VRU-2746,Cyclist Fast,15.4,2.2,1.67,Automatic Emergency Braking (AEB)
VOLVO-VRU-2747,Pedestrian Walking,12.0,4.1,0.85,Automatic Emergency Braking (AEB)
VOLVO-VRU-2748,E-Scooter Commuter,25.7,6.8,1.87,Warning Prompt in Driver Display
VOLVO-VRU-2749,Cyclist Fast,7.1,7.3,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2750,Pedestrian Running,13.3,3.7,0.78,Automatic Emergency Braking (AEB)
VOLVO-VRU-2751,Pedestrian Walking,38.9,2.8,3.07,Warning Prompt in Driver Display
VOLVO-VRU-2752,Pedestrian Walking,34.6,3.7,2.89,Warning Prompt in Driver Display
VOLVO-VRU-2753,Cyclist Fast,41.7,3.6,3.64,Warning Prompt in Driver Display
VOLVO-VRU-2754,Pedestrian Running,17.7,6.0,1.15,Automatic Emergency Braking (AEB)
VOLVO-VRU-2755,Pedestrian Walking,30.2,7.2,1.94,Warning Prompt in Driver Display
VOLVO-VRU-2756,Pedestrian Walking,23.8,6.9,1.57,Automatic Emergency Braking (AEB)
VOLVO-VRU-2757,Pedestrian Walking,35.2,4.6,2.74,Warning Prompt in Driver Display
VOLVO-VRU-2758,Pedestrian Walking,22.0,6.0,1.33,Automatic Emergency Braking (AEB)
VOLVO-VRU-2759,Pedestrian Running,28.4,5.8,1.9,Warning Prompt in Driver Display
VOLVO-VRU-2760,Cyclist Fast,21.3,6.8,1.01,Automatic Emergency Braking (AEB)
VOLVO-VRU-2761,Pedestrian Walking,10.2,6.0,0.87,Automatic Emergency Braking (AEB)
VOLVO-VRU-2762,Cyclist Fast,24.2,1.2,2.66,Warning Prompt in Driver Display
VOLVO-VRU-2763,Pedestrian Walking,18.0,6.3,0.93,Automatic Emergency Braking (AEB)
VOLVO-VRU-2764,Pedestrian Walking,16.7,2.7,1.14,Automatic Emergency Braking (AEB)
VOLVO-VRU-2765,Pedestrian Walking,42.9,6.9,2.54,Warning Prompt in Driver Display
VOLVO-VRU-2766,Pedestrian Walking,39.1,3.4,3.61,Warning Prompt in Driver Display
VOLVO-VRU-2767,E-Scooter Commuter,33.1,3.3,2.75,Warning Prompt in Driver Display
VOLVO-VRU-2768,Pedestrian Walking,33.1,2.8,2.52,Warning Prompt in Driver Display
VOLVO-VRU-2769,Pedestrian Walking,29.3,3.6,2.33,Warning Prompt in Driver Display
VOLVO-VRU-2770,E-Scooter Commuter,24.5,7.5,1.59,Automatic Emergency Braking (AEB)
VOLVO-VRU-2771,Cyclist Fast,29.5,7.1,1.66,Automatic Emergency Braking (AEB)
VOLVO-VRU-2772,Pedestrian Running,31.3,4.0,2.66,Warning Prompt in Driver Display
VOLVO-VRU-2773,Pedestrian Walking,36.9,3.2,2.97,Warning Prompt in Driver Display
VOLVO-VRU-2774,Pedestrian Walking,33.3,1.6,3.36,Warning Prompt in Driver Display
VOLVO-VRU-2775,Pedestrian Running,43.2,6.2,3.07,Warning Prompt in Driver Display
VOLVO-VRU-2776,Pedestrian Running,18.5,4.3,1.22,Automatic Emergency Braking (AEB)
VOLVO-VRU-2777,Pedestrian Walking,9.0,4.7,0.85,Automatic Emergency Braking (AEB)
VOLVO-VRU-2778,Pedestrian Walking,41.1,4.0,3.09,Warning Prompt in Driver Display
VOLVO-VRU-2779,Pedestrian Walking,43.2,4.8,3.42,Warning Prompt in Driver Display
VOLVO-VRU-2780,Pedestrian Running,13.6,4.4,1.16,Automatic Emergency Braking (AEB)
VOLVO-VRU-2781,E-Scooter Commuter,39.0,6.8,2.29,Warning Prompt in Driver Display
VOLVO-VRU-2782,Pedestrian Walking,36.7,7.2,2.42,Warning Prompt in Driver Display
VOLVO-VRU-2783,Pedestrian Walking,21.8,1.8,2.19,Warning Prompt in Driver Display
VOLVO-VRU-2784,Pedestrian Running,5.6,4.0,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2785,Cyclist Fast,40.5,6.6,2.51,Warning Prompt in Driver Display
VOLVO-VRU-2786,Pedestrian Walking,29.1,1.6,3.1,Warning Prompt in Driver Display
VOLVO-VRU-2787,Pedestrian Running,40.5,6.3,2.8,Warning Prompt in Driver Display
VOLVO-VRU-2788,Child Crossing,42.5,6.5,2.83,Warning Prompt in Driver Display
VOLVO-VRU-2789,Pedestrian Running,18.6,6.4,1.23,Automatic Emergency Braking (AEB)
VOLVO-VRU-2790,E-Scooter Commuter,24.0,1.6,2.28,Warning Prompt in Driver Display
VOLVO-VRU-2791,E-Scooter Commuter,9.0,3.1,1.0,Automatic Emergency Braking (AEB)
VOLVO-VRU-2792,Pedestrian Walking,25.4,4.6,1.77,Automatic Emergency Braking (AEB)
VOLVO-VRU-2793,Pedestrian Walking,43.3,5.5,3.01,Warning Prompt in Driver Display
VOLVO-VRU-2794,Cyclist Fast,19.9,6.2,1.25,Automatic Emergency Braking (AEB)
VOLVO-VRU-2795,Pedestrian Walking,21.1,2.8,1.83,Warning Prompt in Driver Display
VOLVO-VRU-2796,Pedestrian Running,41.4,2.2,4.15,Warning Prompt in Driver Display
VOLVO-VRU-2797,Child Crossing,41.8,6.0,3.04,Warning Prompt in Driver Display
VOLVO-VRU-2798,Cyclist Fast,33.1,4.0,2.71,Warning Prompt in Driver Display
VOLVO-VRU-2799,Pedestrian Walking,36.9,6.9,2.15,Warning Prompt in Driver Display
VOLVO-VRU-2800,Pedestrian Walking,36.0,1.4,3.6,Warning Prompt in Driver Display
VOLVO-VRU-2801,Pedestrian Walking,27.0,4.8,2.13,Warning Prompt in Driver Display
VOLVO-VRU-2802,Pedestrian Walking,38.6,2.3,3.48,Warning Prompt in Driver Display
VOLVO-VRU-2803,Pedestrian Walking,24.2,2.6,2.57,Warning Prompt in Driver Display
VOLVO-VRU-2804,Pedestrian Walking,19.9,4.5,1.66,Automatic Emergency Braking (AEB)
VOLVO-VRU-2805,Pedestrian Walking,27.2,1.4,2.7,Warning Prompt in Driver Display
VOLVO-VRU-2806,Pedestrian Running,32.0,5.7,2.14,Warning Prompt in Driver Display
VOLVO-VRU-2807,Pedestrian Walking,5.9,4.9,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2808,Pedestrian Walking,38.9,2.5,3.95,Warning Prompt in Driver Display
VOLVO-VRU-2809,Cyclist Fast,6.9,3.4,0.9,Automatic Emergency Braking (AEB)
VOLVO-VRU-2810,Pedestrian Walking,20.6,4.9,1.7,Automatic Emergency Braking (AEB)
VOLVO-VRU-2811,Cyclist Fast,17.4,5.6,1.48,Automatic Emergency Braking (AEB)
VOLVO-VRU-2812,Pedestrian Walking,12.7,1.4,1.08,Automatic Emergency Braking (AEB)
VOLVO-VRU-2813,Cyclist Fast,38.5,7.1,2.44,Warning Prompt in Driver Display
VOLVO-VRU-2814,E-Scooter Commuter,25.9,4.4,1.74,Automatic Emergency Braking (AEB)
VOLVO-VRU-2815,E-Scooter Commuter,7.4,3.3,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2816,Pedestrian Walking,11.7,7.5,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2817,Cyclist Fast,34.2,2.4,2.95,Warning Prompt in Driver Display
VOLVO-VRU-2818,Pedestrian Running,29.0,4.7,2.32,Warning Prompt in Driver Display
VOLVO-VRU-2819,E-Scooter Commuter,42.2,7.0,2.74,Warning Prompt in Driver Display
VOLVO-VRU-2820,Pedestrian Walking,17.9,4.0,1.4,Automatic Emergency Braking (AEB)
VOLVO-VRU-2821,Child Crossing,32.1,3.6,2.61,Warning Prompt in Driver Display
VOLVO-VRU-2822,Pedestrian Walking,11.7,1.9,0.94,Automatic Emergency Braking (AEB)
VOLVO-VRU-2823,Pedestrian Walking,9.4,5.5,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2824,Pedestrian Running,41.2,2.6,3.83,Warning Prompt in Driver Display
VOLVO-VRU-2825,Pedestrian Walking,23.7,5.7,1.76,Automatic Emergency Braking (AEB)
VOLVO-VRU-2826,Pedestrian Walking,31.2,2.5,2.81,Warning Prompt in Driver Display
VOLVO-VRU-2827,Pedestrian Running,28.7,1.8,2.42,Warning Prompt in Driver Display
VOLVO-VRU-2828,Pedestrian Walking,41.7,4.8,3.25,Warning Prompt in Driver Display
VOLVO-VRU-2829,Cyclist Fast,28.6,4.8,2.23,Warning Prompt in Driver Display
VOLVO-VRU-2830,Cyclist Fast,11.4,5.6,0.91,Automatic Emergency Braking (AEB)
VOLVO-VRU-2831,Pedestrian Walking,19.4,5.5,1.69,Automatic Emergency Braking (AEB)
VOLVO-VRU-2832,Cyclist Fast,10.2,2.6,0.8,Automatic Emergency Braking (AEB)
VOLVO-VRU-2833,Pedestrian Running,28.4,4.9,1.63,Automatic Emergency Braking (AEB)
VOLVO-VRU-2834,Pedestrian Running,34.3,6.0,2.33,Warning Prompt in Driver Display
VOLVO-VRU-2835,Pedestrian Walking,40.1,4.5,2.93,Warning Prompt in Driver Display
VOLVO-VRU-2836,E-Scooter Commuter,22.9,2.0,1.97,Warning Prompt in Driver Display
VOLVO-VRU-2837,E-Scooter Commuter,32.8,1.6,3.24,Warning Prompt in Driver Display
VOLVO-VRU-2838,Pedestrian Running,29.6,3.4,2.62,Warning Prompt in Driver Display
VOLVO-VRU-2839,Cyclist Fast,11.9,3.8,0.64,Automatic Emergency Braking (AEB)
VOLVO-VRU-2840,Pedestrian Walking,39.5,4.8,3.31,Warning Prompt in Driver Display
VOLVO-VRU-2841,Pedestrian Walking,12.4,2.4,1.31,Automatic Emergency Braking (AEB)
VOLVO-VRU-2842,Pedestrian Walking,14.6,6.7,0.88,Automatic Emergency Braking (AEB)
VOLVO-VRU-2843,Cyclist Fast,44.4,5.5,3.08,Warning Prompt in Driver Display
VOLVO-VRU-2844,Pedestrian Running,13.0,6.4,0.77,Automatic Emergency Braking (AEB)
VOLVO-VRU-2845,Pedestrian Walking,9.2,6.0,0.94,Automatic Emergency Braking (AEB)
VOLVO-VRU-2846,Pedestrian Walking,15.2,5.5,1.29,Automatic Emergency Braking (AEB)
VOLVO-VRU-2847,Cyclist Fast,16.4,1.5,1.48,Automatic Emergency Braking (AEB)
VOLVO-VRU-2848,Pedestrian Running,17.5,1.5,1.91,Warning Prompt in Driver Display
VOLVO-VRU-2849,Pedestrian Walking,37.5,4.8,2.81,Warning Prompt in Driver Display
VOLVO-VRU-2850,Pedestrian Walking,26.0,4.7,1.74,Automatic Emergency Braking (AEB)
VOLVO-VRU-2851,Pedestrian Walking,30.6,2.0,3.15,Warning Prompt in Driver Display
VOLVO-VRU-2852,Pedestrian Walking,34.5,4.0,2.52,Warning Prompt in Driver Display
VOLVO-VRU-2853,E-Scooter Commuter,13.7,2.4,1.02,Automatic Emergency Braking (AEB)
VOLVO-VRU-2854,Pedestrian Running,14.4,7.4,0.96,Automatic Emergency Braking (AEB)
VOLVO-VRU-2855,Child Crossing,38.6,7.3,2.35,Warning Prompt in Driver Display
VOLVO-VRU-2856,Pedestrian Running,27.6,2.1,2.54,Warning Prompt in Driver Display
VOLVO-VRU-2857,E-Scooter Commuter,36.4,3.1,3.31,Warning Prompt in Driver Display
VOLVO-VRU-2858,Cyclist Fast,41.9,5.7,2.87,Warning Prompt in Driver Display
VOLVO-VRU-2859,Pedestrian Walking,35.1,2.1,3.28,Warning Prompt in Driver Display
VOLVO-VRU-2860,Pedestrian Running,29.8,5.1,2.15,Warning Prompt in Driver Display
VOLVO-VRU-2861,Pedestrian Walking,30.7,6.5,2.58,Warning Prompt in Driver Display
VOLVO-VRU-2862,Pedestrian Walking,42.3,5.1,2.9,Warning Prompt in Driver Display
VOLVO-VRU-2863,Pedestrian Walking,24.5,4.3,2.16,Warning Prompt in Driver Display
VOLVO-VRU-2864,E-Scooter Commuter,42.6,4.5,3.23,Warning Prompt in Driver Display
VOLVO-VRU-2865,Cyclist Fast,25.1,7.0,1.69,Automatic Emergency Braking (AEB)
VOLVO-VRU-2866,Pedestrian Walking,9.8,2.9,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2867,Cyclist Fast,44.6,6.5,2.69,Warning Prompt in Driver Display
VOLVO-VRU-2868,Child Crossing,36.2,5.6,2.83,Warning Prompt in Driver Display
VOLVO-VRU-2869,Pedestrian Walking,21.7,4.2,1.92,Warning Prompt in Driver Display
VOLVO-VRU-2870,Pedestrian Walking,33.9,3.7,2.98,Warning Prompt in Driver Display
VOLVO-VRU-2871,Pedestrian Running,15.9,3.5,1.38,Automatic Emergency Braking (AEB)
VOLVO-VRU-2872,Pedestrian Running,36.3,4.3,3.17,Warning Prompt in Driver Display
VOLVO-VRU-2873,Pedestrian Walking,31.6,6.4,2.11,Warning Prompt in Driver Display
VOLVO-VRU-2874,Cyclist Fast,12.1,5.3,1.07,Automatic Emergency Braking (AEB)
VOLVO-VRU-2875,Pedestrian Running,12.9,1.6,1.3,Automatic Emergency Braking (AEB)
VOLVO-VRU-2876,Pedestrian Running,19.6,6.1,0.96,Automatic Emergency Braking (AEB)
VOLVO-VRU-2877,Cyclist Fast,25.3,1.5,2.7,Warning Prompt in Driver Display
