Combustion_Cycle_ID,Engine_Speed_RPM,Twin_Turbo_Boost_Bar,Pre_Chamber_Temp_C,Turbulent_Jet_Velocity_m_s,Knock_Sensor_Volts,Combustion_State
MASERATI-MC20-2585,3719,2.02,789.5,73.4,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2586,5721,2.45,855.6,99.5,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2587,3215,1.94,826.0,79.1,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2588,2438,2.19,822.3,81.2,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2589,3732,1.96,785.5,80.7,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2590,2499,1.79,781.9,77.0,0.7,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2591,4414,2.15,838.4,82.3,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2592,2197,1.81,767.3,80.8,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2593,3466,2.12,803.5,73.0,0.65,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2594,3819,2.34,836.5,85.0,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2595,3625,2.04,791.9,86.3,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2596,7681,3.3,889.4,99.5,0.92,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2597,7229,2.72,864.6,95.3,0.94,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2598,3484,1.88,799.0,82.2,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2599,6884,3.03,882.4,95.3,0.92,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2600,4340,2.15,831.4,86.2,0.88,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2601,7749,2.83,818.3,104.2,0.91,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2602,6776,2.54,849.8,95.0,0.91,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2603,5181,2.29,851.1,93.9,0.94,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2604,2119,1.81,779.3,76.1,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2605,6515,2.68,860.3,94.3,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2606,3853,2.21,772.3,87.7,0.61,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2607,4708,2.34,811.2,90.8,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2608,2277,1.93,823.8,74.8,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2609,7368,2.87,858.8,103.0,0.96,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2610,5167,2.44,819.2,93.8,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2611,6451,2.57,822.9,92.9,0.85,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2612,3001,1.81,758.8,74.6,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2613,7390,3.12,917.8,96.8,0.97,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2614,6512,2.82,799.5,92.7,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2615,6754,2.65,837.4,91.5,0.93,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2616,3587,1.76,778.3,75.9,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2617,4352,2.15,780.8,88.8,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2618,6394,2.67,857.5,89.3,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2619,7256,2.72,853.2,98.9,1.01,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2620,7709,3.0,891.6,93.4,1.04,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2621,4487,2.21,785.3,87.3,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2622,2836,1.91,786.3,75.6,0.66,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2623,4949,2.4,815.0,93.7,0.61,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2624,7159,3.03,879.0,99.6,0.91,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2625,5949,2.53,835.1,95.6,0.68,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2626,5232,2.48,850.0,95.2,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2627,4732,2.39,816.1,93.8,0.63,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2628,4673,2.39,834.6,85.2,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2629,3431,2.27,821.8,73.7,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2630,3865,2.2,800.0,86.1,0.59,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2631,7015,2.9,849.1,104.4,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2632,6339,2.9,839.4,95.9,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2633,5328,2.41,810.6,87.4,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2634,4155,2.02,797.7,86.5,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2635,6137,2.74,852.9,91.9,0.85,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2636,4272,2.09,830.8,85.3,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2637,5075,2.17,776.8,82.5,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2638,4636,2.32,820.7,84.6,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2639,2611,1.84,764.5,79.5,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2640,2762,1.74,730.3,78.9,0.66,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2641,6460,2.54,854.4,88.8,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2642,6806,2.84,878.2,104.4,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2643,5467,2.56,818.2,89.5,0.88,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2644,2520,1.87,786.5,74.8,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2645,2191,1.79,806.1,73.6,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2646,3217,1.9,807.2,81.7,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2647,3288,1.91,778.4,74.3,0.62,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2648,3419,2.15,815.5,81.5,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2649,4829,2.22,823.8,85.5,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2650,3095,1.72,798.5,71.3,0.64,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2651,4633,2.14,830.4,82.9,0.9,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2652,4765,2.26,828.4,87.9,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2653,4210,2.22,824.3,91.8,0.7,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2654,5655,2.48,818.0,83.8,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2655,3325,1.91,763.8,81.7,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2656,5185,2.38,792.3,98.5,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2657,2600,1.93,779.5,80.6,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2658,4365,2.27,811.8,79.4,0.92,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2659,7448,2.72,846.2,91.8,0.85,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2660,7091,2.96,909.4,96.2,0.91,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2661,5804,2.58,862.8,90.5,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2662,7541,3.01,879.6,101.5,0.92,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2663,3988,1.92,796.8,80.8,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2664,7411,3.07,878.7,101.2,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2665,7224,2.96,835.8,94.6,0.89,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2666,5128,2.36,817.3,83.1,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2667,3167,1.72,795.1,77.2,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2668,3552,2.03,812.4,85.3,0.53,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2669,5154,2.53,835.3,91.1,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2670,4458,2.02,791.8,80.5,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2671,4552,2.15,856.9,80.3,0.7,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2672,6863,2.77,861.3,96.9,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2673,2092,1.53,755.4,73.4,0.62,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2674,5115,2.46,856.3,95.3,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2675,4996,2.34,817.5,89.3,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2676,7083,2.77,871.2,99.1,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2677,6369,2.52,851.1,90.3,0.68,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2678,6162,2.62,855.5,95.9,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2679,2764,1.7,789.9,72.1,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2680,7621,2.93,879.9,99.3,0.89,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2681,7129,3.0,893.8,102.7,0.88,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2682,7136,2.78,861.2,88.0,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2683,5898,2.59,819.7,86.6,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2684,3317,2.13,803.1,78.4,0.62,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2685,5739,2.65,831.3,93.9,0.88,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2686,7143,2.75,837.5,95.1,0.87,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2687,4599,2.36,838.5,91.7,0.64,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2688,3245,2.03,789.5,79.7,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2689,5430,2.31,822.7,87.1,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2690,3274,2.07,771.5,79.6,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2691,4994,2.4,801.2,84.3,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2692,5886,2.61,862.3,93.5,0.89,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2693,3414,2.17,792.9,81.3,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2694,7474,3.09,889.9,102.4,0.91,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2695,4519,2.43,837.3,88.7,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2696,4482,2.32,818.6,85.2,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2697,7262,2.91,886.5,94.6,0.88,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2698,4815,2.57,845.3,87.8,0.93,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2699,2097,1.91,784.8,75.1,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2700,7171,2.82,870.4,102.0,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2701,4356,2.18,815.7,82.8,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2702,7030,2.63,823.0,92.3,0.89,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2703,6729,2.84,818.8,100.7,0.9,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2704,6017,2.55,822.3,87.0,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2705,6717,2.97,859.8,99.7,0.88,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2706,4409,2.02,788.8,78.2,0.7,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2707,7664,3.01,884.4,95.8,0.95,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2708,5193,2.55,846.4,96.5,0.68,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2709,2692,1.85,792.9,75.9,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2710,6326,2.53,812.1,88.9,0.95,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2711,7753,3.12,876.2,100.2,0.95,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2712,7180,2.67,858.9,93.6,0.87,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2713,3666,2.04,840.7,76.8,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2714,7283,2.68,849.2,87.3,0.93,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2715,6373,2.69,826.8,87.3,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2716,5824,2.34,811.9,89.3,0.51,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2717,3029,1.76,771.8,72.8,0.62,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2718,4870,2.45,851.8,79.8,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2719,3725,2.21,820.1,84.3,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2720,7211,2.7,850.0,89.0,0.87,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2721,3413,1.97,809.5,79.8,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2722,7383,3.04,872.8,105.9,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2723,2318,1.45,755.2,63.3,0.65,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2724,3278,2.04,793.9,94.0,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2725,3166,1.76,797.3,77.7,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2726,7638,3.18,877.0,100.6,1.04,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2727,5877,2.58,813.2,86.9,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2728,2381,1.74,802.6,75.9,0.64,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2729,5546,2.36,853.2,90.5,0.91,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2730,3500,2.12,789.3,81.5,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2731,3957,2.17,772.1,81.0,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2732,7361,2.94,878.0,105.4,0.95,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2733,3080,2.08,843.7,83.7,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2734,7059,2.64,850.2,89.5,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2735,7088,2.96,885.0,100.9,0.9,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2736,7526,2.87,854.7,100.4,0.87,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2737,5212,2.31,852.1,91.4,0.7,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2738,5797,2.33,845.2,87.1,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2739,5794,2.5,821.4,93.5,0.88,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2740,2116,2.02,789.6,82.3,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2741,4030,1.78,776.8,74.2,0.59,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2742,5935,2.3,831.0,82.9,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2743,3570,1.78,777.6,77.9,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2744,4699,2.26,796.5,83.1,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2745,7546,3.03,865.6,98.9,0.9,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2746,3738,2.29,779.8,87.1,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2747,3558,2.39,813.7,85.0,0.85,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2748,7021,2.52,850.6,86.3,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2749,2581,2.14,791.3,84.1,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2750,2839,1.78,797.6,71.2,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2751,3902,2.14,796.5,75.3,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2752,2623,1.69,749.7,75.5,0.49,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2753,3648,2.13,820.3,79.2,0.7,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2754,2479,1.8,791.7,78.0,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2755,2345,1.42,772.3,75.0,0.67,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2756,6200,2.5,831.5,85.4,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2757,6081,2.39,817.1,87.2,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2758,2901,1.9,761.4,77.4,0.62,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2759,6017,2.86,862.7,102.7,0.93,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2760,2713,1.87,773.7,76.3,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2761,7467,2.86,854.3,96.7,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2762,3559,2.17,797.1,88.1,0.58,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2763,7139,2.56,820.3,97.5,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2764,4682,2.58,879.5,90.9,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2765,3560,1.86,813.1,81.6,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2766,3004,2.08,805.5,87.0,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2767,4472,2.17,820.5,80.9,0.65,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2768,4941,2.24,865.8,86.1,0.96,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2769,6377,2.82,863.7,107.4,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2770,3082,1.8,776.4,77.4,0.65,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2771,2529,1.86,792.3,75.3,0.68,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2772,5446,2.3,832.1,85.7,0.87,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2773,5850,2.5,850.5,92.4,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2774,2595,1.91,802.7,80.4,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2775,4733,2.09,808.0,78.3,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2776,4353,2.04,811.2,85.7,0.98,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2777,6560,2.45,823.7,90.9,0.9,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2778,7271,2.6,864.3,84.9,0.85,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2779,3656,1.96,787.8,80.8,0.7,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2780,5874,2.48,862.2,81.7,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2781,5629,2.72,832.9,95.0,0.63,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2782,6567,2.81,847.7,98.1,0.91,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2783,5836,2.55,849.4,98.1,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2784,6455,2.63,844.1,98.9,0.66,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2785,6142,2.65,804.4,90.2,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2786,7555,2.88,793.8,100.9,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2787,5441,2.14,815.7,90.7,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2788,5716,2.44,817.6,91.0,0.92,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2789,2747,1.94,805.2,72.8,0.67,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2790,5917,2.53,824.4,90.8,0.61,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2791,2294,1.68,771.7,78.5,0.57,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2792,2330,1.91,760.2,77.7,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2793,5488,2.58,825.0,94.5,0.88,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2794,3803,1.82,775.6,83.2,0.53,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2795,2224,1.69,775.3,80.3,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2796,6915,2.97,874.5,99.2,0.85,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2797,2487,1.91,798.0,80.9,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2798,5069,2.38,829.3,88.6,0.91,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2799,2427,1.63,769.9,67.5,0.64,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2800,5230,2.29,852.9,86.3,0.89,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2801,5863,2.52,845.2,89.3,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2802,6284,2.66,846.3,89.0,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2803,5222,2.1,820.5,78.6,0.57,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2804,6047,2.5,853.2,83.1,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2805,2394,1.63,759.7,79.8,0.51,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2806,5112,2.5,817.1,94.8,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2807,6939,2.64,838.4,88.5,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2808,5861,2.72,859.7,95.0,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2809,4604,2.14,799.2,82.1,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2810,7504,3.05,866.4,98.2,0.94,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2811,4001,2.03,812.3,77.2,0.62,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2812,2713,1.62,810.2,77.0,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2813,2355,1.74,791.2,82.3,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2814,7229,2.9,863.8,97.3,0.94,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2815,2709,1.66,764.9,79.1,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2816,3194,1.8,792.8,79.5,0.63,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2817,4214,2.02,775.4,78.0,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2818,7094,2.66,826.8,87.6,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2819,5171,2.39,824.6,88.7,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2820,7120,2.94,861.5,95.8,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2821,4202,2.16,781.8,84.0,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2822,5014,2.41,834.8,91.2,0.61,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2823,2962,1.9,800.3,81.1,0.67,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2824,7355,3.0,872.9,99.8,0.85,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2825,7276,3.09,869.7,101.7,1.0,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2826,3007,2.11,778.5,87.6,0.85,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2827,7574,2.88,888.4,96.1,0.92,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2828,6966,2.97,861.9,103.7,0.85,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2829,3575,2.09,796.9,87.9,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2830,6455,2.75,872.2,92.5,0.88,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2831,2111,1.58,793.2,70.0,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2832,3385,1.86,792.7,76.6,0.7,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2833,4973,2.49,842.1,87.3,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2834,5718,2.48,821.0,93.9,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2835,3540,1.7,755.8,81.0,0.59,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2836,5069,2.26,801.1,86.8,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2837,7045,2.83,857.6,97.7,0.87,Micro-Knock Ingestion / Spark Retard
