Claim_ID,Dealership_ID,Replaced_Component,Claim_Amount_USD,Labor_Hours_Billed,Parts_Quantity,Vehicle_Age_Months,True_Fraud_Flag,Anomaly_Flag,Audit_Status
CLAIM-81916,Dealership-D006,Inverter ECU,532.55,4.8,2,17,0,1,Approved Standard Claim
CLAIM-81917,Dealership-D042,Battery Module,751.05,7.4,3,16,0,1,Approved Standard Claim
CLAIM-81918,Dealership-D044,Brake Caliper Kit,878.64,7.7,3,12,0,1,Approved Standard Claim
CLAIM-81919,Dealership-D029,Brake Caliper Kit,924.02,10.0,4,41,0,1,Approved Standard Claim
CLAIM-81920,Dealership-D011,Transmission Valve Body,888.69,7.9,3,38,0,1,Approved Standard Claim
CLAIM-81921,Dealership-D030,Turbocharger Assembly,1505.59,15.6,6,31,0,1,Approved Standard Claim
CLAIM-81922,Dealership-D003,Brake Caliper Kit,2783.75,29.4,3,29,0,1,Approved Standard Claim
CLAIM-81923,Dealership-D006,Infotainment Head Unit,1313.77,10.3,1,22,0,1,Approved Standard Claim
CLAIM-81924,Dealership-D039,Brake Caliper Kit,1252.92,13.6,4,21,0,1,Approved Standard Claim
CLAIM-81925,Dealership-D020,Transmission Valve Body,3665.6,29.4,4,18,0,1,Approved Standard Claim
CLAIM-81926,Dealership-D001,Inverter ECU,1364.52,10.6,3,25,0,1,Approved Standard Claim
CLAIM-81927,Dealership-D022,Turbocharger Assembly,1425.5,10.9,2,44,0,1,Approved Standard Claim
CLAIM-81928,Dealership-D009,Turbocharger Assembly,505.85,4.0,1,35,0,1,Approved Standard Claim
CLAIM-81929,Dealership-D037,Turbocharger Assembly,586.99,4.5,1,27,0,1,Approved Standard Claim
CLAIM-81930,Dealership-D043,Battery Module,1151.94,12.3,4,36,0,1,Approved Standard Claim
CLAIM-81931,Dealership-D028,Infotainment Head Unit,4639.9,51.2,1,31,0,-1,High-Risk (Flagged for Audit)
CLAIM-81932,Dealership-D019,Infotainment Head Unit,680.38,5.7,1,16,0,1,Approved Standard Claim
CLAIM-81933,Dealership-D019,Brake Caliper Kit,5712.22,59.0,6,7,1,-1,High-Risk (Flagged for Audit)
CLAIM-81934,Dealership-D034,Battery Module,1459.41,12.4,4,35,0,1,Approved Standard Claim
CLAIM-81935,Dealership-D030,Transmission Valve Body,2205.13,23.6,2,13,0,1,Approved Standard Claim
CLAIM-81936,Dealership-D015,Turbocharger Assembly,2242.42,17.9,3,41,0,1,Approved Standard Claim
CLAIM-81937,Dealership-D037,Infotainment Head Unit,1478.06,14.0,2,36,0,1,Approved Standard Claim
CLAIM-81938,Dealership-D043,Brake Caliper Kit,1567.86,13.2,1,29,0,1,Approved Standard Claim
CLAIM-81939,Dealership-D025,Infotainment Head Unit,9252.17,90.6,2,34,0,-1,High-Risk (Flagged for Audit)
CLAIM-81940,Dealership-D027,Brake Caliper Kit,644.68,6.1,4,18,0,1,Approved Standard Claim
CLAIM-81941,Dealership-D013,Infotainment Head Unit,653.68,5.1,4,24,0,1,Approved Standard Claim
CLAIM-81942,Dealership-D010,Infotainment Head Unit,1323.49,11.1,3,18,0,1,Approved Standard Claim
CLAIM-81943,Dealership-D042,Brake Caliper Kit,3381.67,31.2,2,7,0,1,Approved Standard Claim
CLAIM-81944,Dealership-D010,Infotainment Head Unit,3840.19,32.7,2,44,0,1,Approved Standard Claim
CLAIM-81945,Dealership-D018,Infotainment Head Unit,3600.01,37.9,1,24,0,-1,High-Risk (Flagged for Audit)
CLAIM-81946,Dealership-D037,Transmission Valve Body,726.23,7.2,4,24,0,1,Approved Standard Claim
CLAIM-81947,Dealership-D016,Turbocharger Assembly,695.48,5.2,2,24,0,1,Approved Standard Claim
CLAIM-81948,Dealership-D031,Turbocharger Assembly,1304.75,9.7,3,28,0,1,Approved Standard Claim
CLAIM-81949,Dealership-D032,Transmission Valve Body,748.88,5.8,3,40,0,1,Approved Standard Claim
CLAIM-81950,Dealership-D005,Battery Module,740.24,6.0,1,17,0,1,Approved Standard Claim
CLAIM-81951,Dealership-D028,Turbocharger Assembly,2884.93,20.6,3,35,0,1,Approved Standard Claim
CLAIM-81952,Dealership-D042,Brake Caliper Kit,408.93,4.5,6,33,0,1,Approved Standard Claim
CLAIM-81953,Dealership-D029,Turbocharger Assembly,1476.16,15.3,2,15,0,1,Approved Standard Claim
CLAIM-81954,Dealership-D006,Turbocharger Assembly,760.4,8.1,5,17,0,1,Approved Standard Claim
CLAIM-81955,Dealership-D044,Turbocharger Assembly,630.24,6.9,1,39,0,1,Approved Standard Claim
CLAIM-81956,Dealership-D023,Inverter ECU,1079.84,8.2,2,46,0,1,Approved Standard Claim
CLAIM-81957,Dealership-D022,Transmission Valve Body,900.69,7.8,2,32,0,1,Approved Standard Claim
CLAIM-81958,Dealership-D037,Inverter ECU,1575.81,15.3,1,7,0,1,Approved Standard Claim
CLAIM-81959,Dealership-D006,Infotainment Head Unit,568.75,4.2,2,37,0,1,Approved Standard Claim
CLAIM-81960,Dealership-D023,Inverter ECU,2558.46,24.2,5,33,0,1,Approved Standard Claim
CLAIM-81961,Dealership-D022,Turbocharger Assembly,5059.94,41.6,5,14,0,-1,High-Risk (Flagged for Audit)
CLAIM-81962,Dealership-D013,Battery Module,673.82,4.9,1,6,0,1,Approved Standard Claim
CLAIM-81963,Dealership-D042,Transmission Valve Body,657.93,4.9,2,38,0,1,Approved Standard Claim
CLAIM-81964,Dealership-D018,Inverter ECU,768.09,8.4,7,12,0,1,Approved Standard Claim
CLAIM-81965,Dealership-D007,Battery Module,584.14,4.7,3,6,0,1,Approved Standard Claim
CLAIM-81966,Dealership-D012,Brake Caliper Kit,785.34,5.9,5,43,0,1,Approved Standard Claim
CLAIM-81967,Dealership-D007,Infotainment Head Unit,798.07,5.9,4,13,0,1,Approved Standard Claim
CLAIM-81968,Dealership-D043,Battery Module,1908.26,16.8,4,46,0,1,Approved Standard Claim
CLAIM-81969,Dealership-D020,Battery Module,1060.14,8.0,2,14,0,1,Approved Standard Claim
CLAIM-81970,Dealership-D003,Infotainment Head Unit,1982.76,14.3,3,31,0,1,Approved Standard Claim
CLAIM-81971,Dealership-D004,Battery Module,1633.47,14.0,2,23,0,1,Approved Standard Claim
CLAIM-81972,Dealership-D012,Turbocharger Assembly,698.59,6.2,4,45,0,1,Approved Standard Claim
CLAIM-81973,Dealership-D017,Infotainment Head Unit,564.75,4.3,4,18,0,1,Approved Standard Claim
CLAIM-81974,Dealership-D036,Battery Module,4391.84,32.9,4,11,0,1,Approved Standard Claim
CLAIM-81975,Dealership-D012,Infotainment Head Unit,1823.73,16.0,3,42,0,1,Approved Standard Claim
CLAIM-81976,Dealership-D035,Inverter ECU,1202.47,9.0,2,47,0,1,Approved Standard Claim
CLAIM-81977,Dealership-D026,Turbocharger Assembly,1195.91,10.1,1,11,0,1,Approved Standard Claim
CLAIM-81978,Dealership-D025,Turbocharger Assembly,1936.77,14.3,2,24,0,1,Approved Standard Claim
CLAIM-81979,Dealership-D032,Transmission Valve Body,1802.45,14.9,3,8,0,1,Approved Standard Claim
CLAIM-81980,Dealership-D041,Infotainment Head Unit,542.19,4.8,3,15,0,1,Approved Standard Claim
CLAIM-81981,Dealership-D026,Brake Caliper Kit,3012.1,29.7,6,8,0,1,Approved Standard Claim
CLAIM-81982,Dealership-D038,Battery Module,1453.09,13.5,4,13,0,1,Approved Standard Claim
CLAIM-81983,Dealership-D027,Turbocharger Assembly,2875.93,27.5,1,8,0,1,Approved Standard Claim
CLAIM-81984,Dealership-D043,Inverter ECU,473.29,3.4,3,9,0,1,Approved Standard Claim
CLAIM-81985,Dealership-D012,Transmission Valve Body,3633.05,35.5,2,36,0,1,Approved Standard Claim
CLAIM-81986,Dealership-D004,Infotainment Head Unit,1210.03,10.1,5,12,0,1,Approved Standard Claim
CLAIM-81987,Dealership-D029,Battery Module,951.47,7.2,4,31,0,1,Approved Standard Claim
CLAIM-81988,Dealership-D039,Transmission Valve Body,1282.9,9.3,3,27,0,1,Approved Standard Claim
CLAIM-81989,Dealership-D016,Brake Caliper Kit,838.14,7.0,2,42,0,1,Approved Standard Claim
CLAIM-81990,Dealership-D039,Infotainment Head Unit,608.79,5.0,2,16,0,1,Approved Standard Claim
CLAIM-81991,Dealership-D008,Brake Caliper Kit,525.6,4.1,5,45,0,1,Approved Standard Claim
CLAIM-81992,Dealership-D013,Transmission Valve Body,1337.94,11.3,3,18,0,1,Approved Standard Claim
CLAIM-81993,Dealership-D038,Infotainment Head Unit,2108.28,20.5,1,27,0,1,Approved Standard Claim
CLAIM-81994,Dealership-D030,Transmission Valve Body,1575.99,12.1,7,34,0,1,Approved Standard Claim
CLAIM-81995,Dealership-D015,Inverter ECU,2909.38,28.3,5,38,0,1,Approved Standard Claim
CLAIM-81996,Dealership-D022,Inverter ECU,1972.72,18.6,3,18,0,1,Approved Standard Claim
CLAIM-81997,Dealership-D023,Brake Caliper Kit,697.27,7.4,5,31,0,1,Approved Standard Claim
CLAIM-81998,Dealership-D005,Transmission Valve Body,1296.93,13.5,1,42,0,1,Approved Standard Claim
CLAIM-81999,Dealership-D014,Brake Caliper Kit,2345.52,18.3,4,43,0,1,Approved Standard Claim
CLAIM-82000,Dealership-D031,Infotainment Head Unit,723.18,8.0,3,11,0,1,Approved Standard Claim
CLAIM-82001,Dealership-D035,Transmission Valve Body,1747.71,14.5,4,36,0,1,Approved Standard Claim
CLAIM-82002,Dealership-D025,Transmission Valve Body,1338.59,10.6,2,22,0,1,Approved Standard Claim
CLAIM-82003,Dealership-D037,Inverter ECU,647.16,6.3,6,36,0,1,Approved Standard Claim
CLAIM-82004,Dealership-D034,Battery Module,453.3,3.8,3,8,0,1,Approved Standard Claim
CLAIM-82005,Dealership-D044,Transmission Valve Body,1454.49,13.6,4,46,0,1,Approved Standard Claim
CLAIM-82006,Dealership-D018,Inverter ECU,2481.71,24.6,2,23,0,1,Approved Standard Claim
CLAIM-82007,Dealership-D018,Battery Module,2875.15,30.5,6,31,0,1,Approved Standard Claim
CLAIM-82008,Dealership-D002,Infotainment Head Unit,624.95,6.2,1,30,0,1,Approved Standard Claim
CLAIM-82009,Dealership-D040,Transmission Valve Body,2311.57,24.5,4,36,0,1,Approved Standard Claim
CLAIM-82010,Dealership-D010,Infotainment Head Unit,1751.58,16.5,2,32,0,1,Approved Standard Claim
CLAIM-82011,Dealership-D039,Transmission Valve Body,4303.23,31.1,2,36,0,1,Approved Standard Claim
CLAIM-82012,Dealership-D042,Infotainment Head Unit,2266.43,18.5,2,38,0,1,Approved Standard Claim
CLAIM-82013,Dealership-D010,Infotainment Head Unit,540.09,4.9,4,14,0,1,Approved Standard Claim
CLAIM-82014,Dealership-D007,Transmission Valve Body,2856.49,25.8,3,23,0,1,Approved Standard Claim
CLAIM-82015,Dealership-D019,Battery Module,17576.39,128.0,7,35,1,-1,High-Risk (Flagged for Audit)
CLAIM-82016,Dealership-D036,Battery Module,515.62,5.7,3,45,0,1,Approved Standard Claim
CLAIM-82017,Dealership-D017,Infotainment Head Unit,414.25,4.5,1,42,0,1,Approved Standard Claim
CLAIM-82018,Dealership-D040,Infotainment Head Unit,403.6,3.1,1,35,0,1,Approved Standard Claim
CLAIM-82019,Dealership-D043,Battery Module,4877.93,41.7,2,45,0,-1,High-Risk (Flagged for Audit)
CLAIM-82020,Dealership-D039,Inverter ECU,1566.42,11.9,2,39,0,1,Approved Standard Claim
CLAIM-82021,Dealership-D044,Transmission Valve Body,4022.42,37.2,2,25,0,1,Approved Standard Claim
CLAIM-82022,Dealership-D025,Inverter ECU,585.84,4.3,6,28,0,1,Approved Standard Claim
CLAIM-82023,Dealership-D031,Battery Module,634.98,4.7,4,16,0,1,Approved Standard Claim
CLAIM-82024,Dealership-D035,Turbocharger Assembly,926.24,7.7,4,16,0,1,Approved Standard Claim
CLAIM-82025,Dealership-D003,Inverter ECU,531.35,4.3,2,45,0,1,Approved Standard Claim
CLAIM-82026,Dealership-D031,Turbocharger Assembly,1519.13,11.6,4,38,0,1,Approved Standard Claim
CLAIM-82027,Dealership-D008,Transmission Valve Body,2467.11,19.3,1,34,0,1,Approved Standard Claim
CLAIM-82028,Dealership-D005,Turbocharger Assembly,764.84,6.0,3,36,0,1,Approved Standard Claim
CLAIM-82029,Dealership-D003,Turbocharger Assembly,536.32,4.6,2,23,0,1,Approved Standard Claim
CLAIM-82030,Dealership-D040,Transmission Valve Body,1200.11,13.3,3,29,0,1,Approved Standard Claim
CLAIM-82031,Dealership-D005,Battery Module,3370.88,33.4,2,34,0,1,Approved Standard Claim
CLAIM-82032,Dealership-D039,Brake Caliper Kit,577.59,4.2,4,31,0,1,Approved Standard Claim
CLAIM-82033,Dealership-D040,Transmission Valve Body,1624.41,12.8,2,17,0,1,Approved Standard Claim
CLAIM-82034,Dealership-D013,Turbocharger Assembly,2544.84,24.3,2,12,0,1,Approved Standard Claim
CLAIM-82035,Dealership-D036,Transmission Valve Body,1281.81,12.7,3,12,0,1,Approved Standard Claim
CLAIM-82036,Dealership-D019,Transmission Valve Body,1231.35,12.9,4,19,0,1,Approved Standard Claim
CLAIM-82037,Dealership-D042,Brake Caliper Kit,417.89,3.1,3,10,0,1,Approved Standard Claim
CLAIM-82038,Dealership-D010,Battery Module,803.66,7.3,2,9,0,1,Approved Standard Claim
CLAIM-82039,Dealership-D024,Battery Module,1547.91,11.7,3,36,0,1,Approved Standard Claim
CLAIM-82040,Dealership-D002,Turbocharger Assembly,697.07,5.4,4,36,0,1,Approved Standard Claim
CLAIM-82041,Dealership-D043,Battery Module,673.86,5.0,3,16,0,1,Approved Standard Claim
CLAIM-82042,Dealership-D006,Turbocharger Assembly,2978.11,23.8,5,20,0,1,Approved Standard Claim
CLAIM-82043,Dealership-D021,Turbocharger Assembly,449.09,3.6,2,40,0,1,Approved Standard Claim
CLAIM-82044,Dealership-D022,Transmission Valve Body,560.69,5.7,1,7,0,1,Approved Standard Claim
CLAIM-82045,Dealership-D018,Inverter ECU,470.49,4.0,3,39,0,1,Approved Standard Claim
CLAIM-82046,Dealership-D032,Brake Caliper Kit,828.73,9.0,3,17,0,1,Approved Standard Claim
CLAIM-82047,Dealership-D034,Brake Caliper Kit,4702.76,57.6,9,16,1,-1,High-Risk (Flagged for Audit)
CLAIM-82048,Dealership-D034,Transmission Valve Body,1410.22,10.7,6,31,0,1,Approved Standard Claim
CLAIM-82049,Dealership-D014,Transmission Valve Body,707.4,5.3,4,41,0,1,Approved Standard Claim
CLAIM-82050,Dealership-D014,Battery Module,963.71,7.5,5,28,0,1,Approved Standard Claim
CLAIM-82051,Dealership-D039,Transmission Valve Body,4773.1,39.5,2,13,0,-1,High-Risk (Flagged for Audit)
CLAIM-82052,Dealership-D015,Turbocharger Assembly,1861.1,20.5,2,15,0,1,Approved Standard Claim
CLAIM-82053,Dealership-D017,Turbocharger Assembly,1217.98,11.0,4,20,0,1,Approved Standard Claim
CLAIM-82054,Dealership-D044,Brake Caliper Kit,448.7,3.7,3,27,0,1,Approved Standard Claim
CLAIM-82055,Dealership-D022,Inverter ECU,1641.14,12.6,3,29,0,1,Approved Standard Claim
CLAIM-82056,Dealership-D006,Transmission Valve Body,1898.51,17.5,4,33,0,1,Approved Standard Claim
CLAIM-82057,Dealership-D033,Turbocharger Assembly,3479.88,29.6,7,16,0,1,Approved Standard Claim
CLAIM-82058,Dealership-D031,Battery Module,593.72,4.3,6,17,0,1,Approved Standard Claim
CLAIM-82059,Dealership-D019,Brake Caliper Kit,1574.05,14.2,8,46,1,-1,High-Risk (Flagged for Audit)
CLAIM-82060,Dealership-D017,Brake Caliper Kit,923.63,7.1,4,25,0,1,Approved Standard Claim
CLAIM-82061,Dealership-D032,Battery Module,2027.47,20.0,5,46,0,1,Approved Standard Claim
CLAIM-82062,Dealership-D022,Turbocharger Assembly,1657.48,12.8,2,16,0,1,Approved Standard Claim
CLAIM-82063,Dealership-D013,Brake Caliper Kit,643.31,6.9,3,29,0,1,Approved Standard Claim
CLAIM-82064,Dealership-D016,Transmission Valve Body,628.44,4.8,2,17,0,1,Approved Standard Claim
CLAIM-82065,Dealership-D009,Infotainment Head Unit,2037.57,15.2,2,26,0,1,Approved Standard Claim
CLAIM-82066,Dealership-D034,Transmission Valve Body,1037.19,8.0,4,18,0,1,Approved Standard Claim
CLAIM-82067,Dealership-D006,Inverter ECU,1062.1,10.4,2,11,0,1,Approved Standard Claim
CLAIM-82068,Dealership-D043,Infotainment Head Unit,413.46,3.4,4,29,0,1,Approved Standard Claim
CLAIM-82069,Dealership-D034,Infotainment Head Unit,482.27,3.8,2,32,0,1,Approved Standard Claim
CLAIM-82070,Dealership-D044,Transmission Valve Body,779.68,7.1,2,13,0,1,Approved Standard Claim
CLAIM-82071,Dealership-D032,Transmission Valve Body,1342.76,14.2,6,36,0,1,Approved Standard Claim
CLAIM-82072,Dealership-D014,Battery Module,947.78,8.1,4,16,0,1,Approved Standard Claim
CLAIM-82073,Dealership-D027,Infotainment Head Unit,1504.12,11.8,1,41,0,1,Approved Standard Claim
CLAIM-82074,Dealership-D018,Turbocharger Assembly,3419.96,31.5,5,43,0,1,Approved Standard Claim
CLAIM-82075,Dealership-D031,Brake Caliper Kit,996.75,8.1,3,32,0,1,Approved Standard Claim
CLAIM-82076,Dealership-D019,Brake Caliper Kit,1930.49,18.7,2,46,0,1,Approved Standard Claim
CLAIM-82077,Dealership-D019,Inverter ECU,489.5,3.5,3,35,0,1,Approved Standard Claim
CLAIM-82078,Dealership-D044,Inverter ECU,2770.16,26.1,3,29,0,1,Approved Standard Claim
CLAIM-82079,Dealership-D009,Transmission Valve Body,2076.65,19.0,2,29,0,1,Approved Standard Claim
CLAIM-82080,Dealership-D024,Infotainment Head Unit,1194.47,8.6,4,11,0,1,Approved Standard Claim
CLAIM-82081,Dealership-D019,Brake Caliper Kit,1822.1,15.4,3,24,0,1,Approved Standard Claim
CLAIM-82082,Dealership-D005,Brake Caliper Kit,537.6,4.5,2,27,0,1,Approved Standard Claim
CLAIM-82083,Dealership-D001,Infotainment Head Unit,1376.82,12.7,2,26,0,1,Approved Standard Claim
CLAIM-82084,Dealership-D043,Inverter ECU,940.36,8.8,3,36,0,1,Approved Standard Claim
CLAIM-82085,Dealership-D011,Infotainment Head Unit,5627.69,51.4,2,38,0,-1,High-Risk (Flagged for Audit)
CLAIM-82086,Dealership-D023,Battery Module,1738.6,19.3,1,38,0,1,Approved Standard Claim
CLAIM-82087,Dealership-D040,Inverter ECU,4491.27,34.3,2,22,0,1,Approved Standard Claim
CLAIM-82088,Dealership-D040,Inverter ECU,2408.42,25.8,4,17,0,1,Approved Standard Claim
CLAIM-82089,Dealership-D033,Battery Module,645.18,5.5,1,24,0,1,Approved Standard Claim
CLAIM-82090,Dealership-D010,Battery Module,4102.04,33.0,4,46,0,1,Approved Standard Claim
CLAIM-82091,Dealership-D010,Inverter ECU,4481.68,43.3,1,42,0,-1,High-Risk (Flagged for Audit)
CLAIM-82092,Dealership-D020,Infotainment Head Unit,3179.45,27.9,5,41,0,1,Approved Standard Claim
CLAIM-82093,Dealership-D035,Battery Module,5733.61,62.0,4,12,0,-1,High-Risk (Flagged for Audit)
CLAIM-82094,Dealership-D024,Brake Caliper Kit,1996.11,14.8,6,46,0,1,Approved Standard Claim
CLAIM-82095,Dealership-D007,Infotainment Head Unit,1130.02,8.7,2,12,0,1,Approved Standard Claim
CLAIM-82096,Dealership-D023,Transmission Valve Body,1353.81,14.6,4,11,0,1,Approved Standard Claim
CLAIM-82097,Dealership-D023,Transmission Valve Body,3273.33,25.2,3,16,0,1,Approved Standard Claim
CLAIM-82098,Dealership-D008,Inverter ECU,1884.7,18.4,4,31,0,1,Approved Standard Claim
CLAIM-82099,Dealership-D032,Infotainment Head Unit,3293.19,29.1,2,46,0,1,Approved Standard Claim
CLAIM-82100,Dealership-D001,Infotainment Head Unit,1503.16,13.4,2,21,0,1,Approved Standard Claim
CLAIM-82101,Dealership-D008,Infotainment Head Unit,3099.51,25.8,3,30,0,1,Approved Standard Claim
CLAIM-82102,Dealership-D019,Infotainment Head Unit,2474.42,22.3,3,47,1,1,Approved Standard Claim
CLAIM-82103,Dealership-D043,Inverter ECU,928.22,8.9,5,32,0,1,Approved Standard Claim
CLAIM-82104,Dealership-D012,Turbocharger Assembly,940.38,8.1,4,18,0,1,Approved Standard Claim
CLAIM-82105,Dealership-D022,Infotainment Head Unit,918.09,9.0,2,24,0,1,Approved Standard Claim
CLAIM-82106,Dealership-D008,Inverter ECU,696.58,5.1,2,42,0,1,Approved Standard Claim
CLAIM-82107,Dealership-D030,Turbocharger Assembly,656.92,5.0,4,40,0,1,Approved Standard Claim
CLAIM-82108,Dealership-D013,Infotainment Head Unit,729.18,5.9,2,46,0,1,Approved Standard Claim
CLAIM-82109,Dealership-D037,Brake Caliper Kit,1584.88,16.0,3,26,0,1,Approved Standard Claim
CLAIM-82110,Dealership-D022,Battery Module,2329.66,23.4,2,8,0,1,Approved Standard Claim
CLAIM-82111,Dealership-D014,Infotainment Head Unit,2199.13,15.8,2,31,0,1,Approved Standard Claim
CLAIM-82112,Dealership-D030,Brake Caliper Kit,411.19,3.8,1,21,0,1,Approved Standard Claim
CLAIM-82113,Dealership-D011,Battery Module,1882.03,18.8,3,26,0,1,Approved Standard Claim
CLAIM-82114,Dealership-D002,Infotainment Head Unit,1142.85,8.3,1,29,0,1,Approved Standard Claim
CLAIM-82115,Dealership-D013,Brake Caliper Kit,1386.38,11.3,1,18,0,1,Approved Standard Claim
CLAIM-82116,Dealership-D039,Inverter ECU,696.4,5.8,1,34,0,1,Approved Standard Claim
CLAIM-82117,Dealership-D015,Transmission Valve Body,2688.23,29.5,1,14,0,1,Approved Standard Claim
CLAIM-82118,Dealership-D019,Transmission Valve Body,489.53,4.4,4,7,0,1,Approved Standard Claim
CLAIM-82119,Dealership-D013,Inverter ECU,574.17,4.9,2,47,0,1,Approved Standard Claim
CLAIM-82120,Dealership-D040,Turbocharger Assembly,2834.81,22.0,3,24,0,1,Approved Standard Claim
CLAIM-82121,Dealership-D010,Brake Caliper Kit,2104.75,21.9,4,14,0,1,Approved Standard Claim
CLAIM-82122,Dealership-D004,Infotainment Head Unit,984.86,9.4,5,13,0,1,Approved Standard Claim
CLAIM-82123,Dealership-D015,Infotainment Head Unit,1258.82,12.9,2,24,0,1,Approved Standard Claim
CLAIM-82124,Dealership-D039,Brake Caliper Kit,2808.02,21.1,2,24,0,1,Approved Standard Claim
CLAIM-82125,Dealership-D034,Brake Caliper Kit,1019.94,7.9,2,19,0,1,Approved Standard Claim
CLAIM-82126,Dealership-D041,Turbocharger Assembly,2373.98,19.3,2,8,0,1,Approved Standard Claim
CLAIM-82127,Dealership-D020,Inverter ECU,1038.77,7.5,4,33,0,1,Approved Standard Claim
CLAIM-82128,Dealership-D033,Brake Caliper Kit,617.89,6.2,2,30,0,1,Approved Standard Claim
CLAIM-82129,Dealership-D010,Battery Module,2290.72,25.3,3,20,0,1,Approved Standard Claim
CLAIM-82130,Dealership-D036,Transmission Valve Body,833.72,6.0,5,8,0,1,Approved Standard Claim
CLAIM-82131,Dealership-D032,Brake Caliper Kit,620.32,4.8,3,36,0,1,Approved Standard Claim
CLAIM-82132,Dealership-D030,Infotainment Head Unit,852.59,8.2,3,32,0,1,Approved Standard Claim
CLAIM-82133,Dealership-D033,Transmission Valve Body,1859.95,13.9,9,7,0,-1,High-Risk (Flagged for Audit)
CLAIM-82134,Dealership-D042,Infotainment Head Unit,1297.22,13.2,1,20,0,1,Approved Standard Claim
CLAIM-82135,Dealership-D016,Turbocharger Assembly,1824.11,14.2,2,27,0,1,Approved Standard Claim
CLAIM-82136,Dealership-D001,Turbocharger Assembly,906.96,9.4,3,20,0,1,Approved Standard Claim
CLAIM-82137,Dealership-D020,Infotainment Head Unit,434.48,3.3,2,45,0,1,Approved Standard Claim
CLAIM-82138,Dealership-D013,Brake Caliper Kit,1852.15,13.5,2,27,0,1,Approved Standard Claim
CLAIM-82139,Dealership-D015,Battery Module,3482.88,34.4,4,20,0,1,Approved Standard Claim
CLAIM-82140,Dealership-D028,Inverter ECU,563.61,5.6,3,29,0,1,Approved Standard Claim
CLAIM-82141,Dealership-D038,Transmission Valve Body,1305.31,13.8,1,23,0,1,Approved Standard Claim
CLAIM-82142,Dealership-D001,Inverter ECU,921.46,7.2,1,29,0,1,Approved Standard Claim
