Nevera_Run_ID,Vehicle_Speed_kmh,Lateral_Acceleration_G,Vehicle_Yaw_Rate_deg_s,Left_Right_Torque_Delta_Nm,Inverter_Response_Latency_us,Vectoring_Status
RIMAC-RAWTV-2645,100.4,0.61,8.5,458.0,136,Balanced All-Wheel Traction
RIMAC-RAWTV-2646,192.8,-0.5,-6.8,-377.6,137,Balanced All-Wheel Traction
RIMAC-RAWTV-2647,168.9,0.3,4.2,251.3,120,Balanced All-Wheel Traction
RIMAC-RAWTV-2648,79.4,-0.76,-10.8,-680.7,152,Balanced All-Wheel Traction
RIMAC-RAWTV-2649,158.8,0.78,10.8,675.7,138,Balanced All-Wheel Traction
RIMAC-RAWTV-2650,176.1,0.01,0.7,-0.7,113,Balanced All-Wheel Traction
RIMAC-RAWTV-2651,265.1,-0.72,-10.0,-630.6,140,Balanced All-Wheel Traction
RIMAC-RAWTV-2652,261.9,1.29,18.1,1124.6,181,Balanced All-Wheel Traction
RIMAC-RAWTV-2653,216.0,0.34,5.0,298.1,130,Balanced All-Wheel Traction
RIMAC-RAWTV-2654,120.9,0.74,9.6,564.3,136,Balanced All-Wheel Traction
RIMAC-RAWTV-2655,199.0,-0.87,-11.5,-705.4,168,Balanced All-Wheel Traction
RIMAC-RAWTV-2656,89.3,-1.33,-18.5,-1173.7,169,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2657,314.7,-0.23,-1.7,-161.8,127,Balanced All-Wheel Traction
RIMAC-RAWTV-2658,86.4,-1.02,-14.9,-922.4,146,Balanced All-Wheel Traction
RIMAC-RAWTV-2659,177.2,-0.33,-4.6,-337.0,128,Balanced All-Wheel Traction
RIMAC-RAWTV-2660,199.2,1.43,19.1,1147.9,170,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2661,64.5,-0.92,-14.6,-755.0,154,Balanced All-Wheel Traction
RIMAC-RAWTV-2662,105.8,0.44,7.3,422.5,135,Balanced All-Wheel Traction
RIMAC-RAWTV-2663,124.1,0.6,7.9,611.8,133,Balanced All-Wheel Traction
RIMAC-RAWTV-2664,314.4,0.52,7.0,415.7,134,Balanced All-Wheel Traction
RIMAC-RAWTV-2665,216.8,-1.56,-21.6,-1347.7,175,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2666,297.7,-0.05,-0.5,-30.3,119,Balanced All-Wheel Traction
RIMAC-RAWTV-2667,283.7,1.44,21.1,1232.2,159,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2668,277.5,1.55,23.1,1300.9,158,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2669,220.7,-1.03,-16.1,-857.8,163,Balanced All-Wheel Traction
RIMAC-RAWTV-2670,238.9,1.27,20.5,1091.2,162,Balanced All-Wheel Traction
RIMAC-RAWTV-2671,203.4,1.32,18.7,1050.1,181,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2672,298.5,1.45,21.6,1233.9,172,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2673,268.7,1.18,17.4,911.7,160,Balanced All-Wheel Traction
RIMAC-RAWTV-2674,101.2,-0.79,-11.5,-645.2,134,Balanced All-Wheel Traction
RIMAC-RAWTV-2675,265.6,-1.17,-16.5,-1004.8,156,Balanced All-Wheel Traction
RIMAC-RAWTV-2676,187.1,-0.3,-4.3,-271.4,141,Balanced All-Wheel Traction
RIMAC-RAWTV-2677,75.0,0.94,13.2,769.8,147,Balanced All-Wheel Traction
RIMAC-RAWTV-2678,268.4,-0.36,-6.1,-263.7,141,Balanced All-Wheel Traction
RIMAC-RAWTV-2679,198.3,-0.62,-9.0,-521.3,125,Balanced All-Wheel Traction
RIMAC-RAWTV-2680,133.5,-0.61,-9.1,-597.9,136,Balanced All-Wheel Traction
RIMAC-RAWTV-2681,82.9,0.64,8.9,568.7,146,Balanced All-Wheel Traction
RIMAC-RAWTV-2682,116.4,-0.04,0.3,-31.5,126,Balanced All-Wheel Traction
RIMAC-RAWTV-2683,210.8,0.43,6.3,287.5,148,Balanced All-Wheel Traction
RIMAC-RAWTV-2684,175.9,0.06,2.8,60.1,108,Balanced All-Wheel Traction
RIMAC-RAWTV-2685,285.3,0.49,5.1,449.0,141,Balanced All-Wheel Traction
RIMAC-RAWTV-2686,98.4,1.2,17.7,1046.9,153,Balanced All-Wheel Traction
RIMAC-RAWTV-2687,285.2,0.73,8.5,624.9,166,Balanced All-Wheel Traction
RIMAC-RAWTV-2688,154.7,-1.29,-20.3,-1098.0,169,Balanced All-Wheel Traction
RIMAC-RAWTV-2689,162.6,1.58,23.0,1326.8,179,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2690,214.6,-1.4,-21.1,-1152.5,167,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2691,65.6,1.49,21.8,1288.9,180,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2692,308.2,0.07,0.9,46.8,117,Balanced All-Wheel Traction
RIMAC-RAWTV-2693,304.1,0.01,0.9,-36.9,118,Balanced All-Wheel Traction
RIMAC-RAWTV-2694,115.7,-0.63,-8.6,-525.3,141,Balanced All-Wheel Traction
RIMAC-RAWTV-2695,202.4,0.47,6.3,383.0,146,Balanced All-Wheel Traction
RIMAC-RAWTV-2696,77.3,-0.7,-9.1,-611.8,150,Balanced All-Wheel Traction
RIMAC-RAWTV-2697,116.9,1.38,19.3,1230.6,175,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2698,199.4,-0.34,-4.5,-289.5,132,Balanced All-Wheel Traction
RIMAC-RAWTV-2699,122.4,-0.01,-0.3,26.7,103,Balanced All-Wheel Traction
RIMAC-RAWTV-2700,119.0,-1.06,-15.9,-937.4,162,Balanced All-Wheel Traction
RIMAC-RAWTV-2701,262.0,-1.28,-17.2,-1111.2,163,Balanced All-Wheel Traction
RIMAC-RAWTV-2702,146.3,-1.52,-23.3,-1275.4,175,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2703,296.1,-1.06,-17.3,-872.3,154,Balanced All-Wheel Traction
RIMAC-RAWTV-2704,229.0,-1.49,-22.9,-1265.5,157,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2705,238.8,-1.21,-17.9,-1059.2,169,Balanced All-Wheel Traction
RIMAC-RAWTV-2706,216.1,-0.46,-6.0,-388.2,143,Balanced All-Wheel Traction
RIMAC-RAWTV-2707,162.5,0.04,0.3,12.9,132,Balanced All-Wheel Traction
RIMAC-RAWTV-2708,78.8,-1.26,-17.6,-1064.3,175,Balanced All-Wheel Traction
RIMAC-RAWTV-2709,223.2,0.17,0.4,147.1,129,Balanced All-Wheel Traction
RIMAC-RAWTV-2710,111.9,1.24,19.2,1019.1,185,Balanced All-Wheel Traction
RIMAC-RAWTV-2711,175.8,1.11,15.5,1005.3,142,Balanced All-Wheel Traction
RIMAC-RAWTV-2712,155.3,0.49,7.4,322.5,144,Balanced All-Wheel Traction
RIMAC-RAWTV-2713,278.3,0.22,3.0,207.9,143,Balanced All-Wheel Traction
RIMAC-RAWTV-2714,165.6,1.41,22.8,1154.5,171,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2715,112.2,0.27,3.2,301.3,143,Balanced All-Wheel Traction
RIMAC-RAWTV-2716,73.5,0.38,5.3,417.9,123,Balanced All-Wheel Traction
RIMAC-RAWTV-2717,224.2,0.77,13.5,700.7,158,Balanced All-Wheel Traction
RIMAC-RAWTV-2718,199.1,-1.49,-21.8,-1245.7,158,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2719,140.4,-0.47,-5.9,-400.6,134,Balanced All-Wheel Traction
RIMAC-RAWTV-2720,154.7,-0.49,-7.2,-434.5,148,Balanced All-Wheel Traction
RIMAC-RAWTV-2721,89.1,0.08,1.8,68.7,138,Balanced All-Wheel Traction
RIMAC-RAWTV-2722,64.7,1.57,21.6,1221.6,187,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2723,104.5,1.32,20.2,1092.5,170,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2724,96.1,0.89,15.1,747.2,158,Balanced All-Wheel Traction
RIMAC-RAWTV-2725,294.9,-0.33,-5.5,-300.4,120,Balanced All-Wheel Traction
RIMAC-RAWTV-2726,63.5,0.72,10.1,632.1,156,Balanced All-Wheel Traction
RIMAC-RAWTV-2727,72.8,1.58,23.7,1356.2,171,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2728,286.5,0.36,5.2,363.2,132,Balanced All-Wheel Traction
RIMAC-RAWTV-2729,135.3,1.09,15.3,866.9,169,Balanced All-Wheel Traction
RIMAC-RAWTV-2730,222.7,0.39,6.1,295.9,131,Balanced All-Wheel Traction
RIMAC-RAWTV-2731,237.2,1.23,17.6,1081.2,177,Balanced All-Wheel Traction
RIMAC-RAWTV-2732,309.8,0.59,6.7,483.2,135,Balanced All-Wheel Traction
RIMAC-RAWTV-2733,129.1,-1.07,-15.2,-965.5,162,Balanced All-Wheel Traction
RIMAC-RAWTV-2734,141.8,-0.68,-11.5,-630.2,152,Balanced All-Wheel Traction
RIMAC-RAWTV-2735,253.4,0.36,3.8,393.1,125,Balanced All-Wheel Traction
RIMAC-RAWTV-2736,107.8,0.68,10.3,694.6,139,Balanced All-Wheel Traction
RIMAC-RAWTV-2737,145.7,0.07,2.3,74.5,123,Balanced All-Wheel Traction
RIMAC-RAWTV-2738,218.8,0.68,12.0,618.6,150,Balanced All-Wheel Traction
RIMAC-RAWTV-2739,102.7,0.51,7.4,457.4,149,Balanced All-Wheel Traction
RIMAC-RAWTV-2740,215.1,-0.13,-2.0,-105.0,139,Balanced All-Wheel Traction
RIMAC-RAWTV-2741,123.8,-1.26,-17.8,-1040.7,173,Balanced All-Wheel Traction
RIMAC-RAWTV-2742,125.1,0.86,12.1,737.1,169,Balanced All-Wheel Traction
RIMAC-RAWTV-2743,129.5,0.98,15.7,747.3,141,Balanced All-Wheel Traction
RIMAC-RAWTV-2744,212.4,-1.1,-15.3,-958.0,144,Balanced All-Wheel Traction
RIMAC-RAWTV-2745,126.6,1.52,20.9,1286.0,162,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2746,263.3,-0.95,-12.9,-724.2,148,Balanced All-Wheel Traction
RIMAC-RAWTV-2747,179.4,1.43,19.9,1255.8,180,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2748,204.2,-0.31,-4.6,-215.1,131,Balanced All-Wheel Traction
RIMAC-RAWTV-2749,161.5,0.16,0.9,96.6,120,Balanced All-Wheel Traction
RIMAC-RAWTV-2750,165.0,-0.5,-8.4,-421.1,146,Balanced All-Wheel Traction
RIMAC-RAWTV-2751,149.6,-0.58,-9.9,-459.4,147,Balanced All-Wheel Traction
RIMAC-RAWTV-2752,155.1,0.54,7.2,458.0,135,Balanced All-Wheel Traction
RIMAC-RAWTV-2753,82.2,-0.7,-9.8,-554.0,144,Balanced All-Wheel Traction
RIMAC-RAWTV-2754,317.1,1.16,15.6,958.9,152,Balanced All-Wheel Traction
RIMAC-RAWTV-2755,74.7,0.64,10.1,654.4,148,Balanced All-Wheel Traction
RIMAC-RAWTV-2756,237.9,-0.13,-4.0,-162.6,131,Balanced All-Wheel Traction
RIMAC-RAWTV-2757,78.2,0.87,15.2,747.9,141,Balanced All-Wheel Traction
RIMAC-RAWTV-2758,86.0,-0.27,-5.0,-296.0,128,Balanced All-Wheel Traction
RIMAC-RAWTV-2759,307.8,0.1,0.9,134.2,130,Balanced All-Wheel Traction
RIMAC-RAWTV-2760,116.1,-0.52,-9.1,-385.6,134,Balanced All-Wheel Traction
RIMAC-RAWTV-2761,308.0,0.34,5.6,209.9,145,Balanced All-Wheel Traction
RIMAC-RAWTV-2762,242.9,-0.21,-3.1,-181.0,124,Balanced All-Wheel Traction
RIMAC-RAWTV-2763,145.6,0.25,4.8,250.2,132,Balanced All-Wheel Traction
RIMAC-RAWTV-2764,90.6,-1.22,-16.3,-1048.5,161,Balanced All-Wheel Traction
RIMAC-RAWTV-2765,111.6,0.95,13.0,834.5,145,Balanced All-Wheel Traction
RIMAC-RAWTV-2766,319.5,0.86,13.5,753.6,147,Balanced All-Wheel Traction
RIMAC-RAWTV-2767,296.9,-0.88,-11.9,-752.0,141,Balanced All-Wheel Traction
RIMAC-RAWTV-2768,144.7,1.52,21.6,1305.7,169,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2769,116.5,0.0,-0.8,-15.7,139,Balanced All-Wheel Traction
RIMAC-RAWTV-2770,286.2,0.21,4.7,154.7,130,Balanced All-Wheel Traction
RIMAC-RAWTV-2771,288.8,-0.49,-6.5,-496.3,120,Balanced All-Wheel Traction
RIMAC-RAWTV-2772,271.5,-1.44,-21.4,-1261.5,169,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2773,85.7,-1.59,-22.7,-1324.4,164,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2774,89.2,1.31,17.7,1069.9,161,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2775,231.4,-0.49,-6.1,-413.8,132,Balanced All-Wheel Traction
RIMAC-RAWTV-2776,224.9,0.24,4.4,233.6,121,Balanced All-Wheel Traction
RIMAC-RAWTV-2777,171.0,0.33,6.1,377.8,126,Balanced All-Wheel Traction
RIMAC-RAWTV-2778,252.0,0.52,6.7,519.1,143,Balanced All-Wheel Traction
RIMAC-RAWTV-2779,247.6,0.0,-0.5,-45.3,142,Balanced All-Wheel Traction
RIMAC-RAWTV-2780,140.8,1.21,18.2,1072.9,165,Balanced All-Wheel Traction
RIMAC-RAWTV-2781,145.6,-1.26,-17.4,-1141.3,159,Balanced All-Wheel Traction
RIMAC-RAWTV-2782,169.7,-1.53,-21.3,-1281.4,198,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2783,306.3,0.01,0.0,-4.8,126,Balanced All-Wheel Traction
RIMAC-RAWTV-2784,80.1,0.57,7.6,459.9,151,Balanced All-Wheel Traction
RIMAC-RAWTV-2785,263.7,0.82,12.8,792.0,160,Balanced All-Wheel Traction
RIMAC-RAWTV-2786,120.8,0.54,10.1,505.2,145,Balanced All-Wheel Traction
RIMAC-RAWTV-2787,234.5,-1.39,-18.8,-1127.4,162,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2788,107.7,0.27,3.7,159.4,120,Balanced All-Wheel Traction
RIMAC-RAWTV-2789,216.0,1.44,22.0,1215.1,168,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2790,98.4,0.7,10.5,524.6,139,Balanced All-Wheel Traction
RIMAC-RAWTV-2791,97.2,-0.3,-4.2,-290.9,129,Balanced All-Wheel Traction
RIMAC-RAWTV-2792,226.2,0.16,3.2,170.1,141,Balanced All-Wheel Traction
RIMAC-RAWTV-2793,237.2,-1.3,-19.7,-996.0,145,Balanced All-Wheel Traction
RIMAC-RAWTV-2794,60.7,1.23,19.4,957.6,174,Balanced All-Wheel Traction
RIMAC-RAWTV-2795,223.8,-0.71,-11.1,-570.1,134,Balanced All-Wheel Traction
RIMAC-RAWTV-2796,128.4,-0.56,-9.3,-418.3,133,Balanced All-Wheel Traction
RIMAC-RAWTV-2797,96.3,-0.48,-6.8,-390.8,141,Balanced All-Wheel Traction
RIMAC-RAWTV-2798,100.5,-0.8,-10.1,-609.0,147,Balanced All-Wheel Traction
RIMAC-RAWTV-2799,303.3,-0.9,-11.7,-683.5,169,Balanced All-Wheel Traction
RIMAC-RAWTV-2800,263.1,-0.62,-7.3,-527.7,135,Balanced All-Wheel Traction
RIMAC-RAWTV-2801,141.6,-1.52,-22.3,-1319.4,183,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2802,241.6,-0.75,-9.6,-659.3,149,Balanced All-Wheel Traction
RIMAC-RAWTV-2803,175.7,0.84,9.4,675.9,170,Balanced All-Wheel Traction
RIMAC-RAWTV-2804,185.4,-0.4,-7.8,-361.2,143,Balanced All-Wheel Traction
RIMAC-RAWTV-2805,198.1,0.55,6.3,528.9,134,Balanced All-Wheel Traction
RIMAC-RAWTV-2806,231.3,-0.96,-11.1,-844.3,161,Balanced All-Wheel Traction
RIMAC-RAWTV-2807,171.0,0.14,-0.3,133.0,138,Balanced All-Wheel Traction
RIMAC-RAWTV-2808,119.0,0.38,5.7,287.7,115,Balanced All-Wheel Traction
RIMAC-RAWTV-2809,143.9,-1.13,-17.6,-975.4,170,Balanced All-Wheel Traction
RIMAC-RAWTV-2810,315.4,1.18,17.7,979.8,181,Balanced All-Wheel Traction
RIMAC-RAWTV-2811,130.2,-0.7,-10.5,-509.3,163,Balanced All-Wheel Traction
RIMAC-RAWTV-2812,171.4,-0.22,-3.0,-258.9,152,Balanced All-Wheel Traction
RIMAC-RAWTV-2813,166.9,0.97,13.7,823.1,156,Balanced All-Wheel Traction
RIMAC-RAWTV-2814,263.9,0.26,3.7,249.2,150,Balanced All-Wheel Traction
RIMAC-RAWTV-2815,123.1,-1.58,-22.7,-1254.1,184,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2816,113.4,1.38,19.5,1154.7,162,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2817,142.1,-0.43,-6.5,-367.1,137,Balanced All-Wheel Traction
RIMAC-RAWTV-2818,148.9,0.4,6.9,295.2,128,Balanced All-Wheel Traction
RIMAC-RAWTV-2819,309.9,0.37,4.8,271.4,146,Balanced All-Wheel Traction
RIMAC-RAWTV-2820,207.7,-1.39,-19.4,-1107.1,170,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2821,152.9,1.55,20.3,1318.8,178,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2822,196.0,1.22,17.0,1010.8,160,Balanced All-Wheel Traction
RIMAC-RAWTV-2823,306.4,-0.36,-5.8,-360.1,122,Balanced All-Wheel Traction
RIMAC-RAWTV-2824,177.3,-1.08,-16.8,-915.0,185,Balanced All-Wheel Traction
RIMAC-RAWTV-2825,111.6,0.32,3.1,265.5,139,Balanced All-Wheel Traction
RIMAC-RAWTV-2826,74.6,-0.22,-1.4,-204.0,133,Balanced All-Wheel Traction
RIMAC-RAWTV-2827,165.6,0.44,6.6,332.5,159,Balanced All-Wheel Traction
RIMAC-RAWTV-2828,241.6,-0.12,0.7,-116.8,131,Balanced All-Wheel Traction
RIMAC-RAWTV-2829,231.7,-0.88,-13.2,-772.6,158,Balanced All-Wheel Traction
RIMAC-RAWTV-2830,106.1,-0.53,-8.2,-506.2,131,Balanced All-Wheel Traction
RIMAC-RAWTV-2831,264.3,-0.21,-3.8,-173.4,129,Balanced All-Wheel Traction
RIMAC-RAWTV-2832,136.9,-1.25,-19.9,-1068.4,160,Balanced All-Wheel Traction
RIMAC-RAWTV-2833,290.5,-0.94,-12.1,-853.4,154,Balanced All-Wheel Traction
RIMAC-RAWTV-2834,161.6,0.85,10.4,724.6,154,Balanced All-Wheel Traction
RIMAC-RAWTV-2835,90.3,0.19,4.3,221.1,119,Balanced All-Wheel Traction
RIMAC-RAWTV-2836,311.2,-0.01,1.7,8.1,118,Balanced All-Wheel Traction
RIMAC-RAWTV-2837,84.1,-1.2,-16.0,-1020.2,161,Balanced All-Wheel Traction
RIMAC-RAWTV-2838,129.1,-0.03,-1.2,-54.0,128,Balanced All-Wheel Traction
RIMAC-RAWTV-2839,124.1,0.83,11.8,718.5,161,Balanced All-Wheel Traction
RIMAC-RAWTV-2840,305.5,-0.99,-13.1,-779.8,157,Balanced All-Wheel Traction
RIMAC-RAWTV-2841,165.8,-0.41,-6.6,-458.8,126,Balanced All-Wheel Traction
RIMAC-RAWTV-2842,252.9,0.95,12.1,919.8,164,Balanced All-Wheel Traction
RIMAC-RAWTV-2843,238.8,-0.09,-2.6,-90.0,118,Balanced All-Wheel Traction
RIMAC-RAWTV-2844,134.0,1.25,19.6,1090.9,152,Balanced All-Wheel Traction
RIMAC-RAWTV-2845,300.5,-1.37,-20.7,-1094.4,166,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2846,73.5,-1.0,-16.5,-846.8,155,Balanced All-Wheel Traction
RIMAC-RAWTV-2847,271.3,-0.35,-6.3,-366.1,136,Balanced All-Wheel Traction
RIMAC-RAWTV-2848,259.5,-1.45,-23.2,-1182.8,180,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2849,139.2,-0.75,-10.3,-642.0,142,Balanced All-Wheel Traction
RIMAC-RAWTV-2850,157.3,0.97,14.4,844.7,156,Balanced All-Wheel Traction
RIMAC-RAWTV-2851,219.4,-1.03,-15.3,-830.3,156,Balanced All-Wheel Traction
RIMAC-RAWTV-2852,170.6,-0.52,-7.7,-533.5,154,Balanced All-Wheel Traction
RIMAC-RAWTV-2853,108.1,-0.48,-6.3,-340.9,132,Balanced All-Wheel Traction
RIMAC-RAWTV-2854,155.2,1.53,25.4,1388.4,174,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2855,188.5,-0.25,-1.3,-168.2,131,Balanced All-Wheel Traction
RIMAC-RAWTV-2856,229.1,-1.39,-21.9,-1170.6,159,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2857,66.6,0.28,4.2,249.7,127,Balanced All-Wheel Traction
RIMAC-RAWTV-2858,236.4,-0.99,-14.6,-823.1,140,Balanced All-Wheel Traction
RIMAC-RAWTV-2859,273.4,1.56,24.2,1344.4,182,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2860,206.0,0.81,13.6,667.3,132,Balanced All-Wheel Traction
RIMAC-RAWTV-2861,228.8,-1.47,-20.5,-1241.6,171,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2862,227.4,-1.02,-13.2,-856.9,144,Balanced All-Wheel Traction
RIMAC-RAWTV-2863,94.9,0.68,11.5,540.2,127,Balanced All-Wheel Traction
RIMAC-RAWTV-2864,62.2,1.16,16.3,965.7,176,Balanced All-Wheel Traction
RIMAC-RAWTV-2865,139.8,0.17,2.7,272.1,132,Balanced All-Wheel Traction
RIMAC-RAWTV-2866,139.7,-0.74,-9.7,-697.7,130,Balanced All-Wheel Traction
RIMAC-RAWTV-2867,187.4,1.25,18.5,1031.6,153,Balanced All-Wheel Traction
RIMAC-RAWTV-2868,316.2,0.82,13.3,635.6,154,Balanced All-Wheel Traction
RIMAC-RAWTV-2869,314.9,0.35,4.0,305.5,122,Balanced All-Wheel Traction
RIMAC-RAWTV-2870,77.6,1.27,18.0,1140.8,184,Balanced All-Wheel Traction
RIMAC-RAWTV-2871,78.9,-1.15,-16.8,-1039.6,162,Balanced All-Wheel Traction
RIMAC-RAWTV-2872,274.9,-0.67,-8.2,-561.8,150,Balanced All-Wheel Traction
RIMAC-RAWTV-2873,143.8,-0.95,-14.6,-856.2,157,Balanced All-Wheel Traction
RIMAC-RAWTV-2874,247.0,-0.53,-9.6,-398.4,138,Balanced All-Wheel Traction
RIMAC-RAWTV-2875,218.8,0.03,-2.0,43.5,124,Balanced All-Wheel Traction
RIMAC-RAWTV-2876,105.4,-1.46,-21.8,-1189.4,185,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2877,133.8,1.39,20.0,1090.7,160,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2878,215.7,-0.38,-4.2,-358.5,151,Balanced All-Wheel Traction
RIMAC-RAWTV-2879,228.7,-1.35,-19.2,-1141.1,163,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2880,105.8,-1.56,-23.2,-1324.1,149,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2881,193.6,0.95,12.4,832.2,165,Balanced All-Wheel Traction
RIMAC-RAWTV-2882,128.8,0.94,13.3,767.0,150,Balanced All-Wheel Traction
RIMAC-RAWTV-2883,101.9,-1.16,-17.4,-971.6,179,Balanced All-Wheel Traction
RIMAC-RAWTV-2884,199.2,0.95,11.8,779.1,151,Balanced All-Wheel Traction
RIMAC-RAWTV-2885,121.3,-0.79,-11.5,-680.0,142,Balanced All-Wheel Traction
RIMAC-RAWTV-2886,278.1,-1.53,-22.3,-1350.0,186,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2887,288.1,0.06,0.0,110.7,122,Balanced All-Wheel Traction
RIMAC-RAWTV-2888,92.6,1.46,21.3,1234.2,185,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2889,156.0,-0.59,-8.7,-553.5,139,Balanced All-Wheel Traction
RIMAC-RAWTV-2890,234.8,0.12,0.3,111.8,116,Balanced All-Wheel Traction
RIMAC-RAWTV-2891,165.5,-1.25,-17.7,-1132.8,164,Balanced All-Wheel Traction
RIMAC-RAWTV-2892,301.7,-0.17,-2.7,-110.0,128,Balanced All-Wheel Traction
RIMAC-RAWTV-2893,161.5,-0.02,-1.5,-37.0,124,Balanced All-Wheel Traction
RIMAC-RAWTV-2894,183.4,0.23,1.9,170.5,138,Balanced All-Wheel Traction
RIMAC-RAWTV-2895,260.0,-1.35,-21.1,-1115.8,165,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2896,159.9,0.41,6.1,354.6,129,Balanced All-Wheel Traction
RIMAC-RAWTV-2897,76.7,-0.63,-7.3,-519.6,154,Balanced All-Wheel Traction
RIMAC-RAWTV-2898,109.5,-0.14,-1.2,-173.5,128,Balanced All-Wheel Traction
RIMAC-RAWTV-2899,216.0,-0.62,-11.4,-557.0,147,Balanced All-Wheel Traction
RIMAC-RAWTV-2900,96.7,-1.11,-15.8,-912.8,161,Balanced All-Wheel Traction
RIMAC-RAWTV-2901,316.0,0.88,11.7,723.2,152,Balanced All-Wheel Traction
RIMAC-RAWTV-2902,160.3,-1.48,-20.3,-1328.0,164,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2903,226.5,-1.05,-15.8,-893.4,160,Balanced All-Wheel Traction
RIMAC-RAWTV-2904,250.3,-0.17,-4.3,-140.8,112,Balanced All-Wheel Traction
RIMAC-RAWTV-2905,99.3,1.53,21.4,1274.8,162,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2906,200.1,1.31,18.6,1113.2,169,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2907,258.5,-0.62,-9.4,-520.2,142,Balanced All-Wheel Traction
RIMAC-RAWTV-2908,272.3,-1.54,-22.8,-1296.1,166,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2909,62.4,0.28,4.3,276.7,119,Balanced All-Wheel Traction
RIMAC-RAWTV-2910,253.5,0.04,0.3,21.0,130,Balanced All-Wheel Traction
RIMAC-RAWTV-2911,130.5,-0.54,-9.1,-524.4,136,Balanced All-Wheel Traction
RIMAC-RAWTV-2912,261.6,-0.29,-6.0,-241.9,119,Balanced All-Wheel Traction
RIMAC-RAWTV-2913,267.0,1.54,21.2,1287.0,180,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2914,110.6,0.29,2.3,184.1,142,Balanced All-Wheel Traction
RIMAC-RAWTV-2915,211.7,1.39,19.0,1157.4,174,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2916,127.2,-1.17,-17.2,-1108.3,160,Balanced All-Wheel Traction
RIMAC-RAWTV-2917,165.3,0.51,7.5,462.0,140,Balanced All-Wheel Traction
RIMAC-RAWTV-2918,297.5,-1.38,-23.6,-1133.7,157,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2919,284.4,1.04,11.8,872.3,152,Balanced All-Wheel Traction
RIMAC-RAWTV-2920,62.0,-0.09,-0.3,-144.9,112,Balanced All-Wheel Traction
RIMAC-RAWTV-2921,286.3,-1.04,-14.0,-889.1,165,Balanced All-Wheel Traction
